Betamv, Betapv,V,Rs,Rv,P
0,0 ,0.989651, 0.00834913,0.002,0.0103491
0.01,0 ,0.98956, 0.00836054,0.0020795,0.01044
0.02,0 ,0.989466, 0.00837201,0.00216183,0.0105338
0.03,0 ,0.989369, 0.00838355,0.00224714,0.0106307
0.04,0 ,0.989269, 0.00839515,0.00233559,0.0107307
0.05,0 ,0.989166, 0.00840681,0.00242735,0.0108342
0.06,0 ,0.989059, 0.00841853,0.00252259,0.0109411
0.07,0 ,0.988948, 0.00843032,0.00262152,0.0110518
0.08,0 ,0.988833, 0.00844218,0.00272433,0.0111665
0.09,0 ,0.988715, 0.0084541,0.00283126,0.0112854
0.1,0 ,0.988591, 0.00846609,0.00294254,0.0114086
0.11,0 ,0.988463, 0.00847814,0.00305843,0.0115366
0.12,0 ,0.988331, 0.00849026,0.00317922,0.0116695
0.13,0 ,0.988192, 0.00850245,0.00330522,0.0118077
0.14,0 ,0.988049, 0.0085147,0.00343674,0.0119514
0.15,0 ,0.987899, 0.00852702,0.00357415,0.0121012
0.16,0 ,0.987743, 0.00853942,0.00371784,0.0122573
0.17,0 ,0.98758, 0.00855188,0.00386823,0.0124201
0.18,0 ,0.98741, 0.00856441,0.00402579,0.0125902
0.19,0 ,0.987232, 0.00857701,0.00419103,0.012768
0.2,0 ,0.987046, 0.00858968,0.0043645,0.0129542
0.21,0 ,0.986851, 0.00860243,0.00454681,0.0131492
0.22,0 ,0.986646, 0.00861524,0.00473864,0.0133539
0.23,0 ,0.986431, 0.00862813,0.00494072,0.0135688
0.24,0 ,0.986205, 0.0086411,0.00515387,0.013795
0.25,0 ,0.985967, 0.00865413,0.00537901,0.0140331
0.26,0 ,0.985716, 0.00866724,0.00561713,0.0142844
0.27,0 ,0.98545, 0.00868043,0.00586938,0.0145498
0.28,0 ,0.985169, 0.00869369,0.00613699,0.0148307
0.29,0 ,0.984872, 0.00870702,0.00642139,0.0151284
0.3,0 ,0.984555, 0.00872044,0.00672416,0.0154446
0.31,0 ,0.984219, 0.00873393,0.00704709,0.015781
0.32,0 ,0.98386, 0.0087475,0.00739219,0.0161397
0.33,0 ,0.983477, 0.00876114,0.00776178,0.0165229
0.34,0 ,0.983067, 0.00877487,0.00815848,0.0169333
0.35,0 ,0.982626, 0.00878867,0.0085853,0.017374
0.36,0 ,0.982152, 0.00880256,0.0090457,0.0178483
0.37,0 ,0.98164, 0.00881653,0.00954371,0.0183602
0.38,0 ,0.981085, 0.00883057,0.010084,0.0189145
0.39,0 ,0.980483, 0.0088447,0.0106719,0.0195166
0.4,0 ,0.979827, 0.00885891,0.011314,0.0201729
0.41,0 ,0.979109, 0.00887321,0.0120178,0.020891
0.42,0 ,0.97832, 0.00888759,0.0127923,0.0216799
0.43,0 ,0.97745, 0.00890205,0.0136482,0.0225503
0.44,0 ,0.976485, 0.0089166,0.0145987,0.0235153
0.45,0 ,0.975409, 0.00893124,0.0156597,0.0245909
0.46,0 ,0.974204, 0.00894596,0.0168504,0.0257964
0.47,0 ,0.972844, 0.00896077,0.0181951,0.0271559
0.48,0 ,0.971301, 0.00897566,0.0197237,0.0286994
0.49,0 ,0.969535, 0.00899065,0.021474,0.0304646
0.5,0 ,0.9675, 0.00900572,0.0234939,0.0324996
0.51,0 ,0.965134, 0.00902089,0.0258448,0.0348657
0.52,0 ,0.962358, 0.00903614,0.0286057,0.0376419
0.53,0 ,0.95907, 0.00905149,0.031879,0.0409305
0.54,0 ,0.955136, 0.00906692,0.0357968,0.0448637
0.55,0 ,0.950389, 0.00908245,0.0405288,0.0496112
0.56,0 ,0.944614, 0.00909808,0.0462879,0.055386
0.57,0 ,0.937556, 0.0091138,0.0533302,0.062444
0.58,0 ,0.92893, 0.00912961,0.0619404,0.07107
0.59,0 ,0.918462, 0.00914552,0.0723925,0.081538
0.6,0 ,0.905956, 0.00916152,0.0848828,0.0940443
0.61,0 ,0.891368, 0.00917762,0.0994547,0.108632
0.62,0 ,0.874848, 0.00919382,0.115958,0.125152
0.63,0 ,0.856717, 0.00921012,0.134073,0.143283
0.64,0 ,0.837382, 0.00922652,0.153391,0.162618
0.65,0 ,0.817258, 0.00924301,0.173499,0.182742
0.66,0 ,0.796705, 0.00925961,0.194035,0.203295
0.67,0 ,0.776012, 0.00927631,0.214711,0.223988
0.68,0 ,0.755395, 0.00929311,0.235312,0.244605
0.69,0 ,0.73501, 0.00931001,0.25568,0.26499
0.7,0 ,0.714965, 0.00932702,0.275708,0.285035
0.71,0 ,0.695333, 0.00934413,0.295323,0.304667
0.72,0 ,0.676163, 0.00936135,0.314476,0.323837
0.73,0 ,0.657484, 0.00937868,0.333137,0.342516
0.74,0 ,0.639313, 0.00939611,0.351291,0.360687
0.75,0 ,0.621657, 0.00941365,0.36893,0.378343
0.76,0 ,0.604515, 0.00943129,0.386054,0.395485
0.77,0 ,0.587883, 0.00944905,0.402668,0.412117
0.78,0 ,0.571753, 0.00946692,0.41878,0.428247
0.79,0 ,0.556115, 0.0094849,0.4344,0.443885
0.8,0 ,0.540957, 0.00950299,0.44954,0.459043
0.81,0 ,0.526266, 0.00952119,0.464213,0.473734
0.82,0 ,0.512028, 0.0095395,0.478432,0.487972
0.83,0 ,0.49823, 0.00955794,0.492212,0.50177
0.84,0 ,0.484858, 0.00957648,0.505566,0.515142
0.85,0 ,0.471897, 0.00959514,0.518508,0.528103
0.86,0 ,0.459334, 0.00961392,0.531052,0.540666
0.87,0 ,0.447156, 0.00963282,0.543211,0.552844
0.88,0 ,0.43535, 0.00965184,0.554998,0.56465
0.89,0 ,0.423902, 0.00967097,0.566427,0.576098
0.9,0 ,0.4128, 0.00969023,0.577509,0.5872
0.91,0 ,0.402033, 0.00970961,0.588258,0.597967
0.92,0 ,0.391588, 0.0097291,0.598683,0.608412
0.93,0 ,0.381454, 0.00974873,0.608797,0.618546
0.94,0 ,0.371621, 0.00976847,0.618611,0.628379
0.95,0 ,0.362077, 0.00978835,0.628134,0.637923
0.96,0 ,0.352814, 0.00980834,0.637378,0.647186
0.97,0 ,0.343821, 0.00982847,0.646351,0.656179
0.98,0 ,0.335088, 0.00984872,0.655063,0.664912
0.99,0 ,0.326608, 0.0098691,0.663523,0.673392
1,0 ,0.318372, 0.00988961,0.671739,0.681628
0,0.01 ,0.989639, 0.00834971,0.00201166,0.0103614
0.01,0.01 ,0.989548, 0.00836112,0.00209116,0.0104523
0.02,0.01 ,0.989454, 0.0083726,0.00217349,0.0105461
0.03,0.01 ,0.989357, 0.00838413,0.0022588,0.0106429
0.04,0.01 ,0.989257, 0.00839573,0.00234725,0.010743
0.05,0.01 ,0.989154, 0.00840739,0.00243901,0.0108464
0.06,0.01 ,0.989047, 0.00841912,0.00253425,0.0109534
0.07,0.01 ,0.988936, 0.00843091,0.00263317,0.0110641
0.08,0.01 ,0.988821, 0.00844276,0.00273598,0.0111787
0.09,0.01 ,0.988702, 0.00845468,0.00284291,0.0112976
0.1,0.01 ,0.988579, 0.00846667,0.00295419,0.0114209
0.11,0.01 ,0.988451, 0.00847872,0.00307008,0.0115488
0.12,0.01 ,0.988318, 0.00849084,0.00319087,0.0116817
0.13,0.01 ,0.98818, 0.00850303,0.00331685,0.0118199
0.14,0.01 ,0.988036, 0.00851528,0.00344837,0.0119637
0.15,0.01 ,0.987887, 0.00852761,0.00358578,0.0121134
0.16,0.01 ,0.987731, 0.00854,0.00372947,0.0122695
0.17,0.01 ,0.987568, 0.00855246,0.00387986,0.0124323
0.18,0.01 ,0.987398, 0.00856499,0.00403742,0.0126024
0.19,0.01 ,0.98722, 0.00857759,0.00420265,0.0127802
0.2,0.01 ,0.987034, 0.00859027,0.00437612,0.0129664
0.21,0.01 ,0.986839, 0.00860301,0.00455842,0.0131614
0.22,0.01 ,0.986634, 0.00861583,0.00475024,0.0133661
0.23,0.01 ,0.986419, 0.00862871,0.00495232,0.013581
0.24,0.01 ,0.986193, 0.00864168,0.00516546,0.0138071
0.25,0.01 ,0.985955, 0.00865471,0.00539059,0.0140453
0.26,0.01 ,0.985703, 0.00866782,0.00562871,0.0142965
0.27,0.01 ,0.985438, 0.00868101,0.00588095,0.014562
0.28,0.01 ,0.985157, 0.00869427,0.00614856,0.0148428
0.29,0.01 ,0.984859, 0.0087076,0.00643295,0.0151406
0.3,0.01 ,0.984543, 0.00872102,0.00673571,0.0154567
0.31,0.01 ,0.984207, 0.00873451,0.00705862,0.0157931
0.32,0.01 ,0.983848, 0.00874808,0.00740371,0.0161518
0.33,0.01 ,0.983465, 0.00876172,0.00777328,0.016535
0.34,0.01 ,0.983055, 0.00877545,0.00816996,0.0169454
0.35,0.01 ,0.982614, 0.00878925,0.00859676,0.017386
0.36,0.01 ,0.98214, 0.00880314,0.00905715,0.0178603
0.37,0.01 ,0.981628, 0.0088171,0.00955513,0.0183722
0.38,0.01 ,0.981073, 0.00883115,0.0100954,0.0189265
0.39,0.01 ,0.980471, 0.00884528,0.0106833,0.0195286
0.4,0.01 ,0.979815, 0.00885949,0.0113254,0.0201849
0.41,0.01 ,0.979097, 0.00887379,0.0120291,0.0209029
0.42,0.01 ,0.978308, 0.00888817,0.0128035,0.0216917
0.43,0.01 ,0.977438, 0.00890263,0.0136594,0.0225621
0.44,0.01 ,0.976473, 0.00891718,0.0146099,0.023527
0.45,0.01 ,0.975397, 0.00893181,0.0156707,0.0246025
0.46,0.01 ,0.974192, 0.00894653,0.0168614,0.0258079
0.47,0.01 ,0.972833, 0.00896134,0.0182059,0.0271673
0.48,0.01 ,0.971289, 0.00897624,0.0197344,0.0287106
0.49,0.01 ,0.969524, 0.00899122,0.0214845,0.0304757
0.5,0.01 ,0.967489, 0.0090063,0.0235042,0.0325105
0.51,0.01 ,0.965124, 0.00902146,0.0258548,0.0348763
0.52,0.01 ,0.962348, 0.00903671,0.0286155,0.0376522
0.53,0.01 ,0.95906, 0.00905206,0.0318883,0.0409404
0.54,0.01 ,0.955127, 0.0090675,0.0358056,0.0448731
0.55,0.01 ,0.95038, 0.00908303,0.0405369,0.0496199
0.56,0.01 ,0.944606, 0.00909865,0.0462951,0.0553938
0.57,0.01 ,0.937549, 0.00911437,0.0533363,0.0624507
0.58,0.01 ,0.928925, 0.00913018,0.0619451,0.0710753
0.59,0.01 ,0.918458, 0.00914609,0.0723956,0.0815417
0.6,0.01 ,0.905954, 0.00916209,0.0848841,0.0940461
0.61,0.01 ,0.891368, 0.00917819,0.0994541,0.108632
0.62,0.01 ,0.87485, 0.00919439,0.115955,0.12515
0.63,0.01 ,0.85672, 0.00921069,0.134069,0.14328
0.64,0.01 ,0.837387, 0.00922709,0.153386,0.162613
0.65,0.01 ,0.817264, 0.00924358,0.173493,0.182736
0.66,0.01 ,0.796712, 0.00926018,0.194028,0.203288
0.67,0.01 ,0.776019, 0.00927688,0.214704,0.223981
0.68,0.01 ,0.755403, 0.00929368,0.235304,0.244597
0.69,0.01 ,0.735018, 0.00931058,0.255672,0.264982
0.7,0.01 ,0.714972, 0.00932759,0.2757,0.285028
0.71,0.01 ,0.695341, 0.0093447,0.295314,0.304659
0.72,0.01 ,0.676171, 0.00936192,0.314467,0.323829
0.73,0.01 ,0.657493, 0.00937924,0.333128,0.342507
0.74,0.01 ,0.639322, 0.00939667,0.351282,0.360678
0.75,0.01 ,0.621665, 0.00941421,0.368921,0.378335
0.76,0.01 ,0.604523, 0.00943186,0.386045,0.395477
0.77,0.01 ,0.587891, 0.00944962,0.402659,0.412109
0.78,0.01 ,0.571761, 0.00946748,0.418771,0.428239
0.79,0.01 ,0.556123, 0.00948546,0.434391,0.443877
0.8,0.01 ,0.540965, 0.00950355,0.449532,0.459035
0.81,0.01 ,0.526273, 0.00952175,0.464205,0.473727
0.82,0.01 ,0.512036, 0.00954007,0.478424,0.487964
0.83,0.01 ,0.498237, 0.0095585,0.492204,0.501763
0.84,0.01 ,0.484865, 0.00957704,0.505558,0.515135
0.85,0.01 ,0.471904, 0.00959571,0.5185,0.528096
0.86,0.01 ,0.459342, 0.00961449,0.531044,0.540658
0.87,0.01 ,0.447164, 0.00963338,0.543203,0.552836
0.88,0.01 ,0.435357, 0.0096524,0.554991,0.564643
0.89,0.01 ,0.423909, 0.00967153,0.566419,0.576091
0.9,0.01 ,0.412807, 0.00969079,0.577502,0.587193
0.91,0.01 ,0.40204, 0.00971017,0.58825,0.59796
0.92,0.01 ,0.391594, 0.00972966,0.598676,0.608406
0.93,0.01 ,0.381461, 0.00974929,0.60879,0.618539
0.94,0.01 ,0.371627, 0.00976903,0.618604,0.628373
0.95,0.01 ,0.362084, 0.00978891,0.628127,0.637916
0.96,0.01 ,0.35282, 0.0098089,0.637371,0.64718
0.97,0.01 ,0.343827, 0.00982903,0.646344,0.656173
0.98,0.01 ,0.335095, 0.00984928,0.655056,0.664905
0.99,0.01 ,0.326614, 0.00986966,0.663516,0.673386
1,0.01 ,0.318378, 0.00989017,0.671732,0.681622
0,0.02 ,0.989626, 0.0083503,0.00202363,0.0103739
0.01,0.02 ,0.989535, 0.00836171,0.00210313,0.0104648
0.02,0.02 ,0.989441, 0.00837319,0.00218546,0.0105586
0.03,0.02 ,0.989345, 0.00838472,0.00227077,0.0106555
0.04,0.02 ,0.989244, 0.00839632,0.00235921,0.0107555
0.05,0.02 ,0.989141, 0.00840798,0.00245097,0.0108589
0.06,0.02 ,0.989034, 0.00841971,0.00254621,0.0109659
0.07,0.02 ,0.988923, 0.0084315,0.00264513,0.0110766
0.08,0.02 ,0.988809, 0.00844335,0.00274794,0.0111913
0.09,0.02 ,0.98869, 0.00845527,0.00285486,0.0113101
0.1,0.02 ,0.988567, 0.00846726,0.00296614,0.0114334
0.11,0.02 ,0.988439, 0.00847931,0.00308203,0.0115613
0.12,0.02 ,0.988306, 0.00849143,0.00320281,0.0116942
