Betamv, Betapv,V,Rs,Rv,P
0,0 ,0.973743, 0.0242573,0.002,0.0262573
0.01,0 ,0.973654, 0.0242681,0.00207745,0.0263455
0.02,0 ,0.973564, 0.0242788,0.00215761,0.0264365
0.03,0 ,0.97347, 0.0242897,0.00224062,0.0265303
0.04,0 ,0.973373, 0.0243006,0.00232663,0.0266272
0.05,0 ,0.973273, 0.0243115,0.00241579,0.0267273
0.06,0 ,0.973169, 0.0243226,0.00250827,0.0268308
0.07,0 ,0.973062, 0.0243336,0.00260426,0.0269379
0.08,0 ,0.972951, 0.0243448,0.00270395,0.0270487
0.09,0 ,0.972836, 0.024356,0.00280754,0.0271635
0.1,0 ,0.972718, 0.0243672,0.00291527,0.0272825
0.11,0 ,0.972594, 0.0243785,0.00302737,0.0274059
0.12,0 ,0.972466, 0.0243899,0.00314411,0.027534
0.13,0 ,0.972333, 0.0244014,0.00326577,0.0276671
0.14,0 ,0.972194, 0.0244129,0.00339265,0.0278055
0.15,0 ,0.97205, 0.0244244,0.00352509,0.0279495
0.16,0 ,0.9719, 0.0244361,0.00366345,0.0280995
0.17,0 ,0.971744, 0.0244477,0.00380811,0.0282559
0.18,0 ,0.971581, 0.0244595,0.00395951,0.028419
0.19,0 ,0.971411, 0.0244713,0.00411811,0.0285894
0.2,0 ,0.971232, 0.0244832,0.00428442,0.0287676
0.21,0 ,0.971046, 0.0244952,0.00445899,0.0289541
0.22,0 ,0.97085, 0.0245072,0.00464245,0.0291496
0.23,0 ,0.970645, 0.0245193,0.00483545,0.0293547
0.24,0 ,0.97043, 0.0245314,0.00503876,0.0295702
0.25,0 ,0.970203, 0.0245436,0.00525318,0.0297968
0.26,0 ,0.969964, 0.0245559,0.00547964,0.0300356
0.27,0 ,0.969713, 0.0245683,0.00571914,0.0302874
0.28,0 ,0.969446, 0.0245807,0.00597281,0.0305535
0.29,0 ,0.969165, 0.0245932,0.00624191,0.0308351
0.3,0 ,0.968866, 0.0246058,0.00652786,0.0311336
0.31,0 ,0.968549, 0.0246184,0.00683224,0.0314506
0.32,0 ,0.968212, 0.0246311,0.00715685,0.0317879
0.33,0 ,0.967852, 0.0246439,0.00750371,0.0321476
0.34,0 ,0.967468, 0.0246567,0.00787513,0.0325318
0.35,0 ,0.967057, 0.0246696,0.00827375,0.0329434
0.36,0 ,0.966615, 0.0246826,0.00870258,0.0333852
0.37,0 ,0.966139, 0.0246957,0.00916508,0.0338608
0.38,0 ,0.965626, 0.0247088,0.00966528,0.0343741
0.39,0 ,0.96507, 0.0247221,0.0102078,0.0349299
0.4,0 ,0.964466, 0.0247354,0.0107982,0.0355336
0.41,0 ,0.963809, 0.0247487,0.0114428,0.0361915
0.42,0 ,0.963089, 0.0247622,0.0121491,0.0369113
0.43,0 ,0.962298, 0.0247757,0.0129262,0.0377019
0.44,0 ,0.961426, 0.0247893,0.0137849,0.0385742
0.45,0 ,0.960459, 0.024803,0.0147381,0.039541
0.46,0 ,0.959382, 0.0248167,0.0158016,0.0406183
0.47,0 ,0.958175, 0.0248306,0.0169948,0.0418254
0.48,0 ,0.956814, 0.0248445,0.0183416,0.0431861
0.49,0 ,0.95527, 0.0248585,0.0198717,0.0447302
0.5,0 ,0.953505, 0.0248726,0.0216226,0.0464951
0.51,0 ,0.951472, 0.0248867,0.0236415,0.0485282
0.52,0 ,0.94911, 0.024901,0.0259888,0.0508898
0.53,0 ,0.946343, 0.0249153,0.0287421,0.0536574
0.54,0 ,0.943069, 0.0249297,0.0320014,0.0569311
0.55,0 ,0.939161, 0.0249442,0.035895,0.0608392
0.56,0 ,0.934455, 0.0249588,0.0405866,0.0655454
0.57,0 ,0.928746, 0.0249735,0.0462802,0.0712536
0.58,0 ,0.921793, 0.0249882,0.0532184,0.0782066
0.59,0 ,0.913329, 0.0250031,0.061668,0.086671
0.6,0 ,0.9031, 0.025018,0.071882,0.0969
0.61,0 ,0.890929, 0.025033,0.0840381,0.109071
0.62,0 ,0.876781, 0.0250481,0.0981714,0.123219
0.63,0 ,0.860798, 0.0250633,0.114138,0.139202
0.64,0 ,0.84328, 0.0250786,0.131641,0.15672
0.65,0 ,0.824607, 0.025094,0.150299,0.175393
0.66,0 ,0.805167, 0.0251094,0.169724,0.194833
0.67,0 ,0.7853, 0.025125,0.189575,0.2147
0.68,0 ,0.76528, 0.0251406,0.209579,0.23472
0.69,0 ,0.745316, 0.0251564,0.229528,0.254684
0.7,0 ,0.725558, 0.0251722,0.24927,0.274442
0.71,0 ,0.706111, 0.0251882,0.2687,0.293889
0.72,0 ,0.68705, 0.0252042,0.287746,0.31295
0.73,0 ,0.668422, 0.0252203,0.306357,0.331578
0.74,0 ,0.650258, 0.0252365,0.324506,0.349742
0.75,0 ,0.632574, 0.0252529,0.342173,0.367426
