Betamv, Betapv,V,Rs,Rv,P
0,0 ,0.76835, 0.123965,0.002,0.125965
0.01,0 ,0.766938, 0.125652,0.00332785,0.12898
0.02,0 ,0.765453, 0.127367,0.00472905,0.132096
0.03,0 ,0.763891, 0.129109,0.00620707,0.135316
0.04,0 ,0.762248, 0.130877,0.00776543,0.138643
0.05,0 ,0.76052, 0.132672,0.00940778,0.14208
0.06,0 ,0.758705, 0.134492,0.0111378,0.14563
0.07,0 ,0.756797, 0.136336,0.0129593,0.149296
0.08,0 ,0.754794, 0.138204,0.0148762,0.15308
0.09,0 ,0.752691, 0.140094,0.0168922,0.156986
0.1,0 ,0.750485, 0.142005,0.0190114,0.161016
0.11,0 ,0.748171, 0.143936,0.0212378,0.165174
0.12,0 ,0.745745, 0.145885,0.0235752,0.16946
0.13,0 ,0.743204, 0.147851,0.0260277,0.173879
0.14,0 ,0.740544, 0.149832,0.0285992,0.178431
0.15,0 ,0.73776, 0.151826,0.0312936,0.18312
0.16,0 ,0.734849, 0.153832,0.0341147,0.187947
0.17,0 ,0.731807, 0.155848,0.0370663,0.192914
0.18,0 ,0.728631, 0.15787,0.0401519,0.198022
0.19,0 ,0.725317, 0.159899,0.0433751,0.203274
0.2,0 ,0.721862, 0.16193,0.0467392,0.20867
0.21,0 ,0.718262, 0.163963,0.0502473,0.21421
0.22,0 ,0.714515, 0.165994,0.0539024,0.219897
0.23,0 ,0.710617, 0.168022,0.0577071,0.225729
0.24,0 ,0.706568, 0.170043,0.0616638,0.231707
0.25,0 ,0.702363, 0.172057,0.0657746,0.237831
0.26,0 ,0.698003, 0.174059,0.0700414,0.2441
0.27,0 ,0.693484, 0.176048,0.0744655,0.250514
0.28,0 ,0.688807, 0.178022,0.0790479,0.25707
0.29,0 ,0.683971, 0.179979,0.0837894,0.263768
0.3,0 ,0.678974, 0.181915,0.0886902,0.270605
0.31,0 ,0.673819, 0.183829,0.0937501,0.277579
0.32,0 ,0.668504, 0.185719,0.0989683,0.284687
0.33,0 ,0.663032, 0.187583,0.104344,0.291927
0.34,0 ,0.657403, 0.189419,0.109875,0.299294
0.35,0 ,0.651621, 0.191225,0.11556,0.306784
0.36,0 ,0.645687, 0.192999,0.121395,0.314394
0.37,0 ,0.639605, 0.194741,0.127378,0.322119
0.38,0 ,0.633379, 0.196448,0.133505,0.329953
0.39,0 ,0.627011, 0.19812,0.139772,0.337892
0.4,0 ,0.620509, 0.199755,0.146175,0.34593
0.41,0 ,0.613875, 0.201353,0.152707,0.35406
0.42,0 ,0.607116, 0.202913,0.159364,0.362277
0.43,0 ,0.600238, 0.204433,0.16614,0.370574
0.44,0 ,0.593246, 0.205915,0.173028,0.378944
0.45,0 ,0.586149, 0.207357,0.180022,0.387379
0.46,0 ,0.578952, 0.20876,0.187114,0.395874
0.47,0 ,0.571664, 0.210123,0.194297,0.40442
0.48,0 ,0.564291, 0.211447,0.201563,0.41301
