Betamv, Betapv,V,Rs,Rv,P
0,0 ,0.956588, 0.0414118,0.002,0.0434118
0.01,0 ,0.956571, 0.0414133,0.00201598,0.0434292
0.02,0 ,0.956553, 0.0414147,0.0020324,0.0434471
0.03,0 ,0.956535, 0.0414162,0.00204928,0.0434654
0.04,0 ,0.956516, 0.0414176,0.00206664,0.0434843
0.05,0 ,0.956496, 0.0414191,0.0020845,0.0435036
0.06,0 ,0.956476, 0.0414206,0.0021029,0.0435235
0.07,0 ,0.956456, 0.0414222,0.00212184,0.043544
0.08,0 ,0.956435, 0.0414237,0.00214137,0.0435651
0.09,0 ,0.956413, 0.0414253,0.00216152,0.0435868
0.1,0 ,0.956391, 0.0414269,0.00218231,0.0436092
0.11,0 ,0.956368, 0.0414285,0.00220378,0.0436323
0.12,0 ,0.956344, 0.0414302,0.00222597,0.0436561
0.13,0 ,0.956319, 0.0414318,0.00224892,0.0436808
0.14,0 ,0.956294, 0.0414335,0.00227267,0.0437062
0.15,0 ,0.956267, 0.0414353,0.00229727,0.0437325
0.16,0 ,0.95624, 0.041437,0.00232277,0.0437598
0.17,0 ,0.956212, 0.0414388,0.00234923,0.043788
0.18,0 ,0.956183, 0.0414406,0.00237671,0.0438173
0.19,0 ,0.956152, 0.0414424,0.00240526,0.0438477
0.2,0 ,0.956121, 0.0414443,0.00243498,0.0438792
0.21,0 ,0.956088, 0.0414461,0.00246592,0.0439121
0.22,0 ,0.956054, 0.041448,0.00249818,0.0439462
0.23,0 ,0.956018, 0.04145,0.00253185,0.0439818
0.24,0 ,0.955981, 0.041452,0.00256704,0.044019
0.25,0 ,0.955942, 0.041454,0.00260386,0.0440578
0.26,0 ,0.955902, 0.041456,0.00264243,0.0440984
0.27,0 ,0.955859, 0.0414581,0.0026829,0.044141
0.28,0 ,0.955814, 0.0414602,0.00272542,0.0441856
0.29,0 ,0.955768, 0.0414623,0.00277016,0.0442325
0.3,0 ,0.955718, 0.0414645,0.00281732,0.0442818
0.31,0 ,0.955666, 0.0414667,0.00286712,0.0443338
0.32,0 ,0.955611, 0.041469,0.0029198,0.0443888
0.33,0 ,0.955553, 0.0414713,0.00297564,0.0444469
0.34,0 ,0.955491, 0.0414736,0.00303496,0.0445086
0.35,0 ,0.955426, 0.041476,0.00309811,0.0445741
0.36,0 ,0.955356, 0.0414784,0.0031655,0.0446439
0.37,0 ,0.955281, 0.0414809,0.00323762,0.0447185
0.38,0 ,0.955202, 0.0414834,0.003315,0.0447984
0.39,0 ,0.955116, 0.041486,0.00339829,0.0448843
0.4,0 ,0.955023, 0.0414886,0.00348824,0.0449769
0.41,0 ,0.954923, 0.0414913,0.00358571,0.045077
0.42,0 ,0.954814, 0.041494,0.00369177,0.0451858
0.43,0 ,0.954696, 0.0414968,0.00380765,0.0453045
0.44,0 ,0.954565, 0.0414997,0.00393486,0.0454345
0.45,0 ,0.954422, 0.0415026,0.00407523,0.0455778
0.46,0 ,0.954263, 0.0415055,0.00423101,0.0457365
0.47,0 ,0.954086, 0.0415086,0.004405,0.0459136
0.48,0 ,0.953888, 0.0415117,0.00460072,0.0461124
0.49,0 ,0.953663, 0.0415148,0.00482265,0.0463375
0.5,0 ,0.953405, 0.0415181,0.00507661,0.0465947
0.51,0 ,0.953108, 0.0415214,0.00537027,0.0468916
0.52,0 ,0.952761, 0.0415248,0.00571391,0.0472387
0.53,0 ,0.95235, 0.0415283,0.0061217,0.04765
0.54,0 ,0.951855, 0.0415318,0.00661362,0.0481454
0.55,0 ,0.951246, 0.0415355,0.00721875,0.0487542
0.56,0 ,0.95048, 0.0415392,0.00798086,0.0495201
0.57,0 ,0.949488, 0.041543,0.00896871,0.0505117
0.58,0 ,0.948158, 0.041547,0.0102955,0.0518425
0.59,0 ,0.946291, 0.041551,0.0121582,0.0537092
0.6,0 ,0.943526, 0.0415551,0.0149186,0.0564738
0.61,0 ,0.939173, 0.0415594,0.0192676,0.060827
0.62,0 ,0.931969, 0.0415638,0.0264669,0.0680307
0.63,0 ,0.920186, 0.0415683,0.0382446,0.0798129
0.64,0 ,0.903044, 0.0415729,0.0553816,0.0969546
0.65,0 ,0.881939, 0.0415777,0.0764828,0.118061
0.66,0 ,0.858928, 0.0415826,0.0994891,0.141072
0.67,0 ,0.835342, 0.0415877,0.12307,0.164658
0.68,0 ,0.811852, 0.0415929,0.146555,0.188148
0.69,0 ,0.788781, 0.0415983,0.169621,0.211219
0.7,0 ,0.766282, 0.0416038,0.192114,0.233718
0.71,0 ,0.744429, 0.0416095,0.213961,0.255571
