Betamv, Betapv,V,Rs,Rv,P
0,0 ,0.78868, 0.025014,0.002,0.027014
0.01,0 ,0.788533, 0.0252099,0.00216374,0.0273737
0.02,0 ,0.788377, 0.0254137,0.00233665,0.0277504
0.03,0 ,0.788212, 0.025626,0.00251944,0.0281454
0.04,0 ,0.788036, 0.0258471,0.00271285,0.02856
0.05,0 ,0.78785, 0.0260779,0.00291773,0.0289956
0.06,0 ,0.787651, 0.0263189,0.00313501,0.0294539
0.07,0 ,0.78744, 0.0265709,0.00336569,0.0299366
0.08,0 ,0.787215, 0.0268347,0.00361092,0.0304456
0.09,0 ,0.786975, 0.0271112,0.00387194,0.0309831
0.1,0 ,0.786718, 0.0274014,0.00415013,0.0315515
0.11,0 ,0.786443, 0.0277063,0.00444706,0.0321534
0.12,0 ,0.786148, 0.0280272,0.00476443,0.0327916
0.13,0 ,0.785831, 0.0283654,0.00510419,0.0334696
0.14,0 ,0.785491, 0.0287224,0.00546849,0.0341909
0.15,0 ,0.785125, 0.0290998,0.00585977,0.0349595
0.16,0 ,0.784729, 0.0294994,0.00628077,0.0357802
0.17,0 ,0.784302, 0.0299234,0.00673459,0.036658
0.18,0 ,0.783839, 0.0303741,0.00722473,0.0375988
0.19,0 ,0.783336, 0.0308539,0.00775518,0.0386091
0.2,0 ,0.78279, 0.0313659,0.00833047,0.0396964
0.21,0 ,0.782194, 0.0319133,0.00895578,0.0408691
0.22,0 ,0.781544, 0.0324999,0.00963704,0.042137
0.23,0 ,0.780831, 0.0331298,0.010381,0.0435109
0.24,0 ,0.78005, 0.0338078,0.0111956,0.0450034
0.25,0 ,0.77919, 0.0345393,0.0120897,0.046629
0.26,0 ,0.778241, 0.0353303,0.0130737,0.048404
0.27,0 ,0.777191, 0.0361878,0.0141596,0.0503474
0.28,0 ,0.776027, 0.0371194,0.0153612,0.0524807
0.29,0 ,0.774732, 0.038134,0.0166946,0.0548286
0.3,0 ,0.773289, 0.0392413,0.018178,0.0574192
0.31,0 ,0.771676, 0.040452,0.0198325,0.0602845
0.32,0 ,0.769869, 0.0417781,0.0216823,0.0634604
0.33,0 ,0.767841, 0.0432323,0.0237547,0.0669871
0.34,0 ,0.765561, 0.0448282,0.0260802,0.0709084
0.35,0 ,0.762997, 0.0465795,0.0286926,0.0752721
0.36,0 ,0.760111, 0.0484997,0.0316282,0.0801279
0.37,0 ,0.756865, 0.0506012,0.0349255,0.0855266
0.38,0 ,0.75322, 0.0528941,0.0386232,0.0915173
0.39,0 ,0.749139, 0.0553851,0.0427591,0.0981442
0.4,0 ,0.744588, 0.0580763,0.0473673,0.105444
0.41,0 ,0.739539, 0.0609639,0.0524761,0.11344
0.42,0 ,0.733972, 0.0640379,0.0581052,0.122143
0.43,0 ,0.727877, 0.0672816,0.0642648,0.131546
0.44,0 ,0.721255, 0.0706727,0.0709538,0.141626
0.45,0 ,0.714118, 0.0741841,0.07816,0.152344
0.46,0 ,0.706489, 0.0777862,0.0858617,0.163648
0.47,0 ,0.698397, 0.0814479,0.0940286,0.175477
0.48,0 ,0.68988, 0.0851389,0.102624,0.187763
0.49,0 ,0.680978, 0.0888307,0.111609,0.200439
0.5,0 ,0.671733, 0.0924977,0.120939,0.213436
0.51,0 ,0.662189, 0.0961174,0.130572,0.226689
0.52,0 ,0.652389, 0.099671,0.140465,0.240136
0.53,0 ,0.642374, 0.103143,0.150578,0.253721
0.54,0 ,0.632183, 0.106522,0.160871,0.267393
0.55,0 ,0.621852, 0.109798,0.171308,0.281107
0.56,0 ,0.611416, 0.112965,0.181856,0.294821
0.57,0 ,0.600906, 0.116018,0.192482,0.308501
0.58,0 ,0.590352, 0.118955,0.203159,0.322114
0.59,0 ,0.57978, 0.121774,0.213861,0.335635
0.6,0 ,0.569213, 0.124476,0.224563,0.349039
0.61,0 ,0.558674, 0.127062,0.235244,0.362306
0.62,0 ,0.548182, 0.129533,0.245886,0.375419
0.63,0 ,0.537756, 0.131892,0.256471,0.388363
0.64,0 ,0.52741, 0.134143,0.266983,0.401126
0.65,0 ,0.51716, 0.136288,0.277409,0.413696
0.66,0 ,0.507019, 0.138331,0.287737,0.426067
0.67,0 ,0.496996, 0.140275,0.297956,0.438231
0.68,0 ,0.487104, 0.142125,0.308057,0.450182
0.69,0 ,0.47735, 0.143884,0.318032,0.461916
0.7,0 ,0.467743, 0.145556,0.327874,0.47343
0.71,0 ,0.458289, 0.147145,0.337578,0.484723
0.72,0 ,0.448995, 0.148654,0.347138,0.495792
0.73,0 ,0.439865, 0.150087,0.356551,0.506638
0.74,0 ,0.430906, 0.151447,0.365813,0.51726
0.75,0 ,0.422121, 0.152738,0.374922,0.52766
0.76,0 ,0.413513, 0.153963,0.383875,0.537839
0.77,0 ,0.405087, 0.155126,0.392672,0.547798
0.78,0 ,0.396844, 0.156229,0.401312,0.557541
0.79,0 ,0.388789, 0.157275,0.409794,0.567068
0.8,0 ,0.380923, 0.158267,0.418118,0.576384
0.81,0 ,0.373248, 0.159207,0.426284,0.585492
0.82,0 ,0.365768, 0.1601,0.434295,0.594394
0.83,0 ,0.358484, 0.160945,0.442149,0.603094
0.84,0 ,0.351398, 0.161748,0.449849,0.611596
0.85,0 ,0.344513, 0.162508,0.457395,0.619903
0.86,0 ,0.337829, 0.163229,0.46479,0.62802
0.87,0 ,0.33135, 0.163913,0.472036,0.635949
0.88,0 ,0.325076, 0.164562,0.479133,0.643696
0.89,0 ,0.319009, 0.165178,0.486085,0.651263
0.9,0 ,0.313149, 0.165762,0.492893,0.658655
0.91,0 ,0.307497, 0.166317,0.499559,0.665875
0.92,0 ,0.302051, 0.166843,0.506085,0.672928
0.93,0 ,0.29681, 0.167344,0.512474,0.679818
0.94,0 ,0.291769, 0.16782,0.518729,0.686548
0.95,0 ,0.286923, 0.168272,0.52485,0.693122
0.96,0 ,0.282263, 0.168703,0.530841,0.699544
0.97,0 ,0.277777, 0.169114,0.536704,0.705818
0.98,0 ,0.273451, 0.169505,0.542441,0.711946
0.99,0 ,0.269265, 0.169879,0.548054,0.717934
1,0 ,0.265197, 0.170237,0.553547,0.723783
0,0.01 ,0.788616, 0.0250807,0.00207521,0.0271559
0.01,0.01 ,0.788468, 0.0252765,0.00223889,0.0275154
0.02,0.01 ,0.788312, 0.0254802,0.00241174,0.0278919
0.03,0.01 ,0.788147, 0.0256922,0.00259446,0.0282867
0.04,0.01 ,0.787972, 0.0259132,0.00278779,0.028701
0.05,0.01 ,0.787785, 0.0261437,0.00299259,0.0291363
0.06,0.01 ,0.787587, 0.0263845,0.00320977,0.0295943
0.07,0.01 ,0.787376, 0.0266363,0.00344035,0.0300767
0.08,0.01 ,0.787151, 0.0268999,0.00368546,0.0305853
0.09,0.01 ,0.786911, 0.0271761,0.00394635,0.0311224
0.1,0.01 ,0.786654, 0.027466,0.00422441,0.0316904
0.11,0.01 ,0.786379, 0.0277706,0.00452117,0.0322918
