Betamv, Betapv,V,Rs,Rv,P
0,0 ,0.954401, 0.0435989,0.002,0.0455989
0.01,0 ,0.954021, 0.0436798,0.00229874,0.0459785
0.02,0 ,0.95363, 0.0437613,0.00260892,0.0463703
0.03,0 ,0.953225, 0.0438436,0.00293112,0.0467747
0.04,0 ,0.952808, 0.0439265,0.00326596,0.0471924
0.05,0 ,0.952376, 0.04401,0.0036141,0.0476241
0.06,0 ,0.951929, 0.0440943,0.00397622,0.0480705
0.07,0 ,0.951468, 0.0441793,0.00435308,0.0485323
0.08,0 ,0.95099, 0.0442649,0.00474548,0.0490104
0.09,0 ,0.950494, 0.0443513,0.00515427,0.0495055
0.1,0 ,0.949981, 0.0444383,0.00558037,0.0500187
0.11,0 ,0.949449, 0.0445261,0.00602476,0.0505509
0.12,0 ,0.948897, 0.0446147,0.0064885,0.0511032
0.13,0 ,0.948323, 0.0447039,0.00697272,0.0516766
0.14,0 ,0.947727, 0.0447939,0.00747865,0.0522726
0.15,0 ,0.947108, 0.0448847,0.00800759,0.0528923
0.16,0 ,0.946463, 0.0449762,0.00856098,0.0535372
0.17,0 ,0.945791, 0.0450685,0.00914035,0.0542088
0.18,0 ,0.945091, 0.0451615,0.00974735,0.0549089
0.19,0 ,0.944361, 0.0452553,0.0103838,0.0556391
0.2,0 ,0.943598, 0.0453499,0.0110516,0.0564015
0.21,0 ,0.942802, 0.0454454,0.0117529,0.0571983
0.22,0 ,0.941968, 0.0455416,0.01249,0.0580316
0.23,0 ,0.941096, 0.0456386,0.0132655,0.0589041
0.24,0 ,0.940182, 0.0457364,0.014082,0.0598184
0.25,0 ,0.939222, 0.0458351,0.0149425,0.0607776
0.26,0 ,0.938215, 0.0459346,0.0158504,0.061785
0.27,0 ,0.937156, 0.046035,0.0168091,0.0628441
0.28,0 ,0.936041, 0.0461362,0.0178227,0.0639589
0.29,0 ,0.934866, 0.0462382,0.0188955,0.0651337
0.3,0 ,0.933627, 0.0463411,0.0200322,0.0663734
0.31,0 ,0.932317, 0.0464449,0.0212382,0.0676831
0.32,0 ,0.930931, 0.0465496,0.0225192,0.0690687
0.33,0 ,0.929463, 0.0466551,0.0238816,0.0705367
0.34,0 ,0.927906, 0.0467616,0.0253327,0.0720943
0.35,0 ,0.926251, 0.0468689,0.0268803,0.0737493
0.36,0 ,0.924489, 0.0469772,0.0285334,0.0755105
0.37,0 ,0.922612, 0.0470863,0.0303016,0.077388
0.38,0 ,0.920608, 0.0471964,0.0321961,0.0793925
0.39,0 ,0.918464, 0.0473074,0.034229,0.0815364
0.4,0 ,0.916167, 0.0474194,0.036414,0.0838334
0.41,0 ,0.913701, 0.0475322,0.0387665,0.0862987
0.42,0 ,0.91105, 0.0476461,0.0413036,0.0889497
0.43,0 ,0.908195, 0.0477609,0.0440445,0.0918053
0.44,0 ,0.905113, 0.0478766,0.0470105,0.0948871
0.45,0 ,0.901781, 0.0479933,0.0502257,0.098219
0.46,0 ,0.898172, 0.048111,0.0537167,0.101828
0.47,0 ,0.894257, 0.0482297,0.0575129,0.105743
0.48,0 ,0.890004, 0.0483493,0.0616469,0.109996
0.49,0 ,0.885376, 0.0484699,0.0661545,0.114624
0.5,0 ,0.880334, 0.0485915,0.0710742,0.119666
0.51,0 ,0.874838, 0.0487142,0.0764475,0.125162
0.52,0 ,0.868844, 0.0488378,0.0823178,0.131156
0.53,0 ,0.862308, 0.0489624,0.0887297,0.137692
0.54,0 ,0.855184, 0.049088,0.0957276,0.144816
