Betamv, Betapv,V,Rs,Rv,P
0,0 ,0.778647, 0.0644223,0.002,0.0664223
0.01,0 ,0.778637, 0.0644231,0.00201537,0.0664385
0.02,0 ,0.778627, 0.064424,0.00203113,0.0664551
0.03,0 ,0.778617, 0.0644249,0.00204729,0.0664722
0.04,0 ,0.778607, 0.0644258,0.00206387,0.0664897
0.05,0 ,0.778596, 0.0644268,0.0020809,0.0665077
0.06,0 ,0.778585, 0.0644278,0.00209838,0.0665262
0.07,0 ,0.778573, 0.0644288,0.00211634,0.0665452
0.08,0 ,0.778561, 0.0644299,0.00213481,0.0665647
0.09,0 ,0.778549, 0.064431,0.00215379,0.0665848
0.1,0 ,0.778536, 0.0644322,0.00217333,0.0666055
0.11,0 ,0.778523, 0.0644334,0.00219344,0.0666269
0.12,0 ,0.778509, 0.0644347,0.00221415,0.0666488
0.13,0 ,0.778495, 0.064436,0.00223549,0.0666715
0.14,0 ,0.77848, 0.0644374,0.00225749,0.0666949
0.15,0 ,0.778464, 0.0644388,0.00228019,0.066719
0.16,0 ,0.778448, 0.0644403,0.00230363,0.0667439
0.17,0 ,0.778431, 0.0644418,0.00232783,0.0667697
0.18,0 ,0.778413, 0.0644434,0.00235285,0.0667963
0.19,0 ,0.778395, 0.0644451,0.00237872,0.0668238
0.2,0 ,0.778376, 0.0644469,0.0024055,0.0668524
0.21,0 ,0.778356, 0.0644487,0.00243323,0.0668819
0.22,0 ,0.778335, 0.0644506,0.00246198,0.0669126
0.23,0 ,0.778314, 0.0644526,0.0024918,0.0669444
0.24,0 ,0.778291, 0.0644547,0.00252276,0.0669775
0.25,0 ,0.778267, 0.0644569,0.00255492,0.0670118
0.26,0 ,0.778242, 0.0644592,0.00258837,0.0670476
0.27,0 ,0.778216, 0.0644616,0.00262319,0.0670848
0.28,0 ,0.778188, 0.0644641,0.00265947,0.0671236
0.29,0 ,0.778159, 0.0644668,0.00269731,0.0671641
0.3,0 ,0.778129, 0.0644696,0.00273681,0.0672064
0.31,0 ,0.778097, 0.0644725,0.00277811,0.0672506
0.32,0 ,0.778063, 0.0644756,0.00282132,0.0672969
0.33,0 ,0.778027, 0.0644788,0.00286659,0.0673454
0.34,0 ,0.77799, 0.0644823,0.00291409,0.0673963
0.35,0 ,0.777949, 0.0644859,0.00296399,0.0674499
0.36,0 ,0.777907, 0.0644897,0.00301648,0.0675062
0.37,0 ,0.777862, 0.0644938,0.00307179,0.0675656
0.38,0 ,0.777814, 0.0644981,0.00313015,0.0676282
