Betamv, Betapv,V,Rs,Rv,P
0,0 ,0.97074, 0.0272603,0.002,0.0292603
0.01,0 ,0.970422, 0.0273115,0.00226661,0.0295782
0.02,0 ,0.970094, 0.027363,0.00254308,0.0299061
0.03,0 ,0.969755, 0.0274148,0.00282991,0.0302447
0.04,0 ,0.969406, 0.0274668,0.00312762,0.0305944
0.05,0 ,0.969044, 0.0275191,0.00343679,0.0309559
0.06,0 ,0.96867, 0.0275716,0.00375802,0.0313297
0.07,0 ,0.968284, 0.0276245,0.00409195,0.0317164
0.08,0 ,0.967883, 0.0276776,0.00443928,0.0321169
0.09,0 ,0.967468, 0.027731,0.00480076,0.0325317
0.1,0 ,0.967038, 0.0277846,0.00517718,0.0329618
0.11,0 ,0.966592, 0.0278386,0.00556941,0.033408
0.12,0 ,0.966129, 0.0278928,0.00597836,0.0338712
0.13,0 ,0.965648, 0.0279473,0.00640503,0.0343524
0.14,0 ,0.965147, 0.0280021,0.0068505,0.0348526
0.15,0 ,0.964627, 0.0280572,0.00731592,0.0353731
0.16,0 ,0.964085, 0.0281126,0.00780255,0.0359151
0.17,0 ,0.96352, 0.0281683,0.00831175,0.03648
0.18,0 ,0.962931, 0.0282242,0.008845,0.0370692
0.19,0 ,0.962316, 0.0282805,0.00940389,0.0376844
0.2,0 ,0.961673, 0.028337,0.00999017,0.0383272
0.21,0 ,0.961, 0.0283939,0.0106057,0.0389996
0.22,0 ,0.960296, 0.028451,0.0112527,0.0397037
0.23,0 ,0.959558, 0.0285084,0.0119332,0.0404417
0.24,0 ,0.958784, 0.0285662,0.0126499,0.0412161
0.25,0 ,0.95797, 0.0286242,0.0134055,0.0420297
0.26,0 ,0.957115, 0.0286826,0.0142028,0.0428855
0.27,0 ,0.956213, 0.0287413,0.0150454,0.0437867
0.28,0 ,0.955263, 0.0288003,0.0159367,0.044737
0.29,0 ,0.95426, 0.0288595,0.0168809,0.0457404
0.3,0 ,0.953199, 0.0289191,0.0178823,0.0468015
0.31,0 ,0.952075, 0.0289791,0.0189461,0.0479251
0.32,0 ,0.950883, 0.0290393,0.0200776,0.0491169
0.33,0 ,0.949617, 0.0290999,0.0212831,0.0503829
0.34,0 ,0.94827, 0.0291607,0.0225694,0.0517301
0.35,0 ,0.946834, 0.0292219,0.0239443,0.0531663
0.36,0 ,0.9453, 0.0292834,0.0254165,0.0546999
0.37,0 ,0.943659, 0.0293453,0.0269957,0.056341
0.38,0 ,0.9419, 0.0294075,0.0286928,0.0581003
0.39,0 ,0.94001, 0.02947,0.0305204,0.0599904
0.4,0 ,0.937975, 0.0295328,0.0324926,0.0620254
0.41,0 ,0.935779, 0.029596,0.0346251,0.0642211
0.42,0 ,0.933404, 0.0296595,0.0369363,0.0665958
0.43,0 ,0.93083, 0.0297233,0.0394466,0.06917
0.44,0 ,0.928033, 0.0297875,0.0421796,0.0719671
0.45,0 ,0.924986, 0.029852,0.0451617,0.0750137
0.46,0 ,0.92166, 0.0299169,0.0484233,0.0783402
0.47,0 ,0.918019, 0.0299821,0.0519986,0.0819807
0.48,0 ,0.914026, 0.0300476,0.0559262,0.0859739
0.49,0 ,0.909637, 0.0301135,0.0602496,0.0903631
0.5,0 ,0.904803, 0.0301798,0.0650169,0.0951966
0.51,0 ,0.899473, 0.0302463,0.0702811,0.100527
0.52,0 ,0.893587, 0.0303133,0.0760997,0.106413
0.53,0 ,0.887086, 0.0303806,0.082533,0.112914
