Betamv, Betapv,V,Rs,Rv,P
0,0 ,0.990322, 0.00767813,0.002,0.00967813
0.01,0 ,0.990303, 0.00767906,0.00201787,0.00969694
0.02,0 ,0.990284, 0.00768001,0.00203629,0.0097163
0.03,0 ,0.990264, 0.00768096,0.00205529,0.00973625
0.04,0 ,0.990243, 0.00768191,0.0020749,0.00975681
0.05,0 ,0.990222, 0.00768288,0.00209514,0.00977802
0.06,0 ,0.9902, 0.00768385,0.00211605,0.00979991
0.07,0 ,0.990177, 0.00768483,0.00213768,0.00982251
0.08,0 ,0.990154, 0.00768582,0.00216005,0.00984587
0.09,0 ,0.99013, 0.00768682,0.00218321,0.00987002
0.1,0 ,0.990105, 0.00768782,0.0022072,0.00989502
0.11,0 ,0.990079, 0.00768884,0.00223208,0.00992092
0.12,0 ,0.990052, 0.00768986,0.0022579,0.00994775
0.13,0 ,0.990024, 0.00769089,0.00228471,0.0099756
0.14,0 ,0.989995, 0.00769193,0.00231258,0.0100045
0.15,0 ,0.989965, 0.00769298,0.00234157,0.0100345
0.16,0 ,0.989934, 0.00769403,0.00237176,0.0100658
0.17,0 ,0.989902, 0.0076951,0.00240324,0.0100983
0.18,0 ,0.989868, 0.00769617,0.00243608,0.0101322
0.19,0 ,0.989832, 0.00769726,0.00247038,0.0101676
0.2,0 ,0.989795, 0.00769835,0.00250625,0.0102046
0.21,0 ,0.989757, 0.00769946,0.00254381,0.0102433
0.22,0 ,0.989716, 0.00770057,0.00258318,0.0102838
0.23,0 ,0.989674, 0.00770169,0.00262451,0.0103262
0.24,0 ,0.989629, 0.00770283,0.00266795,0.0103708
0.25,0 ,0.989582, 0.00770397,0.00271367,0.0104176
0.26,0 ,0.989533, 0.00770512,0.00276188,0.010467
0.27,0 ,0.989481, 0.00770629,0.00281278,0.0105191
0.28,0 ,0.989426, 0.00770746,0.00286661,0.0105741
0.29,0 ,0.989368, 0.00770865,0.00292366,0.0106323
0.3,0 ,0.989306, 0.00770985,0.00298423,0.0106941
0.31,0 ,0.98924, 0.00771106,0.00304867,0.0107597
0.32,0 ,0.98917, 0.00771228,0.00311737,0.0108296
0.33,0 ,0.989096, 0.00771351,0.00319078,0.0109043
0.34,0 ,0.989016, 0.00771475,0.00326944,0.0109842
0.35,0 ,0.98893, 0.00771601,0.00335393,0.0110699
0.36,0 ,0.988838, 0.00771728,0.00344494,0.0111622
0.37,0 ,0.988738, 0.00771856,0.0035433,0.0112619
0.38,0 ,0.98863, 0.00771985,0.00364995,0.0113698
0.39,0 ,0.988513, 0.00772116,0.003766,0.0114872
0.4,0 ,0.988385, 0.00772248,0.00389278,0.0116153
