Betamv, Betapv,V,Rs,Rv,P
0,0 ,0.990635, 0.00736453,0.002,0.00936453
0.01,0 ,0.990617, 0.00736524,0.00201814,0.00938338
0.02,0 ,0.990597, 0.00736595,0.00203685,0.0094028
0.03,0 ,0.990577, 0.00736666,0.00205615,0.00942281
0.04,0 ,0.990557, 0.00736738,0.00207608,0.00944346
0.05,0 ,0.990535, 0.0073681,0.00209668,0.00946477
0.06,0 ,0.990513, 0.00736882,0.00211796,0.00948679
0.07,0 ,0.99049, 0.00736955,0.00213998,0.00950954
0.08,0 ,0.990467, 0.00737028,0.00216278,0.00953306
0.09,0 ,0.990443, 0.00737102,0.0021864,0.00955742
0.1,0 ,0.990417, 0.00737176,0.00221088,0.00958264
0.11,0 ,0.990391, 0.0073725,0.00223628,0.00960878
0.12,0 ,0.990364, 0.00737325,0.00226265,0.0096359
0.13,0 ,0.990336, 0.007374,0.00229006,0.00966406
0.14,0 ,0.990307, 0.00737476,0.00231857,0.00969333
0.15,0 ,0.990276, 0.00737552,0.00234825,0.00972377
0.16,0 ,0.990245, 0.00737628,0.00237918,0.00975546
0.17,0 ,0.990212, 0.00737705,0.00241144,0.00978849
0.18,0 ,0.990177, 0.00737782,0.00244512,0.00982294
0.19,0 ,0.990141, 0.0073786,0.00248033,0.00985893
0.2,0 ,0.990103, 0.00737938,0.00251718,0.00989656
0.21,0 ,0.990064, 0.00738016,0.00255579,0.00993595
0.22,0 ,0.990023, 0.00738095,0.00259629,0.00997724
0.23,0 ,0.989979, 0.00738174,0.00263883,0.0100206
0.24,0 ,0.989934, 0.00738254,0.00268358,0.0100661
0.25,0 ,0.989886, 0.00738334,0.00273072,0.0101141
0.26,0 ,0.989835, 0.00738414,0.00278045,0.0101646
0.27,0 ,0.989782, 0.00738495,0.00283301,0.010218
0.28,0 ,0.989726, 0.00738577,0.00288863,0.0102744
0.29,0 ,0.989666, 0.00738659,0.00294763,0.0103342
0.3,0 ,0.989602, 0.00738741,0.00301031,0.0103977
0.31,0 ,0.989535, 0.00738824,0.00307704,0.0104653
0.32,0 ,0.989463, 0.00738907,0.00314825,0.0105373
0.33,0 ,0.989386, 0.00738991,0.0032244,0.0106143
0.34,0 ,0.989303, 0.00739075,0.00330605,0.0106968
