Betamv, Betapv,V,Rs,Rv,P
0,0 ,0.978768, 0.0192321,0.002,0.0212321
0.01,0 ,0.978749, 0.0192328,0.00201799,0.0212508
0.02,0 ,0.97873, 0.0192335,0.00203654,0.02127
0.03,0 ,0.97871, 0.0192341,0.00205568,0.0212898
0.04,0 ,0.97869, 0.0192348,0.00207543,0.0213102
0.05,0 ,0.978669, 0.0192355,0.00209582,0.0213313
0.06,0 ,0.978647, 0.0192362,0.0021169,0.0213531
0.07,0 ,0.978624, 0.0192368,0.00213869,0.0213755
0.08,0 ,0.978601, 0.0192375,0.00216124,0.0213988
0.09,0 ,0.978577, 0.0192382,0.00218459,0.0214228
0.1,0 ,0.978552, 0.0192389,0.00220878,0.0214477
0.11,0 ,0.978527, 0.0192396,0.00223387,0.0214735
0.12,0 ,0.9785, 0.0192403,0.00225991,0.0215002
0.13,0 ,0.978472, 0.019241,0.00228695,0.021528
0.14,0 ,0.978443, 0.0192417,0.00231506,0.0215568
0.15,0 ,0.978413, 0.0192424,0.00234431,0.0215868
0.16,0 ,0.978382, 0.0192432,0.00237477,0.0216179
0.17,0 ,0.97835, 0.0192439,0.00240652,0.0216504
0.18,0 ,0.978316, 0.0192446,0.00243965,0.0216843
0.19,0 ,0.97828, 0.0192453,0.00247426,0.0217196
0.2,0 ,0.978243, 0.0192461,0.00251045,0.0217565
0.21,0 ,0.978205, 0.0192468,0.00254833,0.0217951
0.22,0 ,0.978164, 0.0192475,0.00258803,0.0218356
0.23,0 ,0.978122, 0.0192483,0.0026297,0.021878
0.24,0 ,0.978077, 0.019249,0.00267349,0.0219225
0.25,0 ,0.978031, 0.0192498,0.00271957,0.0219694
0.26,0 ,0.977981, 0.0192505,0.00276814,0.0220187
0.27,0 ,0.977929, 0.0192513,0.00281939,0.0220707
0.28,0 ,0.977874, 0.0192521,0.00287359,0.0221256
0.29,0 ,0.977816, 0.0192528,0.00293098,0.0221838
0.3,0 ,0.977755, 0.0192536,0.00299188,0.0222455
0.31,0 ,0.977689, 0.0192544,0.00305662,0.022311
0.32,0 ,0.977619, 0.0192552,0.0031256,0.0223808
0.33,0 ,0.977545, 0.0192559,0.00319924,0.0224552
0.34,0 ,0.977465, 0.0192567,0.00327805,0.0225348
0.35,0 ,0.97738, 0.0192575,0.00336261,0.0226201
0.36,0 ,0.977288, 0.0192583,0.00345358,0.0227119
0.37,0 ,0.977189, 0.0192591,0.00355175,0.0228109
0.38,0 ,0.977082, 0.0192599,0.003658,0.0229179
0.39,0 ,0.976966, 0.0192607,0.00377341,0.0230342
0.4,0 ,0.976839, 0.0192616,0.00389921,0.0231608
0.41,0 ,0.976701, 0.0192624,0.00403692,0.0232993
0.42,0 ,0.976548, 0.0192632,0.00418831,0.0234515
0.43,0 ,0.97638, 0.019264,0.00435556,0.0236196
0.44,0 ,0.976194, 0.0192649,0.00454131,0.0238062
0.45,0 ,0.975985, 0.0192657,0.00474883,0.0240145
0.46,0 ,0.975751, 0.0192666,0.0049822,0.0242488
0.47,0 ,0.975486, 0.0192674,0.00524659,0.024514
0.48,0 ,0.975183, 0.0192683,0.00554861,0.0248169
0.49,0 ,0.974834, 0.0192691,0.00589689,0.025166
0.5,0 ,0.974427, 0.01927,0.00630285,0.0255728
0.51,0 ,0.973947, 0.0192709,0.00678197,0.0260528
0.52,0 ,0.973373, 0.0192717,0.00735566,0.0266274
0.53,0 ,0.972673, 0.0192726,0.00805437,0.027327
0.54,0 ,0.971804, 0.0192735,0.00892272,0.0281962
0.55,0 ,0.970697, 0.0192744,0.0100284,0.0293028
0.56,0 ,0.969246, 0.0192753,0.0114782,0.0307535
0.57,0 ,0.967276, 0.0192762,0.0134483,0.0327245
0.58,0 ,0.964481, 0.0192771,0.0162418,0.0355189
0.59,0 ,0.960325, 0.019278,0.0203969,0.0396749
0.6,0 ,0.95387, 0.0192789,0.0268512,0.0461301
0.61,0 ,0.943728, 0.0192798,0.0369917,0.0562715
0.62,0 ,0.928716, 0.0192807,0.0520029,0.0712837
0.63,0 ,0.90913, 0.0192817,0.0715879,0.0908696
0.64,0 ,0.886618, 0.0192826,0.0940992,0.113382
0.65,0 ,0.86278, 0.0192836,0.117936,0.13722
0.66,0 ,0.838606, 0.0192845,0.142109,0.161394
0.67,0 ,0.814624, 0.0192855,0.16609,0.185376
0.68,0 ,0.791104, 0.0192864,0.189609,0.208896
0.69,0 ,0.768182, 0.0192874,0.21253,0.231818
0.7,0 ,0.745924, 0.0192884,0.234788,0.254076
0.71,0 ,0.724355, 0.0192893,0.256356,0.275645
0.72,0 ,0.703481, 0.0192903,0.277229,0.296519
