Betamv, Betapv,V,Rs,Rv,P
0,0 ,0.971195, 0.0268052,0.002,0.0288052
0.01,0 ,0.970792, 0.0268944,0.00231378,0.0292082
0.02,0 ,0.970376, 0.0269843,0.00263987,0.0296242
0.03,0 ,0.969946, 0.027075,0.00297891,0.030054
0.04,0 ,0.969502, 0.0271665,0.00333158,0.0304981
0.05,0 ,0.969043, 0.0272588,0.00369859,0.0309573
0.06,0 ,0.968567, 0.0273518,0.00408072,0.0314325
0.07,0 ,0.968076, 0.0274456,0.00447878,0.0319244
0.08,0 ,0.967566, 0.0275402,0.00489367,0.0324339
0.09,0 ,0.967038, 0.0276357,0.00532633,0.032962
0.1,0 ,0.96649, 0.0277319,0.00577777,0.0335097
0.11,0 ,0.965922, 0.027829,0.00624908,0.0340781
0.12,0 ,0.965332, 0.0279269,0.00674144,0.0346684
0.13,0 ,0.964718, 0.0280257,0.00725611,0.0352818
0.14,0 ,0.96408, 0.0281253,0.00779444,0.0359198
0.15,0 ,0.963416, 0.0282258,0.00835791,0.0365837
0.16,0 ,0.962725, 0.0283271,0.0089481,0.0372752
0.17,0 ,0.962004, 0.0284294,0.00956672,0.0379961
0.18,0 ,0.961252, 0.0285325,0.0102156,0.0387482
0.19,0 ,0.960467, 0.0286365,0.0108969,0.0395334
0.2,0 ,0.959646, 0.0287414,0.0116126,0.0403541
0.21,0 ,0.958787, 0.0288473,0.0123653,0.0412126
0.22,0 ,0.957889, 0.0289541,0.0131574,0.0421115
0.23,0 ,0.956946, 0.0290618,0.0139919,0.0430536
0.24,0 ,0.955958, 0.0291704,0.0148718,0.0440422
0.25,0 ,0.95492, 0.02928,0.0158005,0.0450805
0.26,0 ,0.953828, 0.0293906,0.0167817,0.0461723
0.27,0 ,0.952678, 0.0295021,0.0178196,0.0473217
0.28,0 ,0.951467, 0.0296146,0.0189186,0.0485332
0.29,0 ,0.950188, 0.0297281,0.0200837,0.0498118
0.3,0 ,0.948837, 0.0298426,0.0213203,0.0511629
0.31,0 ,0.947407, 0.0299581,0.0226346,0.0525926
0.32,0 ,0.945892, 0.0300746,0.0240331,0.0541077
0.33,0 ,0.944285, 0.0301921,0.0255234,0.0557155
0.34,0 ,0.942576, 0.0303106,0.0271136,0.0574243
0.35,0 ,0.940757, 0.0304302,0.0288131,0.0592433
0.36,0 ,0.938817, 0.0305509,0.0306319,0.0611828
0.37,0 ,0.936746, 0.0306726,0.0325816,0.0632542
0.38,0 ,0.93453, 0.0307953,0.034675,0.0654703
0.39,0 ,0.932155, 0.0309191,0.0369263,0.0678454
0.4,0 ,0.929605, 0.031044,0.0393515,0.0703955
0.41,0 ,0.926861, 0.03117,0.0419685,0.0731385
0.42,0 ,0.923906, 0.0312971,0.0447974,0.0760945
0.43,0 ,0.920714, 0.0314252,0.0478606,0.0792859
0.44,0 ,0.917262, 0.0315545,0.0511832,0.0827377
0.45,0 ,0.913522, 0.0316849,0.0547929,0.0864778
0.46,0 ,0.909463, 0.0318164,0.0587208,0.0905371
0.47,0 ,0.90505, 0.031949,0.0630009,0.0949498
0.48,0 ,0.900247, 0.0320827,0.0676706,0.0997533
0.49,0 ,0.895012, 0.0322176,0.0727705,0.104988
0.5,0 ,0.889303, 0.0323536,0.0783438,0.110697
0.51,0 ,0.883073, 0.0324908,0.084436,0.116927
0.52,0 ,0.876277, 0.0326291,0.0910938,0.123723
0.53,0 ,0.868868, 0.0327685,0.0983634,0.131132
0.54,0 ,0.860802, 0.0329091,0.106288,0.139198
0.55,0 ,0.852041, 0.0330509,0.114908,0.147959
0.56,0 ,0.842555, 0.0331938,0.124252,0.157445
0.57,0 ,0.832323, 0.0333379,0.13434,0.167677
0.58,0 ,0.82134, 0.0334831,0.145176,0.17866
0.59,0 ,0.80962, 0.0336295,0.156751,0.19038
0.6,0 ,0.79719, 0.0337771,0.169033,0.20281
0.61,0 ,0.784099, 0.0339258,0.181975,0.215901
0.62,0 ,0.77041, 0.0340758,0.195514,0.22959
0.63,0 ,0.756198, 0.0342268,0.209575,0.243802
0.64,0 ,0.741548, 0.0343791,0.224073,0.258452
0.65,0 ,0.726551, 0.0345325,0.238917,0.273449
0.66,0 ,0.711294, 0.0346871,0.254018,0.288706
0.67,0 ,0.695867, 0.0348428,0.269291,0.304133
0.68,0 ,0.680348, 0.0349997,0.284652,0.319652
0.69,0 ,0.664812, 0.0351578,0.30003,0.335188
0.7,0 ,0.649324, 0.035317,0.315358,0.350676
0.71,0 ,0.633941, 0.0354774,0.330582,0.366059
0.72,0 ,0.618709, 0.035639,0.345652,0.381291
0.73,0 ,0.60367, 0.0358016,0.360529,0.39633
0.74,0 ,0.588854, 0.0359655,0.37518,0.411146
0.75,0 ,0.57429, 0.0361304,0.38958,0.42571
0.76,0 ,0.559996, 0.0362965,0.403708,0.440004
0.77,0 ,0.545989, 0.0364637,0.417548,0.454011
0.78,0 ,0.532279, 0.036632,0.431089,0.467721
0.79,0 ,0.518876, 0.0368015,0.444323,0.481124
0.8,0 ,0.505782, 0.036972,0.457246,0.494218
0.81,0 ,0.493002, 0.0371437,0.469854,0.506998
0.82,0 ,0.480536, 0.0373164,0.482148,0.519464
0.83,0 ,0.468382, 0.0374903,0.494128,0.531618
0.84,0 ,0.456538, 0.0376652,0.505797,0.543462
0.85,0 ,0.445, 0.0378412,0.517159,0.555
0.86,0 ,0.433763, 0.0380182,0.528219,0.566237
0.87,0 ,0.422823, 0.0381963,0.53898,0.577177
0.88,0 ,0.412174, 0.0383754,0.54945,0.587826
0.89,0 ,0.40181, 0.0385556,0.559634,0.59819
0.9,0 ,0.391725, 0.0387368,0.569539,0.608275
0.91,0 ,0.381911, 0.038919,0.57917,0.618089
0.92,0 ,0.372362, 0.0391022,0.588535,0.627638
0.93,0 ,0.363072, 0.0392864,0.597641,0.636928
0.94,0 ,0.354034, 0.0394716,0.606494,0.645966
0.95,0 ,0.345241, 0.0396578,0.615101,0.654759
0.96,0 ,0.336686, 0.0398449,0.623469,0.663314
0.97,0 ,0.328362, 0.040033,0.631605,0.671638
0.98,0 ,0.320264, 0.040222,0.639514,0.679736
0.99,0 ,0.312384, 0.040412,0.647204,0.687616
1,0 ,0.304716, 0.0406029,0.654681,0.695284
0,0.01 ,0.971183, 0.0268058,0.00201138,0.0288172
0.01,0.01 ,0.97078, 0.026895,0.00232516,0.0292201
0.02,0.01 ,0.970364, 0.0269849,0.00265124,0.0296362
0.03,0.01 ,0.969934, 0.0270756,0.00299028,0.0300659
0.04,0.01 ,0.96949, 0.0271671,0.00334294,0.03051
0.05,0.01 ,0.969031, 0.0272593,0.00370994,0.0309693
0.06,0.01 ,0.968556, 0.0273524,0.00409206,0.0314444
0.07,0.01 ,0.968064, 0.0274462,0.00449012,0.0319363
0.08,0.01 ,0.967554, 0.0275408,0.004905,0.0324458
0.09,0.01 ,0.967026, 0.0276362,0.00533764,0.0329739
0.1,0.01 ,0.966478, 0.0277325,0.00578907,0.0335216
0.11,0.01 ,0.96591, 0.0278296,0.00626037,0.0340899
0.12,0.01 ,0.96532, 0.0279275,0.00675272,0.0346802
0.13,0.01 ,0.964706, 0.0280262,0.00726737,0.0352936
0.14,0.01 ,0.964068, 0.0281259,0.00780569,0.0359315
0.15,0.01 ,0.963405, 0.0282263,0.00836914,0.0365955
