Betamv, Betapv,V,Rs,Rv,P
0,0 ,0.770199, 0.121353,0.002,0.123353
0.01,0 ,0.768725, 0.123122,0.00338881,0.12651
0.02,0 ,0.767174, 0.124917,0.00485447,0.129772
0.03,0 ,0.765542, 0.12674,0.0064005,0.13314
0.04,0 ,0.763825, 0.128588,0.00803052,0.136619
0.05,0 ,0.76202, 0.130462,0.00974824,0.14021
0.06,0 ,0.760124, 0.13236,0.0115574,0.143918
0.07,0 ,0.758131, 0.134282,0.0134619,0.147744
0.08,0 ,0.756039, 0.136225,0.0154655,0.151691
0.09,0 ,0.753844, 0.138189,0.0175722,0.155761
0.1,0 ,0.751541, 0.140173,0.0197858,0.159959
0.11,0 ,0.749127, 0.142175,0.0221105,0.164285
0.12,0 ,0.746597, 0.144192,0.02455,0.168742
0.13,0 ,0.743948, 0.146225,0.0271084,0.173333
0.14,0 ,0.741176, 0.14827,0.0297894,0.17806
0.15,0 ,0.738277, 0.150327,0.0325969,0.182924
0.16,0 ,0.735248, 0.152392,0.0355346,0.187926
0.17,0 ,0.732084, 0.154464,0.0386061,0.19307
0.18,0 ,0.728783, 0.156541,0.0418149,0.198355
0.19,0 ,0.725341, 0.15862,0.0451642,0.203784
0.2,0 ,0.721754, 0.160699,0.0486573,0.209356
0.21,0 ,0.718021, 0.162776,0.0522969,0.215073
0.22,0 ,0.714138, 0.164849,0.0560859,0.220935
0.23,0 ,0.710102, 0.166915,0.0600266,0.226942
0.24,0 ,0.705913, 0.168972,0.0641212,0.233093
0.25,0 ,0.701567, 0.171017,0.0683714,0.239389
0.26,0 ,0.697064, 0.173049,0.0727788,0.245827
0.27,0 ,0.692402, 0.175064,0.0773444,0.252408
0.28,0 ,0.68758, 0.17706,0.082069,0.259129
0.29,0 ,0.682599, 0.179036,0.0869529,0.265988
0.3,0 ,0.677458, 0.180988,0.0919959,0.272984
0.31,0 ,0.672158, 0.182916,0.0971976,0.280114
0.32,0 ,0.6667, 0.184817,0.102557,0.287373
0.33,0 ,0.661086, 0.186688,0.108072,0.29476
0.34,0 ,0.655317, 0.18853,0.113741,0.302271
0.35,0 ,0.649396, 0.190339,0.119562,0.309901
0.36,0 ,0.643326, 0.192114,0.125531,0.317645
0.37,0 ,0.63711, 0.193854,0.131646,0.3255
0.38,0 ,0.630753, 0.195558,0.137901,0.333459
0.39,0 ,0.624258, 0.197224,0.144293,0.341518
0.4,0 ,0.617632, 0.198852,0.150817,0.34967
0.41,0 ,0.610878, 0.200442,0.157467,0.357909
0.42,0 ,0.604003, 0.201991,0.164238,0.366229
0.43,0 ,0.597013, 0.203501,0.171122,0.374624
0.44,0 ,0.589915, 0.204971,0.178114,0.383085
0.45,0 ,0.582716, 0.2064,0.185207,0.391607
0.46,0 ,0.575422, 0.207789,0.192393,0.400182
0.47,0 ,0.568042, 0.209138,0.199665,0.408803
0.48,0 ,0.560582, 0.210447,0.207015,0.417462
0.49,0 ,0.553052, 0.211716,0.214434,0.426151
0.5,0 ,0.545459, 0.212947,0.221916,0.434863
0.51,0 ,0.537812, 0.21414,0.22945,0.44359
0.52,0 ,0.530117, 0.215295,0.23703,0.452325
0.53,0 ,0.522385, 0.216414,0.244646,0.46106
0.54,0 ,0.514623, 0.217497,0.252291,0.469788
0.55,0 ,0.506839, 0.218546,0.259956,0.478502
0.56,0 ,0.499041, 0.219561,0.267632,0.487193
0.57,0 ,0.491238, 0.220544,0.275312,0.495856
0.58,0 ,0.483436, 0.221496,0.282988,0.504484
0.59,0 ,0.475644, 0.222417,0.290652,0.513069
0.6,0 ,0.467868, 0.22331,0.298297,0.521607
0.61,0 ,0.460115, 0.224175,0.305915,0.53009
0.62,0 ,0.452392, 0.225014,0.313499,0.538513
0.63,0 ,0.444706, 0.225828,0.321043,0.546871
0.64,0 ,0.437062, 0.226618,0.328541,0.555159
0.65,0 ,0.429465, 0.227385,0.335986,0.563371
0.66,0 ,0.421921, 0.228131,0.343373,0.571503
0.67,0 ,0.414434, 0.228856,0.350696,0.579552
0.68,0 ,0.407009, 0.229562,0.357951,0.587513
0.69,0 ,0.39965, 0.23025,0.365132,0.595382
0.7,0 ,0.39236, 0.230921,0.372236,0.603157
0.71,0 ,0.385142, 0.231576,0.379259,0.610835
0.72,0 ,0.377999, 0.232216,0.386197,0.618413
0.73,0 ,0.370933, 0.232841,0.393047,0.625888
0.74,0 ,0.363946, 0.233454,0.399805,0.633259
0.75,0 ,0.35704, 0.234054,0.40647,0.640524
0.76,0 ,0.350216, 0.234642,0.413038,0.647681
0.77,0 ,0.343476, 0.23522,0.419509,0.654729
0.78,0 ,0.336819, 0.235787,0.42588,0.661667
