e1,e2,V,Rs,Rv,P
0,0 ,0.844211, 0.108437,0.0473518,0.155789
0,0.01 ,0.845033, 0.10825,0.0467169,0.154967
0,0.02 ,0.845844, 0.108065,0.0460914,0.154156
0,0.03 ,0.846645, 0.107879,0.0454752,0.153355
0,0.04 ,0.847437, 0.107695,0.0448682,0.152563
0,0.05 ,0.848218, 0.107511,0.0442702,0.151782
0,0.06 ,0.84899, 0.107329,0.043681,0.15101
0,0.07 ,0.849753, 0.107147,0.0431006,0.150247
0,0.08 ,0.850506, 0.106965,0.0425287,0.149494
0,0.09 ,0.85125, 0.106785,0.0419652,0.14875
0,0.1 ,0.851985, 0.106605,0.0414101,0.148015
0,0.11 ,0.852711, 0.106426,0.0408632,0.147289
0,0.12 ,0.853428, 0.106247,0.0403242,0.146572
0,0.13 ,0.854137, 0.10607,0.0397932,0.145863
0,0.14 ,0.854837, 0.105893,0.03927,0.145163
0,0.15 ,0.855529, 0.105717,0.0387545,0.144471
0,0.16 ,0.856212, 0.105541,0.0382465,0.143788
0,0.17 ,0.856888, 0.105367,0.0377459,0.143112
0,0.18 ,0.857555, 0.105193,0.0372526,0.142445
0,0.19 ,0.858214, 0.105019,0.0367666,0.141786
0,0.2 ,0.858865, 0.104847,0.0362875,0.141135
0,0.21 ,0.859509, 0.104675,0.0358155,0.140491
0,0.22 ,0.860145, 0.104504,0.0353503,0.139855
0,0.23 ,0.860774, 0.104334,0.0348919,0.139226
0,0.24 ,0.861395, 0.104165,0.0344401,0.138605
0,0.25 ,0.862009, 0.103996,0.0339948,0.137991
0,0.26 ,0.862616, 0.103828,0.0335559,0.137384
0,0.27 ,0.863216, 0.10366,0.0331234,0.136784
0,0.28 ,0.863809, 0.103494,0.0326971,0.136191
0,0.29 ,0.864395, 0.103328,0.0322769,0.135605
0,0.3 ,0.864975, 0.103163,0.0318628,0.135025
0,0.31 ,0.865547, 0.102998,0.0314546,0.134453
0,0.32 ,0.866113, 0.102835,0.0310522,0.133887
0,0.33 ,0.866673, 0.102672,0.0306556,0.133327
0,0.34 ,0.867226, 0.102509,0.0302646,0.132774
0,0.35 ,0.867773, 0.102348,0.0298792,0.132227
0,0.36 ,0.868314, 0.102187,0.0294993,0.131686
0,0.37 ,0.868849, 0.102027,0.0291248,0.131151
0,0.38 ,0.869377, 0.101867,0.0287556,0.130623
0,0.39 ,0.8699, 0.101708,0.0283917,0.1301
0,0.4 ,0.870417, 0.10155,0.0280328,0.129583
0,0.41 ,0.870928, 0.101393,0.0276791,0.129072
0,0.42 ,0.871433, 0.101236,0.0273303,0.128567
0,0.43 ,0.871933, 0.10108,0.0269865,0.128067
0,0.44 ,0.872427, 0.100925,0.0266475,0.127573
0,0.45 ,0.872916, 0.100771,0.0263132,0.127084
0,0.46 ,0.8734, 0.100617,0.0259836,0.1266
0,0.47 ,0.873878, 0.100463,0.0256587,0.126122
0,0.48 ,0.874351, 0.100311,0.0253383,0.125649
0,0.49 ,0.874819, 0.100159,0.0250223,0.125181
0,0.5 ,0.875281, 0.100008,0.0247108,0.124719
0,0.51 ,0.875739, 0.0998575,0.0244036,0.124261
0,0.52 ,0.876192, 0.0997077,0.0241006,0.123808
0,0.53 ,0.87664, 0.0995586,0.0238019,0.12336
0,0.54 ,0.877083, 0.0994101,0.0235073,0.122917
0,0.55 ,0.877521, 0.0992623,0.0232168,0.122479
