e1,e2,V,Rs,Rv,P
0,0,0.0528623,0.270697,0.67644,0.947138
0,0.01,0.0530991,0.270398,0.676502,0.946901
0,0.02,0.0533249,0.270102,0.676573,0.946675
0,0.03,0.0535398,0.269808,0.676653,0.94646
0,0.04,0.0537439,0.269516,0.676741,0.946256
0,0.05,0.0539371,0.269226,0.676837,0.946063
0,0.06,0.0541198,0.268938,0.676942,0.94588
0,0.07,0.054292,0.268653,0.677055,0.945708
0,0.08,0.0544537,0.268371,0.677176,0.945546
0,0.09,0.0546053,0.26809,0.677304,0.945395
0,0.1,0.0547468,0.267813,0.677441,0.945253
0,0.11,0.0548785,0.267537,0.677585,0.945122
0,0.12,0.0550004,0.267264,0.677736,0.945
0,0.13,0.0551128,0.266993,0.677894,0.944887
0,0.14,0.055216,0.266725,0.678059,0.944784
0,0.15,0.05531,0.266459,0.678231,0.94469
0,0.16,0.0553952,0.266196,0.678409,0.944605
0,0.17,0.0554717,0.265935,0.678594,0.944528
0,0.18,0.0555397,0.265676,0.678784,0.94446
0,0.19,0.0555996,0.26542,0.678981,0.9444
0,0.2,0.0556515,0.265166,0.679182,0.944349
0,0.21,0.0556956,0.264915,0.679389,0.944304
0,0.22,0.0557322,0.264666,0.679602,0.944268
0,0.23,0.0557616,0.26442,0.679819,0.944238
0,0.24,0.055784,0.264176,0.68004,0.944216
0,0.25,0.0557995,0.263934,0.680266,0.9442
0,0.26,0.0558086,0.263695,0.680497,0.944191
0,0.27,0.0558113,0.263458,0.680731,0.944189
0,0.28,0.0558079,0.263224,0.680968,0.944192
0,0.29,0.0557987,0.262992,0.681209,0.944201
0,0.3,0.0557839,0.262762,0.681454,0.944216
0,0.31,0.0557638,0.262535,0.681701,0.944236
0,0.32,0.0557384,0.26231,0.681951,0.944262
0,0.33,0.0557082,0.262088,0.682204,0.944292
0,0.34,0.0556732,0.261867,0.682459,0.944327
0,0.35,0.0556338,0.26165,0.682717,0.944366
0,0.36,0.0555901,0.261434,0.682976,0.94441
0,0.37,0.0555423,0.261221,0.683237,0.944458
0,0.38,0.0554907,0.26101,0.683499,0.944509
0,0.39,0.0554354,0.260801,0.683763,0.944565
0,0.4,0.0553766,0.260595,0.684028,0.944623
0,0.41,0.0553146,0.260391,0.684295,0.944685
