e1,e2,V,Rs,Rv,P
0,0 ,0.0124064, 0.0023521,0.985242,0.987594
0,0.01 ,0.0132096, 0.00235209,0.984438,0.98679
0,0.02 ,0.0140474, 0.00235207,0.983601,0.985953
0,0.03 ,0.0149191, 0.00235206,0.982729,0.985081
0,0.04 ,0.0158236, 0.00235204,0.981824,0.984176
0,0.05 ,0.0167592, 0.00235202,0.980889,0.983241
0,0.06 ,0.017724, 0.00235201,0.979924,0.982276
0,0.07 ,0.0187154, 0.00235199,0.978933,0.981285
0,0.08 ,0.0197305, 0.00235198,0.977918,0.980269
0,0.09 ,0.0207657, 0.00235196,0.976882,0.979234
0,0.1 ,0.0218171, 0.00235195,0.975831,0.978183
0,0.11 ,0.02288, 0.00235193,0.974768,0.97712
0,0.12 ,0.0239495, 0.00235191,0.973699,0.97605
0,0.13 ,0.0250203, 0.0023519,0.972628,0.97498
0,0.14 ,0.0260867, 0.00235188,0.971561,0.973913
0,0.15 ,0.0271428, 0.00235187,0.970505,0.972857
0,0.16 ,0.0281825, 0.00235185,0.969466,0.971818
0,0.17 ,0.0291997, 0.00235184,0.968448,0.9708
0,0.18 ,0.0301887, 0.00235182,0.967459,0.969811
0,0.19 ,0.0311437, 0.0023518,0.966504,0.968856
0,0.2 ,0.0320596, 0.00235179,0.965589,0.96794
0,0.21 ,0.0329314, 0.00235177,0.964717,0.967069
0,0.22 ,0.0337551, 0.00235176,0.963893,0.966245
0,0.23 ,0.0345273, 0.00235174,0.963121,0.965473
0,0.24 ,0.0352453, 0.00235173,0.962403,0.964755
0,0.25 ,0.0359071, 0.00235171,0.961741,0.964093
0,0.26 ,0.0365116, 0.0023517,0.961137,0.963488
0,0.27 ,0.0370586, 0.00235168,0.96059,0.962941
0,0.28 ,0.0375485, 0.00235167,0.9601,0.962452
0,0.29 ,0.0379823, 0.00235165,0.959666,0.962018
0,0.3 ,0.0383617, 0.00235164,0.959287,0.961638
0,0.31 ,0.038689, 0.00235162,0.958959,0.961311
0,0.32 ,0.0389668, 0.00235161,0.958682,0.961033
0,0.33 ,0.0391979, 0.00235159,0.95845,0.960802
0,0.34 ,0.0393857, 0.00235158,0.958263,0.960614
0,0.35 ,0.0395335, 0.00235156,0.958115,0.960466
0,0.36 ,0.0396447, 0.00235155,0.958004,0.960355
0,0.37 ,0.0397226, 0.00235153,0.957926,0.960277
0,0.38 ,0.0397708, 0.00235152,0.957878,0.960229
0,0.39 ,0.0397924, 0.0023515,0.957856,0.960208
0,0.4 ,0.0397905, 0.00235149,0.957858,0.960209
0,0.41 ,0.0397682, 0.00235147,0.95788,0.960232
0,0.42 ,0.0397282, 0.00235146,0.95792,0.960272
0,0.43 ,0.0396732, 0.00235144,0.957975,0.960327
0,0.44 ,0.0396054, 0.00235143,0.958043,0.960395
0,0.45 ,0.039527, 0.00235141,0.958122,0.960473
0,0.46 ,0.03944, 0.0023514,0.958209,0.96056
0,0.47 ,0.0393462, 0.00235138,0.958302,0.960654
0,0.48 ,0.0392472, 0.00235137,0.958401,0.960753
0,0.49 ,0.0391442, 0.00235136,0.958504,0.960856
0,0.5 ,0.0390387, 0.00235134,0.95861,0.960961
0,0.51 ,0.0389316, 0.00235133,0.958717,0.961068
0,0.52 ,0.0388238, 0.00235131,0.958825,0.961176
0,0.53 ,0.0387163, 0.0023513,0.958932,0.961284
0,0.54 ,0.0386095, 0.00235128,0.959039,0.96139
0,0.55 ,0.0385043, 0.00235127,0.959144,0.961496
0,0.56 ,0.0384009, 0.00235125,0.959248,0.961599
0,0.57 ,0.0382999, 0.00235124,0.959349,0.9617
0,0.58 ,0.0382015, 0.00235123,0.959447,0.961798
0,0.59 ,0.0381061, 0.00235121,0.959543,0.961894
0,0.6 ,0.0380137, 0.0023512,0.959635,0.961986
0,0.61 ,0.0379246, 0.00235118,0.959724,0.962075
0,0.62 ,0.0378388, 0.00235117,0.95981,0.962161
0,0.63 ,0.0377564, 0.00235115,0.959892,0.962244
