e1,e2,V,Rs,Rv,P
0,0,0.0518096,0.253989,0.694202,0.94819
0,0.01,0.0517911,0.253963,0.694246,0.948209
0,0.02,0.0517726,0.253937,0.69429,0.948227
0,0.03,0.0517541,0.253911,0.694335,0.948246
0,0.04,0.0517357,0.253885,0.694379,0.948264
0,0.05,0.0517173,0.25386,0.694423,0.948283
0,0.06,0.0516989,0.253834,0.694467,0.948301
0,0.07,0.0516805,0.253808,0.694511,0.948319
0,0.08,0.0516622,0.253783,0.694555,0.948338
0,0.09,0.0516439,0.253757,0.694599,0.948356
0,0.1,0.0516256,0.253732,0.694643,0.948374
0,0.11,0.0516073,0.253706,0.694686,0.948393
0,0.12,0.0515891,0.253681,0.69473,0.948411
0,0.13,0.0515709,0.253656,0.694773,0.948429
0,0.14,0.0515527,0.25363,0.694817,0.948447
0,0.15,0.0515345,0.253605,0.69486,0.948465
0,0.16,0.0515164,0.25358,0.694903,0.948484
0,0.17,0.0514983,0.253555,0.694947,0.948502
0,0.18,0.0514803,0.25353,0.69499,0.94852
0,0.19,0.0514622,0.253505,0.695033,0.948538
0,0.2,0.0514442,0.25348,0.695075,0.948556
0,0.21,0.0514262,0.253456,0.695118,0.948574
0,0.22,0.0514083,0.253431,0.695161,0.948592
0,0.23,0.0513903,0.253406,0.695204,0.94861
0,0.24,0.0513724,0.253381,0.695246,0.948628
0,0.25,0.0513546,0.253357,0.695289,0.948645
0,0.26,0.0513367,0.253332,0.695331,0.948663
0,0.27,0.0513189,0.253308,0.695373,0.948681
0,0.28,0.0513011,0.253283,0.695415,0.948699
0,0.29,0.0512834,0.253259,0.695458,0.948717
0,0.3,0.0512657,0.253235,0.6955,0.948734
0,0.31,0.051248,0.253211,0.695541,0.948752
0,0.32,0.0512303,0.253186,0.695583,0.94877
0,0.33,0.0512127,0.253162,0.695625,0.948787
0,0.34,0.0511951,0.253138,0.695667,0.948805
0,0.35,0.0511775,0.253114,0.695708,0.948822
0,0.36,0.05116,0.25309,0.69575,0.94884
0,0.37,0.0511425,0.253066,0.695791,0.948858
0,0.38,0.051125,0.253042,0.695833,0.948875
0,0.39,0.0511076,0.253019,0.695874,0.948892
