e1,e2,V,Rs,Rv,P
0,0 ,0.134982, 0.00593156,0.859086,0.865018
0,0.01 ,0.139762, 0.00592576,0.854312,0.860238
0,0.02 ,0.144704, 0.00592002,0.849376,0.855296
0,0.03 ,0.149811, 0.00591435,0.844274,0.850189
0,0.04 ,0.155084, 0.00590873,0.839007,0.844916
0,0.05 ,0.160523, 0.00590317,0.833574,0.839477
0,0.06 ,0.166127, 0.00589766,0.827976,0.833873
0,0.07 ,0.171891, 0.00589221,0.822216,0.828109
0,0.08 ,0.177812, 0.00588682,0.816301,0.822188
0,0.09 ,0.183882, 0.00588149,0.810236,0.816118
0,0.1 ,0.19009, 0.00587621,0.804034,0.80991
0,0.11 ,0.196421, 0.00587098,0.797708,0.803579
0,0.12 ,0.20286, 0.00586581,0.791274,0.79714
0,0.13 ,0.209383, 0.00586069,0.784756,0.790617
0,0.14 ,0.215965, 0.00585562,0.778179,0.784035
0,0.15 ,0.222575, 0.00585061,0.771575,0.777425
0,0.16 ,0.229177, 0.00584564,0.764978,0.770823
0,0.17 ,0.235731, 0.00584073,0.758429,0.764269
0,0.18 ,0.242192, 0.00583587,0.751972,0.757808
0,0.19 ,0.248515, 0.00583105,0.745654,0.751485
0,0.2 ,0.254649, 0.00582629,0.739525,0.745351
0,0.21 ,0.260545, 0.00582157,0.733634,0.739455
0,0.22 ,0.266155, 0.0058169,0.728028,0.733845
0,0.23 ,0.271436, 0.00581227,0.722751,0.728564
0,0.24 ,0.27635, 0.00580769,0.717843,0.72365
0,0.25 ,0.280865, 0.00580316,0.713332,0.719135
0,0.26 ,0.284959, 0.00579867,0.709242,0.715041
0,0.27 ,0.288622, 0.00579423,0.705583,0.711378
0,0.28 ,0.291852, 0.00578983,0.702359,0.708148
0,0.29 ,0.294655, 0.00578547,0.69956,0.705345
0,0.3 ,0.297048, 0.00578116,0.697171,0.702952
0,0.31 ,0.299055, 0.00577689,0.695168,0.700945
0,0.32 ,0.300703, 0.00577265,0.693524,0.699297
0,0.33 ,0.302025, 0.00576846,0.692207,0.697975
0,0.34 ,0.303054, 0.00576431,0.691182,0.696946
0,0.35 ,0.303825, 0.0057602,0.690415,0.696175
0,0.36 ,0.304371, 0.00575613,0.689873,0.695629
0,0.37 ,0.304723, 0.0057521,0.689524,0.695277
0,0.38 ,0.304913, 0.00574811,0.689339,0.695087
0,0.39 ,0.304965, 0.00574415,0.689291,0.695035
0,0.4 ,0.304905, 0.00574023,0.689354,0.695095
0,0.41 ,0.304754, 0.00573635,0.689509,0.695246
0,0.42 ,0.304531, 0.0057325,0.689737,0.695469
0,0.43 ,0.304251, 0.00572869,0.69002,0.695749
0,0.44 ,0.303929, 0.00572491,0.690347,0.696071
0,0.45 ,0.303575, 0.00572117,0.690704,0.696425
0,0.46 ,0.3032, 0.00571747,0.691083,0.6968
0,0.47 ,0.302811, 0.00571379,0.691475,0.697189
0,0.48 ,0.302415, 0.00571015,0.691875,0.697585
0,0.49 ,0.302018, 0.00570654,0.692275,0.697982
0,0.5 ,0.301624, 0.00570297,0.692673,0.698376
0,0.51 ,0.301235, 0.00569943,0.693065,0.698765
0,0.52 ,0.300856, 0.00569592,0.693448,0.699144
0,0.53 ,0.300487, 0.00569244,0.693821,0.699513
0,0.54 ,0.30013, 0.00568899,0.694181,0.69987
0,0.55 ,0.299786, 0.00568557,0.694528,0.700214
0,0.56 ,0.299456, 0.00568218,0.694861,0.700544
0,0.57 ,0.299141, 0.00567882,0.69518,0.700859
0,0.58 ,0.29884, 0.00567549,0.695485,0.70116
0,0.59 ,0.298553, 0.00567219,0.695775,0.701447
0,0.6 ,0.29828, 0.00566891,0.696051,0.70172
0,0.61 ,0.298021, 0.00566567,0.696313,0.701979
0,0.62 ,0.297776, 0.00566245,0.696562,0.702224
0,0.63 ,0.297543, 0.00565926,0.696797,0.702457
0,0.64 ,0.297324, 0.0056561,0.69702,0.702676
0,0.65 ,0.297116, 0.00565296,0.697231,0.702884
0,0.66 ,0.296919, 0.00564985,0.697431,0.703081
0,0.67 ,0.296734, 0.00564676,0.697619,0.703266
0,0.68 ,0.296559, 0.0056437,0.697797,0.703441
0,0.69 ,0.296394, 0.00564067,0.697966,0.703606
0,0.7 ,0.296238, 0.00563766,0.698124,0.703762
0,0.71 ,0.296091, 0.00563468,0.698275,0.703909
0,0.72 ,0.295952, 0.00563172,0.698416,0.704048
0,0.73 ,0.295821, 0.00562878,0.69855,0.704179
0,0.74 ,0.295697, 0.00562587,0.698677,0.704303
0,0.75 ,0.295581, 0.00562298,0.698796,0.704419
0,0.76 ,0.29547, 0.00562011,0.69891,0.70453
0,0.77 ,0.295366, 0.00561727,0.699017,0.704634
0,0.78 ,0.295268, 0.00561445,0.699118,0.704732
0,0.79 ,0.295175, 0.00561165,0.699214,0.704825
0,0.8 ,0.295087, 0.00560887,0.699305,0.704913
0,0.81 ,0.295003, 0.00560612,0.699391,0.704997
0,0.82 ,0.294924, 0.00560338,0.699472,0.705076
0,0.83 ,0.29485, 0.00560067,0.69955,0.70515
0,0.84 ,0.294779, 0.00559798,0.699623,0.705221
0,0.85 ,0.294711, 0.00559531,0.699693,0.705289
0,0.86 ,0.294648, 0.00559266,0.69976,0.705352
0,0.87 ,0.294587, 0.00559003,0.699823,0.705413
0,0.88 ,0.29453, 0.00558742,0.699883,0.70547
0,0.89 ,0.294475, 0.00558483,0.69994,0.705525
0,0.9 ,0.294423, 0.00558226,0.699995,0.705577
0,0.91 ,0.294373, 0.00557971,0.700047,0.705627
0,0.92 ,0.294326, 0.00557717,0.700097,0.705674
0,0.93 ,0.294281, 0.00557466,0.700145,0.705719
0,0.94 ,0.294238, 0.00557217,0.70019,0.705762
0,0.95 ,0.294197, 0.00556969,0.700234,0.705803
0,0.96 ,0.294157, 0.00556723,0.700275,0.705843
0,0.97 ,0.29412, 0.00556479,0.700315,0.70588
0,0.98 ,0.294084, 0.00556237,0.700354,0.705916
0,0.99 ,0.29405, 0.00555996,0.70039,0.70595
0,1 ,0.294017, 0.00555757,0.700426,0.705983
0.01,0 ,0.134197, 0.00592717,0.859876,0.865803
0.01,0.01 ,0.138962, 0.00592136,0.855117,0.861038
0.01,0.02 ,0.143893, 0.00591562,0.850191,0.856107
0.01,0.03 ,0.148994, 0.00590994,0.845096,0.851006
0.01,0.04 ,0.154266, 0.00590432,0.839829,0.845734
0.01,0.05 ,0.159712, 0.00589875,0.834389,0.840288
0.01,0.06 ,0.165331, 0.00589325,0.828776,0.834669
0.01,0.07 ,0.171121, 0.00588779,0.822991,0.828879
0.01,0.08 ,0.177081, 0.0058824,0.817036,0.822919
0.01,0.09 ,0.183205, 0.00587706,0.810918,0.816795
0.01,0.1 ,0.189484, 0.00587178,0.804644,0.810516
0.01,0.11 ,0.195909, 0.00586655,0.798225,0.804091
0.01,0.12 ,0.202463, 0.00586137,0.791675,0.797537
0.01,0.13 ,0.20913, 0.00585625,0.785014,0.79087
0.01,0.14 ,0.215885, 0.00585118,0.778264,0.784115
0.01,0.15 ,0.222701, 0.00584616,0.771453,0.777299
0.01,0.16 ,0.229545, 0.0058412,0.764614,0.770455
0.01,0.17 ,0.236379, 0.00583628,0.757785,0.763621
0.01,0.18 ,0.243159, 0.00583141,0.75101,0.756841
0.01,0.19 ,0.249838, 0.00582659,0.744335,0.750162
0.01,0.2 ,0.256366, 0.00582183,0.737812,0.743634
0.01,0.21 ,0.262689, 0.00581711,0.731494,0.737311
0.01,0.22 ,0.268755, 0.00581243,0.725432,0.731245
0.01,0.23 ,0.274514, 0.0058078,0.719678,0.725486
0.01,0.24 ,0.279918, 0.00580322,0.714279,0.720082
0.01,0.25 ,0.284928, 0.00579869,0.709274,0.715072
0.01,0.26 ,0.289512, 0.0057942,0.704694,0.710488
0.01,0.27 ,0.29365, 0.00578975,0.700561,0.70635
0.01,0.28 ,0.297331, 0.00578535,0.696884,0.702669
0.01,0.29 ,0.300555, 0.00578099,0.693664,0.699445
0.01,0.3 ,0.303335, 0.00577667,0.690889,0.696665
0.01,0.31 ,0.305688, 0.0057724,0.688539,0.694312
0.01,0.32 ,0.307643, 0.00576817,0.686589,0.692357
0.01,0.33 ,0.30923, 0.00576397,0.685006,0.69077
0.01,0.34 ,0.310487, 0.00575982,0.683754,0.689513
0.01,0.35 ,0.311448, 0.00575571,0.682797,0.688552
0.01,0.36 ,0.31215, 0.00575164,0.682098,0.68785
0.01,0.37 ,0.31263, 0.0057476,0.681622,0.68737
0.01,0.38 ,0.31292, 0.00574361,0.681337,0.68708
0.01,0.39 ,0.313051, 0.00573965,0.68121,0.686949
0.01,0.4 ,0.31305, 0.00573573,0.681214,0.68695
0.01,0.41 ,0.312942, 0.00573184,0.681326,0.687058
0.01,0.42 ,0.312749, 0.005728,0.681523,0.687251
0.01,0.43 ,0.312488, 0.00572418,0.681788,0.687512
0.01,0.44 ,0.312176, 0.00572041,0.682104,0.687824
0.01,0.45 ,0.311826, 0.00571666,0.682457,0.688174
0.01,0.46 ,0.311449, 0.00571295,0.682838,0.688551
0.01,0.47 ,0.311055, 0.00570928,0.683235,0.688945
0.01,0.48 ,0.310651, 0.00570564,0.683643,0.689349
0.01,0.49 ,0.310244, 0.00570203,0.684054,0.689756
