e1,e2,V,Rs,Rv,P
0,0 ,0.133106, 0.00235081,0.864543,0.866894
0,0.01 ,0.137943, 0.0023508,0.859706,0.862057
0,0.02 ,0.142955, 0.00235079,0.854694,0.857045
0,0.03 ,0.148147, 0.00235078,0.849502,0.851853
0,0.04 ,0.153521, 0.00235077,0.844129,0.846479
0,0.05 ,0.159077, 0.00235076,0.838572,0.840923
0,0.06 ,0.164816, 0.00235076,0.832833,0.835184
0,0.07 ,0.170735, 0.00235075,0.826914,0.829265
0,0.08 ,0.176829, 0.00235074,0.82082,0.823171
0,0.09 ,0.183092, 0.00235073,0.814558,0.816908
0,0.1 ,0.189511, 0.00235072,0.808139,0.810489
0,0.11 ,0.196071, 0.00235072,0.801578,0.803929
0,0.12 ,0.202753, 0.00235071,0.794896,0.797247
0,0.13 ,0.209531, 0.0023507,0.788118,0.790469
0,0.14 ,0.216376, 0.00235069,0.781274,0.783624
0,0.15 ,0.223248, 0.00235068,0.774401,0.776752
0,0.16 ,0.230107, 0.00235068,0.767542,0.769893
0,0.17 ,0.236903, 0.00235067,0.760747,0.763097
0,0.18 ,0.243582, 0.00235066,0.754067,0.756418
0,0.19 ,0.250088, 0.00235065,0.747561,0.749912
0,0.2 ,0.256362, 0.00235064,0.741287,0.743638
0,0.21 ,0.262347, 0.00235064,0.735303,0.737653
0,0.22 ,0.267986, 0.00235063,0.729663,0.732014
0,0.23 ,0.273233, 0.00235062,0.724416,0.726767
0,0.24 ,0.278048, 0.00235061,0.719601,0.721952
0,0.25 ,0.282403, 0.0023506,0.715246,0.717597
0,0.26 ,0.286282, 0.0023506,0.711368,0.713718
0,0.27 ,0.289681, 0.00235059,0.707968,0.710319
0,0.28 ,0.292609, 0.00235058,0.70504,0.707391
0,0.29 ,0.295087, 0.00235057,0.702563,0.704913
0,0.3 ,0.297141, 0.00235056,0.700509,0.702859
0,0.31 ,0.298806, 0.00235056,0.698843,0.701194
0,0.32 ,0.300122, 0.00235055,0.697528,0.699878
0,0.33 ,0.301127, 0.00235054,0.696523,0.698873
0,0.34 ,0.301863, 0.00235053,0.695787,0.698137
0,0.35 ,0.302367, 0.00235053,0.695282,0.697633
0,0.36 ,0.302677, 0.00235052,0.694973,0.697323
0,0.37 ,0.302825, 0.00235051,0.694825,0.697175
0,0.38 ,0.30284, 0.0023505,0.694809,0.69716
0,0.39 ,0.30275, 0.00235049,0.694899,0.69725
0,0.4 ,0.302576, 0.00235049,0.695073,0.697424
0,0.41 ,0.302338, 0.00235048,0.695312,0.697662
0,0.42 ,0.302051, 0.00235047,0.695598,0.697949
0,0.43 ,0.30173, 0.00235046,0.695919,0.69827
0,0.44 ,0.301386, 0.00235045,0.696264,0.698614
0,0.45 ,0.301027, 0.00235045,0.696622,0.698973
0,0.46 ,0.300662, 0.00235044,0.696988,0.699338
0,0.47 ,0.300295, 0.00235043,0.697354,0.699705
0,0.48 ,0.299933, 0.00235042,0.697717,0.700067
0,0.49 ,0.299577, 0.00235042,0.698073,0.700423
0,0.5 ,0.299231, 0.00235041,0.698418,0.700769
0,0.51 ,0.298897, 0.0023504,0.698752,0.701103
0,0.52 ,0.298576, 0.00235039,0.699073,0.701424
0,0.53 ,0.298269, 0.00235039,0.69938,0.701731
0,0.54 ,0.297977, 0.00235038,0.699672,0.702023
0,0.55 ,0.2977, 0.00235037,0.69995,0.7023
0,0.56 ,0.297437, 0.00235036,0.700213,0.702563
0,0.57 ,0.297189, 0.00235035,0.700461,0.702811
0,0.58 ,0.296954, 0.00235035,0.700695,0.703046
0,0.59 ,0.296734, 0.00235034,0.700916,0.703266
0,0.6 ,0.296527, 0.00235033,0.701123,0.703473
0,0.61 ,0.296332, 0.00235032,0.701317,0.703668
0,0.62 ,0.29615, 0.00235032,0.7015,0.70385
0,0.63 ,0.295979, 0.00235031,0.701671,0.704021
0,0.64 ,0.295818, 0.0023503,0.701831,0.704182
0,0.65 ,0.295668, 0.00235029,0.701981,0.704332
0,0.66 ,0.295528, 0.00235029,0.702122,0.704472
0,0.67 ,0.295396, 0.00235028,0.702254,0.704604
0,0.68 ,0.295273, 0.00235027,0.702377,0.704727
0,0.69 ,0.295158, 0.00235026,0.702492,0.704842
0,0.7 ,0.29505, 0.00235026,0.7026,0.70495
0,0.71 ,0.294949, 0.00235025,0.702701,0.705051
