e1,e2,V,Rs,Rv,P
0,0,0.835257,0.114995,0.0497472,0.164743
0,0.01,0.836159,0.114771,0.0490702,0.163841
0,0.02,0.837049,0.114548,0.0484033,0.162951
0,0.03,0.837928,0.114325,0.0477464,0.162072
0,0.04,0.838797,0.114104,0.0470993,0.161203
0,0.05,0.839654,0.113884,0.0464618,0.160346
0,0.06,0.840501,0.113665,0.0458338,0.159499
0,0.07,0.841338,0.113447,0.0452151,0.158662
0,0.08,0.842164,0.11323,0.0446057,0.157836
0,0.09,0.842981,0.113014,0.0440053,0.157019
0,0.1,0.843787,0.112799,0.0434138,0.156213
0,0.11,0.844583,0.112585,0.0428311,0.155417
0,0.12,0.84537,0.112373,0.0422571,0.15463
0,0.13,0.846147,0.112161,0.0416915,0.153853
0,0.14,0.846915,0.11195,0.0411344,0.153085
0,0.15,0.847674,0.111741,0.0405854,0.152326
0,0.16,0.848423,0.111532,0.0400446,0.151577
0,0.17,0.849163,0.111325,0.0395118,0.150837
0,0.18,0.849895,0.111118,0.0389868,0.150105
0,0.19,0.850618,0.110913,0.0384696,0.149382
0,0.2,0.851332,0.110708,0.0379599,0.148668
0,0.21,0.852037,0.110505,0.0374578,0.147963
0,0.22,0.852734,0.110302,0.036963,0.147266
0,0.23,0.853423,0.110101,0.0364755,0.146577
0,0.24,0.854104,0.109901,0.0359952,0.145896
0,0.25,0.854777,0.109701,0.0355219,0.145223
0,0.26,0.855442,0.109503,0.0350555,0.144558
0,0.27,0.856099,0.109306,0.0345959,0.143901
0,0.28,0.856748,0.109109,0.034143,0.143252
0,0.29,0.85739,0.108914,0.0336967,0.14261
0,0.3,0.858024,0.108719,0.0332569,0.141976
0,0.31,0.858651,0.108526,0.0328235,0.141349
0,0.32,0.85927,0.108333,0.0323964,0.14073
0,0.33,0.859883,0.108142,0.0319755,0.140117
0,0.34,0.860488,0.107951,0.0315606,0.139512
0,0.35,0.861086,0.107762,0.0311518,0.138914
0,0.36,0.861678,0.107573,0.0307489,0.138322
0,0.37,0.862263,0.107385,0.0303518,0.137737
0,0.38,0.862841,0.107199,0.0299604,0.137159
0,0.39,0.863412,0.107013,0.0295747,0.136588
0,0.4,0.863977,0.106828,0.0291945,0.136023
0,0.41,0.864536,0.106644,0.0288197,0.135464
0,0.42,0.865088,0.106461,0.0284504,0.134912
0,0.43,0.865634,0.106279,0.0280863,0.134366
0,0.44,0.866174,0.106098,0.0277274,0.133826
0,0.45,0.866708,0.105918,0.0273736,0.133292
0,0.46,0.867236,0.105739,0.0270249,0.132764
0,0.47,0.867758,0.10556,0.0266812,0.132242
0,0.48,0.868275,0.105383,0.0263423,0.131725
0,0.49,0.868785,0.105206,0.0260083,0.131215
0,0.5,0.86929,0.105031,0.025679,0.13071
0,0.51,0.86979,0.104856,0.0253543,0.13021
0,0.52,0.870284,0.104682,0.0250343,0.129716
0,0.53,0.870772,0.104509,0.0247187,0.129228
0,0.54,0.871255,0.104337,0.0244077,0.128745
0,0.55,0.871733,0.104166,0.024101,0.128267
0,0.56,0.872206,0.103995,0.0237986,0.127794
0,0.57,0.872674,0.103826,0.0235005,0.127326
0,0.58,0.873136,0.103657,0.0232065,0.126864
0,0.59,0.873594,0.103489,0.0229167,0.126406
0,0.6,0.874047,0.103323,0.0226309,0.125953
0,0.61,0.874494,0.103156,0.0223491,0.125506
0,0.62,0.874938,0.102991,0.0220713,0.125062
0,0.63,0.875376,0.102827,0.0217973,0.124624
0,0.64,0.87581,0.102663,0.0215271,0.12419
0,0.65,0.876239,0.102501,0.0212607,0.123761
0,0.66,0.876663,0.102339,0.020998,0.123337
0,0.67,0.877083,0.102178,0.020739,0.122917
0,0.68,0.877499,0.102017,0.0204835,0.122501
0,0.69,0.877911,0.101858,0.0202316,0.122089
0,0.7,0.878318,0.101699,0.0199831,0.121682
0,0.71,0.878721,0.101541,0.0197381,0.121279
0,0.72,0.879119,0.101384,0.0194964,0.120881
0,0.73,0.879514,0.101228,0.0192581,0.120486
0,0.74,0.879904,0.101073,0.019023,0.120096
0,0.75,0.880291,0.100918,0.0187912,0.119709
0,0.76,0.880674,0.100764,0.0185625,0.119326
0,0.77,0.881052,0.100611,0.018337,0.118948
0,0.78,0.881427,0.100458,0.0181146,0.118573
0,0.79,0.881798,0.100307,0.0178951,0.118202
0,0.8,0.882165,0.100156,0.0176787,0.117835
0,0.81,0.882529,0.100006,0.0174653,0.117471
0,0.82,0.882889,0.0998567,0.0172547,0.117111
