e1,e2,V,Rs,Rv,P
0,0,0.121013,0.238739,0.640249,0.878987
0,0.01,0.124198,0.238003,0.637799,0.875802
0,0.02,0.127449,0.237264,0.635287,0.872551
0,0.03,0.130766,0.236523,0.632711,0.869234
0,0.04,0.134147,0.23578,0.630073,0.865853
0,0.05,0.137592,0.235034,0.627374,0.862408
0,0.06,0.1411,0.234286,0.624614,0.8589
0,0.07,0.144669,0.233536,0.621796,0.855331
0,0.08,0.148296,0.232784,0.61892,0.851704
0,0.09,0.151981,0.23203,0.615989,0.848019
0,0.1,0.15572,0.231275,0.613006,0.84428
0,0.11,0.15951,0.230518,0.609972,0.84049
0,0.12,0.163348,0.22976,0.606892,0.836652
0,0.13,0.167231,0.229001,0.603768,0.832769
0,0.14,0.171154,0.228241,0.600605,0.828846
0,0.15,0.175113,0.22748,0.597407,0.824887
0,0.16,0.179102,0.22672,0.594178,0.820898
0,0.17,0.183116,0.225959,0.590925,0.816884
0,0.18,0.187149,0.225198,0.587653,0.812851
0,0.19,0.191195,0.224438,0.584367,0.808805
0,0.2,0.195247,0.223678,0.581075,0.804753
0,0.21,0.199297,0.222919,0.577784,0.800703
0,0.22,0.203338,0.222162,0.5745,0.796662
0,0.23,0.207362,0.221406,0.571232,0.792638
0,0.24,0.211361,0.220652,0.567988,0.788639
0,0.25,0.215325,0.2199,0.564775,0.784675
0,0.26,0.219246,0.21915,0.561603,0.780754
0,0.27,0.223116,0.218404,0.55848,0.776884
0,0.28,0.226925,0.217661,0.555414,0.773075
0,0.29,0.230664,0.216921,0.552415,0.769336
0,0.3,0.234325,0.216186,0.54949,0.765675
0,0.31,0.237898,0.215454,0.546647,0.762102
0,0.32,0.241377,0.214727,0.543896,0.758623
0,0.33,0.244753,0.214005,0.541242,0.755247
0,0.34,0.248019,0.213289,0.538692,0.751981
0,0.35,0.251168,0.212578,0.536254,0.748832
0,0.36,0.254194,0.211873,0.533933,0.745806
0,0.37,0.257093,0.211174,0.531734,0.742907
0,0.38,0.259859,0.210481,0.52966,0.740141
0,0.39,0.262489,0.209796,0.527715,0.737511
0,0.4,0.26498,0.209118,0.525902,0.73502
0,0.41,0.267332,0.208447,0.524222,0.732668
0,0.42,0.269541,0.207783,0.522676,0.730459
0,0.43,0.271609,0.207128,0.521263,0.728391
0,0.44,0.273536,0.20648,0.519983,0.726464
0,0.45,0.275324,0.205841,0.518835,0.724676
0,0.46,0.276974,0.20521,0.517815,0.723026
0,0.47,0.27849,0.204588,0.516922,0.72151
0,0.48,0.279875,0.203974,0.51615,0.720125
0,0.49,0.281133,0.20337,0.515497,0.718867
0,0.5,0.282268,0.202774,0.514958,0.717732
0,0.51,0.283285,0.202187,0.514528,0.716715
0,0.52,0.284189,0.201609,0.514201,0.715811
0,0.53,0.284986,0.201041,0.513974,0.715014
0,0.54,0.28568,0.200481,0.513839,0.71432
0,0.55,0.286277,0.199931,0.513793,0.713723
0,0.56,0.286782,0.199389,0.513828,0.713218
0,0.57,0.287202,0.198857,0.513941,0.712798
0,0.58,0.287542,0.198334,0.514124,0.712458
0,0.59,0.287807,0.19782,0.514374,0.712193
0,0.6,0.288001,0.197315,0.514684,0.711999
0,0.61,0.288132,0.196819,0.51505,0.711868
0,0.62,0.288202,0.196331,0.515467,0.711798
0,0.63,0.288217,0.195853,0.51593,0.711783
0,0.64,0.288182,0.195383,0.516435,0.711818
0,0.65,0.288101,0.194921,0.516978,0.711899
0,0.66,0.287977,0.194468,0.517555,0.712023
