e1,e2,V,Rs,Rv,P
0,0,0.0111987,0.281135,0.707666,0.988801
0,0.01,0.0117202,0.28016,0.70812,0.98828
0,0.02,0.0122706,0.279174,0.708555,0.987729
0,0.03,0.0128516,0.278177,0.708971,0.987148
0,0.04,0.0134648,0.27717,0.709365,0.986535
0,0.05,0.014112,0.276151,0.709737,0.985888
0,0.06,0.0147949,0.275121,0.710084,0.985205
0,0.07,0.0155156,0.274079,0.710406,0.984484
0,0.08,0.0162761,0.273025,0.710699,0.983724
0,0.09,0.0170786,0.271959,0.710963,0.982921
0,0.1,0.0179253,0.27088,0.711194,0.982075
0,0.11,0.0188187,0.269789,0.711392,0.981181
0,0.12,0.0197614,0.268685,0.711554,0.980239
0,0.13,0.020756,0.267568,0.711676,0.979244
0,0.14,0.0218054,0.266437,0.711758,0.978195
0,0.15,0.0229127,0.265292,0.711796,0.977087
0,0.16,0.024081,0.264133,0.711786,0.975919
0,0.17,0.0253138,0.262959,0.711727,0.974686
0,0.18,0.0266145,0.26177,0.711615,0.973385
0,0.19,0.0279871,0.260567,0.711446,0.972013
0,0.2,0.0294355,0.259347,0.711217,0.970564
0,0.21,0.0309641,0.258112,0.710924,0.969036
0,0.22,0.0325773,0.25686,0.710563,0.967423
0,0.23,0.0342799,0.255592,0.710128,0.96572
0,0.24,0.036077,0.254306,0.709617,0.963923
0,0.25,0.0379742,0.253003,0.709023,0.962026
0,0.26,0.039977,0.251681,0.708342,0.960023
0,0.27,0.0420916,0.250341,0.707567,0.957908
0,0.28,0.0443246,0.248982,0.706693,0.955675
0,0.29,0.0466827,0.247604,0.705713,0.953317
0,0.3,0.0491735,0.246205,0.704621,0.950827
0,0.31,0.0518046,0.244786,0.703409,0.948195
0,0.32,0.0545846,0.243346,0.70207,0.945415
0,0.33,0.0575221,0.241884,0.700594,0.942478
0,0.34,0.0606268,0.240399,0.698974,0.939373
0,0.35,0.0639088,0.238892,0.697199,0.936091
0,0.36,0.0673788,0.237361,0.69526,0.932621
0,0.37,0.0710484,0.235806,0.693146,0.928952
0,0.38,0.07493,0.234225,0.690845,0.92507
0,0.39,0.0790366,0.232619,0.688344,0.920963
0,0.4,0.0833825,0.230986,0.685631,0.916618
0,0.41,0.0879826,0.229327,0.682691,0.912017
0,0.42,0.0928532,0.227638,0.679508,0.907147
0,0.43,0.0980114,0.225922,0.676067,0.901989
0,0.44,0.103476,0.224175,0.672349,0.896524
0,0.45,0.109266,0.222397,0.668336,0.890734
0,0.46,0.115404,0.220588,0.664008,0.884596
0,0.47,0.121912,0.218746,0.659342,0.878088
0,0.48,0.128815,0.216871,0.654315,0.871185
0,0.49,0.136137,0.21496,0.648902,0.863863
0,0.5,0.143909,0.213014,0.643077,0.856091
0,0.51,0.152159,0.211032,0.636809,0.847841
0,0.52,0.160919,0.209011,0.63007,0.839081
0,0.53,0.170224,0.206952,0.622824,0.829776
0,0.54,0.18011,0.204852,0.615038,0.81989
0,0.55,0.190616,0.202711,0.606673,0.809384
0,0.56,0.201783,0.200527,0.59769,0.798217
0,0.57,0.213653,0.198301,0.588046,0.786347
0,0.58,0.226273,0.196029,0.577697,0.773727
0,0.59,0.23969,0.193713,0.566597,0.76031
0,0.6,0.253953,0.19135,0.554697,0.746047
0,0.61,0.269111,0.18894,0.541949,0.730889
0,0.62,0.285214,0.186482,0.528304,0.714786
0,0.63,0.302311,0.183976,0.513713,0.697689
0,0.64,0.320448,0.181423,0.49813,0.679552
0,0.65,0.339663,0.178821,0.481516,0.660337
0,0.66,0.359989,0.176172,0.463838,0.640011
0,0.67,0.381444,0.173478,0.445078,0.618556
0,0.68,0.404028,0.170739,0.425233,0.595972
0,0.69,0.427714,0.16796,0.404326,0.572286
0,0.7,0.452446,0.165142,0.382412,0.547554
0,0.71,0.478122,0.162291,0.359586,0.521878
0,0.72,0.504593,0.159413,0.335994,0.495407
0,0.73,0.531652,0.156514,0.311834,0.468348
0,0.74,0.559034,0.153601,0.287365,0.440966
0,0.75,0.586417,0.150684,0.262898,0.413583
0,0.76,0.613444,0.147774,0.238783,0.386556
0,0.77,0.639738,0.144879,0.215382,0.360262
0,0.78,0.664944,0.142013,0.193044,0.335056
0,0.79,0.688752,0.139184,0.172064,0.311248
0,0.8,0.710932,0.136405,0.152663,0.289068
0,0.81,0.731343,0.133684,0.134973,0.268657
0,0.82,0.749933,0.131031,0.119036,0.250067
0,0.83,0.766726,0.128453,0.104821,0.233274
0,0.84,0.781807,0.125955,0.0922383,0.218193
0,0.85,0.795295,0.123541,0.081164,0.204705
0,0.86,0.80733,0.121215,0.0714549,0.19267
0,0.87,0.818059,0.118978,0.0629635,0.181941
0,0.88,0.827624,0.11683,0.0555464,0.172376
0,0.89,0.836159,0.114771,0.0490702,0.163841
0,0.9,0.843787,0.112799,0.0434138,0.156213
0,0.91,0.850618,0.110913,0.0384696,0.149382
0,0.92,0.856748,0.109109,0.034143,0.143252
0,0.93,0.862263,0.107385,0.0303518,0.137737
0,0.94,0.867236,0.105739,0.0270249,0.132764
0,0.95,0.871733,0.104166,0.024101,0.128267
0,0.96,0.87581,0.102663,0.0215271,0.12419
0,0.97,0.879514,0.101228,0.0192581,0.120486
0,0.98,0.882889,0.0998567,0.0172547,0.117111
0,0.99,0.88597,0.0985462,0.0154835,0.11403
0,1,0.888791,0.0972935,0.0139155,0.111209
0.01,0,0.0111944,0.281125,0.707681,0.988806
0.01,0.01,0.0117157,0.280149,0.708135,0.988284
0.01,0.02,0.012266,0.279163,0.708571,0.987734
0.01,0.03,0.0128468,0.278167,0.708987,0.987153
0.01,0.04,0.0134597,0.277159,0.709381,0.98654
0.01,0.05,0.0141067,0.27614,0.709753,0.985893
0.01,0.06,0.0147894,0.27511,0.710101,0.985211
0.01,0.07,0.0155098,0.274067,0.710423,0.98449
0.01,0.08,0.01627,0.273013,0.710717,0.98373
0.01,0.09,0.0170722,0.271947,0.710981,0.982928
0.01,0.1,0.0179186,0.270869,0.711213,0.982081
0.01,0.11,0.0188117,0.269777,0.711411,0.981188
0.01,0.12,0.0197541,0.268673,0.711573,0.980246
0.01,0.13,0.0207483,0.267555,0.711696,0.979252
0.01,0.14,0.0217974,0.266424,0.711778,0.978203
0.01,0.15,0.0229043,0.265279,0.711817,0.977096
0.01,0.16,0.0240722,0.26412,0.711808,0.975928
0.01,0.17,0.0253046,0.262946,0.711749,0.974695
0.01,0.18,0.0266049,0.261757,0.711638,0.973395
0.01,0.19,0.027977,0.260553,0.71147,0.972023
0.01,0.2,0.029425,0.259334,0.711241,0.970575
0.01,0.21,0.0309531,0.258098,0.710949,0.969047
0.01,0.22,0.0325657,0.256846,0.710588,0.967434
0.01,0.23,0.0342678,0.255578,0.710155,0.965732
0.01,0.24,0.0360644,0.254292,0.709644,0.963936
0.01,0.25,0.037961,0.252988,0.709051,0.962039
0.01,0.26,0.0399632,0.251666,0.70837,0.960037
0.01,0.27,0.0420772,0.250326,0.707597,0.957923
0.01,0.28,0.0443095,0.248967,0.706723,0.955691
0.01,0.29,0.046667,0.247588,0.705745,0.953333
0.01,0.3,0.049157,0.246189,0.704654,0.950843
0.01,0.31,0.0517874,0.24477,0.703443,0.948213
0.01,0.32,0.0545665,0.243329,0.702104,0.945433
0.01,0.33,0.0575033,0.241867,0.70063,0.942497
0.01,0.34,0.0606071,0.240382,0.699011,0.939393
0.01,0.35,0.0638882,0.238875,0.697237,0.936112
0.01,0.36,0.0673573,0.237343,0.6953,0.932643
0.01,0.37,0.0710259,0.235787,0.693187,0.928974
0.01,0.38,0.0749065,0.234207,0.690887,0.925094
0.01,0.39,0.0790121,0.2326,0.688388,0.920988
0.01,0.4,0.0833568,0.230967,0.685676,0.916643
0.01,0.41,0.0879558,0.229307,0.682737,0.912044
0.01,0.42,0.0928252,0.227619,0.679556,0.907175
0.01,0.43,0.0979823,0.225901,0.676117,0.902018
0.01,0.44,0.103445,0.224154,0.672401,0.896555
0.01,0.45,0.109235,0.222376,0.668389,0.890765
0.01,0.46,0.115371,0.220566,0.664063,0.884629
0.01,0.47,0.121878,0.218724,0.659398,0.878122
0.01,0.48,0.128778,0.216848,0.654374,0.871222
0.01,0.49,0.1361,0.214937,0.648963,0.8639
0.01,0.5,0.14387,0.212991,0.643139,0.85613
0.01,0.51,0.152118,0.211008,0.636874,0.847882
0.01,0.52,0.160877,0.208986,0.630137,0.839123
0.01,0.53,0.17018,0.206926,0.622894,0.82982
0.01,0.54,0.180065,0.204826,0.61511,0.819935
0.01,0.55,0.190569,0.202684,0.606747,0.809431
0.01,0.56,0.201734,0.2005,0.597766,0.798266
0.01,0.57,0.213603,0.198273,0.588125,0.786397
0.01,0.58,0.226221,0.196,0.577778,0.773779
0.01,0.59,0.239637,0.193683,0.56668,0.760363
0.01,0.6,0.253898,0.191319,0.554783,0.746102
0.01,0.61,0.269055,0.188908,0.542037,0.730945
0.01,0.62,0.285157,0.18645,0.528393,0.714843
0.01,0.63,0.302253,0.183943,0.513804,0.697747
0.01,0.64,0.320389,0.181388,0.498223,0.679611
0.01,0.65,0.339605,0.178785,0.481609,0.660395
0.01,0.66,0.359932,0.176136,0.463932,0.640068
0.01,0.67,0.381389,0.17344,0.445171,0.618611
0.01,0.68,0.403975,0.1707,0.425325,0.596025
0.01,0.69,0.427665,0.167919,0.404416,0.572335
0.01,0.7,0.452402,0.1651,0.382498,0.547598
0.01,0.71,0.478086,0.162248,0.359667,0.521914
