Betapv,Betamv,V,Rs,Rv,P
0,0 ,0.869656, 0.128344,0.002,0.130344
0,0.01 ,0.865399, 0.130189,0.00441179,0.134601
0,0.02 ,0.860779, 0.132105,0.00711623,0.139221
0,0.03 ,0.855757, 0.134093,0.0101504,0.144243
0,0.04 ,0.850289, 0.136155,0.0135564,0.149711
0,0.05 ,0.844326, 0.138293,0.0173816,0.155674
0,0.06 ,0.837813, 0.140507,0.0216794,0.162187
0,0.07 ,0.83069, 0.1428,0.0265096,0.16931
0,0.08 ,0.82289, 0.145171,0.0319387,0.17711
0,0.09 ,0.81434, 0.14762,0.0380403,0.18566
0,0.1 ,0.80496, 0.150145,0.0448947,0.19504
0,0.11 ,0.794666, 0.152746,0.0525882,0.205334
0,0.12 ,0.78337, 0.155418,0.0612116,0.21663
0,0.13 ,0.770982, 0.15816,0.0708578,0.229018
0,0.14 ,0.757417, 0.160965,0.0816175,0.242583
0,0.15 ,0.742597, 0.163828,0.0935743,0.257403
0,0.16 ,0.726461, 0.166743,0.106797,0.273539
0,0.17 ,0.708969, 0.1697,0.121331,0.291031
0,0.18 ,0.690119, 0.172691,0.13719,0.309881
0,0.19 ,0.669948, 0.175708,0.154345,0.330052
0,0.2 ,0.648541, 0.178739,0.17272,0.351459
0,0.21 ,0.626036, 0.181775,0.192189,0.373964
0,0.22 ,0.602616, 0.184807,0.212577,0.397384
0,0.23 ,0.578502, 0.187824,0.233674,0.421498
0,0.24 ,0.55394, 0.190819,0.255242,0.44606
0,0.25 ,0.529182, 0.193783,0.277035,0.470818
0,0.26 ,0.504474, 0.19671,0.298816,0.495526
0,0.27 ,0.480041, 0.199594,0.320365,0.519959
0,0.28 ,0.456074, 0.202431,0.341494,0.543926
0,0.29 ,0.432735, 0.205218,0.362047,0.567265
0,0.3 ,0.410147, 0.207951,0.381903,0.589853
0,0.31 ,0.388399, 0.210629,0.400972,0.611601
0,0.32 ,0.367551, 0.213251,0.419197,0.632449
0,0.33 ,0.34764, 0.215817,0.436542,0.65236
0,0.34 ,0.328679, 0.218327,0.452994,0.671321
0,0.35 ,0.310665, 0.220782,0.468553,0.689335
0,0.36 ,0.293585, 0.223182,0.483233,0.706415
0,0.37 ,0.277415, 0.225527,0.497058,0.722585
0,0.38 ,0.262123, 0.227821,0.510056,0.737877
0,0.39 ,0.247677, 0.230063,0.52226,0.752323
0,0.4 ,0.234038, 0.232256,0.533706,0.765962
0,0.41 ,0.221168, 0.2344,0.544432,0.778832
0,0.42 ,0.209028, 0.236497,0.554475,0.790972
0,0.43 ,0.197579, 0.23855,0.563872,0.802421
0,0.44 ,0.186782, 0.240558,0.572659,0.813218
0,0.45 ,0.176602, 0.242525,0.580873,0.823398
0,0.46 ,0.167003, 0.244451,0.588546,0.832997
0,0.47 ,0.157951, 0.246337,0.595712,0.842049
0,0.48 ,0.149414, 0.248185,0.602401,0.850586
0,0.49 ,0.141361, 0.249997,0.608642,0.858639
0,0.5 ,0.133764, 0.251773,0.614463,0.866236
0,0.51 ,0.126596, 0.253514,0.61989,0.873404
