Betapv,Betamv,V,Rs,Rv,P
0,0 ,0.994149, 0.00385095,0.002,0.00585095
0,0.01 ,0.994096, 0.00385219,0.00205178,0.00590397
0,0.02 ,0.99404, 0.00385343,0.00210612,0.00595955
0,0.03 ,0.993982, 0.00385469,0.00216323,0.00601792
0,0.04 ,0.993921, 0.00385595,0.00222331,0.00607926
0,0.05 ,0.993856, 0.00385722,0.00228661,0.00614383
0,0.06 ,0.993788, 0.0038585,0.00235338,0.00621189
0,0.07 ,0.993716, 0.0038598,0.00242393,0.00628373
0,0.08 ,0.99364, 0.0038611,0.00249858,0.00635967
0,0.09 ,0.99356, 0.00386241,0.00257769,0.00644009
0,0.1 ,0.993475, 0.00386373,0.00266167,0.0065254
0,0.11 ,0.993384, 0.00386506,0.002751,0.00661606
0,0.12 ,0.993287, 0.0038664,0.00284619,0.00671259
0,0.13 ,0.993184, 0.00386775,0.00294784,0.00681559
0,0.14 ,0.993074, 0.00386912,0.00305662,0.00692574
0,0.15 ,0.992956, 0.00387049,0.00317332,0.00704381
0,0.16 ,0.992829, 0.00387187,0.00329881,0.00717069
0,0.17 ,0.992693, 0.00387327,0.00343414,0.00730741
0,0.18 ,0.992545, 0.00387467,0.00358049,0.00745516
0,0.19 ,0.992385, 0.00387609,0.00373927,0.00761536
0,0.2 ,0.99221, 0.00387752,0.00391212,0.00778963
0,0.21 ,0.99202, 0.00387895,0.00410098,0.00797993
0,0.22 ,0.991811, 0.00388041,0.00430818,0.00818858
0,0.23 ,0.991582, 0.00388187,0.00453649,0.00841836
0,0.24 ,0.991327, 0.00388334,0.00478931,0.00867266
0,0.25 ,0.991044, 0.00388483,0.00507077,0.0089556
0,0.26 ,0.990728, 0.00388633,0.00538599,0.00927231
0,0.27 ,0.990371, 0.00388784,0.00574136,0.00962919
0,0.28 ,0.989966, 0.00388936,0.00614499,0.0100344
0,0.29 ,0.989502, 0.0038909,0.00660733,0.0104982
0,0.3 ,0.988966, 0.00389244,0.00714198,0.0110344
0,0.31 ,0.988339, 0.00389401,0.00776709,0.0116611
0,0.32 ,0.987597, 0.00389558,0.00850726,0.0124028
0,0.33 ,0.986706, 0.00389717,0.00939671,0.0132939
0,0.34 ,0.985617, 0.00389877,0.0104843,0.0143831
0,0.35 ,0.984258, 0.00390039,0.0118421,0.0157424
0,0.36 ,0.982518, 0.00390201,0.0135797,0.0174817
0,0.37 ,0.980225, 0.00390366,0.0158715,0.0197751
0,0.38 ,0.977089, 0.00390531,0.019006,0.0229113
0,0.39 ,0.972612, 0.00390699,0.0234811,0.0273881
0,0.4 ,0.965917, 0.00390867,0.0301742,0.0340829
0,0.41 ,0.955524, 0.00391037,0.0405659,0.0444763
0,0.42 ,0.939438, 0.00391209,0.0566497,0.0605618
0,0.43 ,0.916424, 0.00391382,0.0796625,0.0835763
0,0.44 ,0.887611, 0.00391557,0.108474,0.112389
0,0.45 ,0.855598, 0.00391733,0.140484,0.144402
0,0.46 ,0.822547, 0.00391911,0.173534,0.177453
0,0.47 ,0.789704, 0.00392091,0.206375,0.210296
0,0.48 ,0.757698, 0.00392272,0.238379,0.242302
0,0.49 ,0.726822, 0.00392455,0.269253,0.273178
0,0.5 ,0.697201, 0.00392639,0.298873,0.302799
0,0.51 ,0.668868, 0.00392825,0.327204,0.331132
0,0.52 ,0.641814, 0.00393013,0.354256,0.358186
0,0.53 ,0.616003, 0.00393203,0.380065,0.383997
0,0.54 ,0.591387, 0.00393394,0.404679,0.408613
0,0.55 ,0.567915, 0.00393588,0.428149,0.432085
0,0.56 ,0.545531, 0.00393783,0.450531,0.454469
0,0.57 ,0.52418, 0.0039398,0.471881,0.47582
0,0.58 ,0.503808, 0.00394179,0.492251,0.496192
0,0.59 ,0.484363, 0.0039438,0.511693,0.515637
0,0.6 ,0.465797, 0.00394582,0.530257,0.534203
0,0.61 ,0.448063, 0.00394787,0.547989,0.551937
0,0.62 ,0.431117, 0.00394994,0.564933,0.568883
0,0.63 ,0.414916, 0.00395203,0.581132,0.585084
0,0.64 ,0.399422, 0.00395414,0.596624,0.600578
0,0.65 ,0.384598, 0.00395627,0.611446,0.615402
0,0.66 ,0.370408, 0.00395842,0.625633,0.629592
0,0.67 ,0.356821, 0.00396059,0.639218,0.643179
0,0.68 ,0.343805, 0.00396278,0.652232,0.656195
0,0.69 ,0.331333, 0.003965,0.664702,0.668667
0,0.7 ,0.319375, 0.00396724,0.676657,0.680625
0,0.71 ,0.307908, 0.0039695,0.688122,0.692092
0,0.72 ,0.296908, 0.00397179,0.699121,0.703092
0,0.73 ,0.28635, 0.0039741,0.709676,0.71365
0,0.74 ,0.276215, 0.00397643,0.719809,0.723785
0,0.75 ,0.266482, 0.00397879,0.729539,0.733518
0,0.76 ,0.257132, 0.00398117,0.738887,0.742868
0,0.77 ,0.248147, 0.00398358,0.747869,0.751853
0,0.78 ,0.239511, 0.00398601,0.756503,0.760489
