Betapv,Betamv,V,Rs,Rv,P
0,0 ,0.94161, 0.0563899,0.002,0.0583899
0,0.01 ,0.941585, 0.0563927,0.00202202,0.0584147
0,0.02 ,0.94156, 0.0563955,0.00204488,0.0584404
0,0.03 ,0.941533, 0.0563984,0.00206862,0.058467
0,0.04 ,0.941505, 0.0564013,0.0020933,0.0584946
0,0.05 ,0.941477, 0.0564043,0.00211898,0.0585233
0,0.06 ,0.941447, 0.0564073,0.00214575,0.0585531
0,0.07 ,0.941416, 0.0564104,0.00217367,0.0585841
0,0.08 ,0.941384, 0.0564136,0.00220282,0.0586164
0,0.09 ,0.94135, 0.0564169,0.00223331,0.0586502
0,0.1 ,0.941315, 0.0564202,0.00226524,0.0586854
0,0.11 ,0.941278, 0.0564236,0.00229872,0.0587223
0,0.12 ,0.941239, 0.0564271,0.00233389,0.058761
0,0.13 ,0.941198, 0.0564307,0.00237088,0.0588015
0,0.14 ,0.941156, 0.0564343,0.00240987,0.0588442
0,0.15 ,0.941111, 0.0564381,0.00245102,0.0588891
0,0.16 ,0.941064, 0.0564419,0.00249457,0.0589365
0,0.17 ,0.941013, 0.0564458,0.00254073,0.0589866
0,0.18 ,0.94096, 0.0564499,0.00258978,0.0590397
0,0.19 ,0.940904, 0.056454,0.00264204,0.0590961
0,0.2 ,0.940844, 0.0564583,0.00269786,0.0591562
0,0.21 ,0.94078, 0.0564627,0.00275765,0.0592204
0,0.22 ,0.940711, 0.0564672,0.00282191,0.0592891
0,0.23 ,0.940637, 0.0564719,0.00289122,0.0593631
0,0.24 ,0.940557, 0.0564767,0.00296624,0.0594429
0,0.25 ,0.940471, 0.0564816,0.0030478,0.0595294
0,0.26 ,0.940376, 0.0564867,0.00313687,0.0596236
0,0.27 ,0.940273, 0.056492,0.00323466,0.0597266
0,0.28 ,0.94016, 0.0564974,0.00334263,0.0598401
0,0.29 ,0.940034, 0.0565031,0.0034626,0.0599657
0,0.3 ,0.939894, 0.0565089,0.0035969,0.0601058
0,0.31 ,0.939737, 0.056515,0.00374848,0.0602635
0,0.32 ,0.939558, 0.0565213,0.0039212,0.0604425
0,0.33 ,0.939352, 0.0565278,0.00412017,0.060648
0,0.34 ,0.939113, 0.0565346,0.00435235,0.0608869
0,0.35 ,0.938831, 0.0565417,0.0046274,0.0611691
0,0.36 ,0.938492, 0.056549,0.00495921,0.0615083
0,0.37 ,0.938075, 0.0565568,0.00536841,0.0619252
0,0.38 ,0.937548, 0.0565648,0.00588702,0.0624519
0,0.39 ,0.936859, 0.0565733,0.00656743,0.0631407
0,0.4 ,0.935917, 0.0565822,0.00750116,0.0640833
0,0.41 ,0.934547, 0.0565915,0.00886193,0.0654535
0,0.42 ,0.932382, 0.0566014,0.0110163,0.0676177
0,0.43 ,0.928548, 0.0566118,0.0148403,0.0714522
0,0.44 ,0.920759, 0.0566228,0.022618,0.0792408
0,0.45 ,0.904348, 0.0566346,0.0390161,0.0956507
0,0.46 ,0.877443, 0.0566471,0.0659088,0.122556
0,0.47 ,0.845382, 0.0566604,0.0979575,0.154618
0,0.48 ,0.812403, 0.0566747,0.130923,0.187597
0,0.49 ,0.780059, 0.05669,0.163251,0.219941
0,0.5 ,0.748874, 0.0567066,0.194419,0.251126
0,0.51 ,0.719011, 0.0567245,0.224264,0.280989
0,0.52 ,0.6905, 0.0567439,0.252756,0.3095
0,0.53 ,0.663315, 0.0567651,0.27992,0.336685
0,0.54 ,0.637407, 0.0567881,0.305804,0.362593
0,0.55 ,0.61272, 0.0568134,0.330467,0.38728
0,0.56 ,0.589191, 0.056841,0.353968,0.410809
0,0.57 ,0.566761, 0.0568713,0.376368,0.433239
0,0.58 ,0.54537, 0.0569044,0.397725,0.45463
0,0.59 ,0.524963, 0.0569407,0.418096,0.475037
0,0.6 ,0.505487, 0.0569803,0.437532,0.494513
0,0.61 ,0.486891, 0.0570236,0.456085,0.513109
0,0.62 ,0.469129, 0.0570708,0.4738,0.530871
0,0.63 ,0.452155, 0.057122,0.490723,0.547845
0,0.64 ,0.435928, 0.0571774,0.506894,0.564072
