Betapv,Betamv,V,Rs,Rv,P
0,0 ,0.993898, 0.00410229,0.002,0.00610229
0,0.01 ,0.993822, 0.00410521,0.00207309,0.00617829
0,0.02 ,0.993742, 0.00410814,0.00214986,0.006258
0,0.03 ,0.993658, 0.0041111,0.00223059,0.00634169
0,0.04 ,0.99357, 0.00411409,0.00231559,0.00642968
0,0.05 ,0.993478, 0.00411709,0.00240521,0.0065223
0,0.06 ,0.99338, 0.00412012,0.00249983,0.00661994
0,0.07 ,0.993277, 0.00412317,0.00259985,0.00672302
0,0.08 ,0.993168, 0.00412624,0.00270577,0.006832
0,0.09 ,0.993053, 0.00412933,0.00281809,0.00694742
0,0.1 ,0.99293, 0.00413245,0.00293741,0.00706986
0,0.11 ,0.9928, 0.0041356,0.0030644,0.0072
0,0.12 ,0.992661, 0.00413876,0.0031998,0.00733857
0,0.13 ,0.992514, 0.00414196,0.00334447,0.00748643
0,0.14 ,0.992355, 0.00414517,0.00349938,0.00764456
0,0.15 ,0.992186, 0.00414841,0.00366564,0.00781406
0,0.16 ,0.992004, 0.00415168,0.00384452,0.0079962
0,0.17 ,0.991808, 0.00415498,0.0040375,0.00819247
0,0.18 ,0.991595, 0.00415829,0.00424628,0.00840457
0,0.19 ,0.991366, 0.00416164,0.00447286,0.0086345
0,0.2 ,0.991115, 0.00416501,0.00471959,0.0088846
0,0.21 ,0.990842, 0.00416841,0.00498923,0.00915764
0,0.22 ,0.990543, 0.00417184,0.0052851,0.00945693
0,0.23 ,0.990214, 0.00417529,0.00561114,0.00978643
0,0.24 ,0.989849, 0.00417877,0.00597216,0.0101509
0,0.25 ,0.989444, 0.00418228,0.00637402,0.0105563
0,0.26 ,0.98899, 0.00418582,0.00682393,0.0110098
0,0.27 ,0.98848, 0.00418939,0.00733091,0.0115203
0,0.28 ,0.987901, 0.00419299,0.00790636,0.0120993
0,0.29 ,0.987239, 0.00419662,0.00856484,0.0127615
0,0.3 ,0.986474, 0.00420028,0.00932531,0.0135256
0,0.31 ,0.985583, 0.00420397,0.0102128,0.0144168
0,0.32 ,0.984531, 0.00420769,0.0112611,0.0154688
0,0.33 ,0.983272, 0.00421144,0.0125166,0.0167281
0,0.34 ,0.98174, 0.00421522,0.0140449,0.0182601
0,0.35 ,0.979841, 0.00421904,0.0159404,0.0201595
0,0.36 ,0.977433, 0.00422289,0.0183444,0.0225672
0,0.37 ,0.9743, 0.00422677,0.0214728,0.0256995
0,0.38 ,0.970103, 0.00423068,0.0256665,0.0298972
