Betapv,Betamv,V,Rs,Rv,P
0,0 ,0.995672, 0.00232834,0.002,0.00432834
0,0.01 ,0.995607, 0.00232867,0.0020643,0.00439297
0,0.02 ,0.995537, 0.002329,0.00213447,0.00446347
0,0.03 ,0.995459, 0.00232933,0.00221135,0.00454069
0,0.04 ,0.995374, 0.00232968,0.00229598,0.00462565
0,0.05 ,0.99528, 0.00233002,0.00238959,0.00471962
0,0.06 ,0.995176, 0.00233037,0.00249373,0.0048241
0,0.07 ,0.995059, 0.00233073,0.00261028,0.00494101
0,0.08 ,0.994927, 0.00233109,0.00274164,0.00507272
0,0.09 ,0.994778, 0.00233145,0.00289083,0.00522228
0,0.1 ,0.994606, 0.00233182,0.00306178,0.00539361
0,0.11 ,0.994408, 0.0023322,0.00325967,0.00559187
0,0.12 ,0.994176, 0.00233258,0.00349142,0.00582401
0,0.13 ,0.9939, 0.00233297,0.00376659,0.00609955
0,0.14 ,0.993568, 0.00233336,0.00409864,0.006432
0,0.15 ,0.993159, 0.00233376,0.00450724,0.006841
0,0.16 ,0.992644, 0.00233416,0.00502226,0.00735643
0,0.17 ,0.991974, 0.00233457,0.00569123,0.00802581
0,0.18 ,0.99107, 0.00233499,0.00659454,0.00892953
0,0.19 ,0.989786, 0.00233541,0.00787904,0.0102145
0,0.2 ,0.987822, 0.00233584,0.00984203,0.0121779
0,0.21 ,0.984489, 0.00233628,0.0131752,0.0155115
0,0.22 ,0.977847, 0.00233672,0.0198161,0.0221529
0,0.23 ,0.961512, 0.00233717,0.0361505,0.0384877
0,0.24 ,0.92185, 0.00233762,0.075812,0.0781496
0,0.25 ,0.862768, 0.00233809,0.134894,0.137232
0,0.26 ,0.800897, 0.00233856,0.196765,0.199103
0,0.27 ,0.742251, 0.00233904,0.25541,0.257749
0,0.28 ,0.688045, 0.00233953,0.309616,0.311955
0,0.29 ,0.638298, 0.00234002,0.359362,0.361702
0,0.3 ,0.592725, 0.00234053,0.404935,0.407275
0,0.31 ,0.550966, 0.00234104,0.446693,0.449034
0,0.32 ,0.512664, 0.00234156,0.484994,0.487336
0,0.33 ,0.477487, 0.00234209,0.520171,0.522513
0,0.34 ,0.445133, 0.00234263,0.552524,0.554867
0,0.35 ,0.415332, 0.00234318,0.582325,0.584668
0,0.36 ,0.387842, 0.00234374,0.609814,0.612158
0,0.37 ,0.362448, 0.00234431,0.635208,0.637552
0,0.38 ,0.338958, 0.00234489,0.658697,0.661042
0,0.39 ,0.317202, 0.00234549,0.680452,0.682798
0,0.4 ,0.297027, 0.00234609,0.700627,0.702973
0,0.41 ,0.278296, 0.0023467,0.719357,0.721704
0,0.42 ,0.260887, 0.00234733,0.736766,0.739113
0,0.43 ,0.244689, 0.00234797,0.752964,0.755311
0,0.44 ,0.229602, 0.00234862,0.768049,0.770398
0,0.45 ,0.215538, 0.00234928,0.782112,0.784462
0,0.46 ,0.202416, 0.00234996,0.795234,0.797584
0,0.47 ,0.190162, 0.00235065,0.807487,0.809838
0,0.48 ,0.17871, 0.00235135,0.818939,0.82129
0,0.49 ,0.167999, 0.00235207,0.829649,0.832001
0,0.5 ,0.157974, 0.0023528,0.839673,0.842026
0,0.51 ,0.148586, 0.00235355,0.849061,0.851414
0,0.52 ,0.139787, 0.00235432,0.857859,0.860213
0,0.53 ,0.131537, 0.0023551,0.866108,0.868463
0,0.54 ,0.123796, 0.0023559,0.873848,0.876204
0,0.55 ,0.11653, 0.00235671,0.881113,0.88347
0,0.56 ,0.109706, 0.00235754,0.887937,0.890294
0,0.57 ,0.103294, 0.0023584,0.894348,0.896706
0,0.58 ,0.0972665, 0.00235927,0.900374,0.902733
0,0.59 ,0.0915985, 0.00236015,0.906041,0.908401
0,0.6 ,0.0862664, 0.00236106,0.911372,0.913734
0,0.61 ,0.0812486, 0.00236199,0.916389,0.918751
0,0.62 ,0.0765248, 0.00236294,0.921112,0.923475
0,0.63 ,0.0720767, 0.00236392,0.925559,0.927923
0,0.64 ,0.0678869, 0.00236491,0.929748,0.932113
0,0.65 ,0.0639394, 0.00236593,0.933695,0.936061
0,0.66 ,0.0602193, 0.00236697,0.937414,0.939781
0,0.67 ,0.0567128, 0.00236803,0.940919,0.943287
0,0.68 ,0.053407, 0.00236912,0.944224,0.946593
0,0.69 ,0.0502899, 0.00237023,0.94734,0.94971
0,0.7 ,0.0473502, 0.00237137,0.950278,0.95265
0,0.71 ,0.0445774, 0.00237254,0.95305,0.955423
0,0.72 ,0.0419619, 0.00237373,0.955664,0.958038
0,0.73 ,0.0394944, 0.00237495,0.958131,0.960506
0,0.74 ,0.0371664, 0.00237619,0.960457,0.962834
0,0.75 ,0.0349698, 0.00237747,0.962653,0.96503
0,0.76 ,0.0328972, 0.00237877,0.964724,0.967103
