Betapv,Betamv,V,Rs,Rv,P
0,0 ,0.904933, 0.0930669,0.002,0.0950669
0,0.01 ,0.902098, 0.0943627,0.00353952,0.0979022
0,0.02 ,0.899129, 0.0956854,0.00518543,0.100871
0,0.03 ,0.89602, 0.0970352,0.00694516,0.10398
0,0.04 ,0.892761, 0.0984126,0.0088267,0.107239
0,0.05 ,0.889344, 0.0998176,0.0108386,0.110656
0,0.06 ,0.885759, 0.101251,0.0129899,0.114241
0,0.07 ,0.881998, 0.102712,0.0152904,0.118002
0,0.08 ,0.878048, 0.104201,0.0177504,0.121952
0,0.09 ,0.8739, 0.105719,0.020381,0.1261
0,0.1 ,0.86954, 0.107266,0.0231939,0.13046
0,0.11 ,0.864958, 0.10884,0.0262015,0.135042
0,0.12 ,0.86014, 0.110443,0.029417,0.13986
0,0.13 ,0.855072, 0.112074,0.0328542,0.144928
0,0.14 ,0.84974, 0.113733,0.0365276,0.15026
0,0.15 ,0.844129, 0.115419,0.0404524,0.155871
0,0.16 ,0.838224, 0.117131,0.0446443,0.161776
0,0.17 ,0.83201, 0.11887,0.0491197,0.16799
0,0.18 ,0.82547, 0.120635,0.0538953,0.17453
0,0.19 ,0.818588, 0.122424,0.0589879,0.181412
0,0.2 ,0.811349, 0.124236,0.0644146,0.188651
0,0.21 ,0.803736, 0.126071,0.0701924,0.196264
0,0.22 ,0.795734, 0.127928,0.0763375,0.204266
0,0.23 ,0.78733, 0.129804,0.0828658,0.21267
0,0.24 ,0.778509, 0.131699,0.0897917,0.221491
0,0.25 ,0.76926, 0.133611,0.0971281,0.23074
0,0.26 ,0.759576, 0.135539,0.104886,0.240424
0,0.27 ,0.749448, 0.137479,0.113073,0.250552
0,0.28 ,0.738873, 0.139431,0.121695,0.261127
0,0.29 ,0.727854, 0.141393,0.130754,0.272146
0,0.3 ,0.716393, 0.143362,0.140245,0.283607
0,0.31 ,0.704501, 0.145336,0.150163,0.295499
0,0.32 ,0.692192, 0.147314,0.160494,0.307808
0,0.33 ,0.679486, 0.149293,0.171221,0.320514
0,0.34 ,0.666407, 0.151271,0.182322,0.333593
0,0.35 ,0.652986, 0.153247,0.193768,0.347014
0,0.36 ,0.639256, 0.155217,0.205527,0.360744
0,0.37 ,0.625258, 0.15718,0.217562,0.374742
0,0.38 ,0.611032, 0.159134,0.229833,0.388968
0,0.39 ,0.596625, 0.161078,0.242297,0.403375
0,0.4 ,0.582081, 0.16301,0.254909,0.417919
0,0.41 ,0.567449, 0.164928,0.267623,0.432551
0,0.42 ,0.552775, 0.16683,0.280394,0.447225
0,0.43 ,0.538106, 0.168717,0.293178,0.461894
0,0.44 ,0.523484, 0.170586,0.30593,0.476516
