Betapv,Betamv,V,Rs,Rv,P
0,0 ,0.899715, 0.0982853,0.002,0.100285
0,0.01 ,0.896968, 0.0995375,0.00349413,0.103032
0,0.02 ,0.894093, 0.100816,0.00509081,0.105907
0,0.03 ,0.891082, 0.10212,0.00679723,0.108918
0,0.04 ,0.887927, 0.103452,0.00862105,0.112073
0,0.05 ,0.884619, 0.10481,0.0105705,0.115381
0,0.06 ,0.88115, 0.106196,0.0126543,0.11885
0,0.07 ,0.877509, 0.107609,0.014882,0.122491
0,0.08 ,0.873687, 0.10905,0.0172634,0.126313
0,0.09 ,0.869673, 0.110518,0.0198093,0.130327
0,0.1 ,0.865454, 0.112015,0.0225309,0.134546
0,0.11 ,0.861021, 0.113539,0.0254404,0.138979
0,0.12 ,0.856359, 0.115091,0.0285504,0.143641
0,0.13 ,0.851455, 0.116671,0.0318744,0.148545
0,0.14 ,0.846296, 0.118278,0.0354264,0.153704
0,0.15 ,0.840867, 0.119912,0.0392214,0.159133
0,0.16 ,0.835153, 0.121572,0.0432746,0.164847
0,0.17 ,0.829139, 0.123259,0.047602,0.170861
0,0.18 ,0.822809, 0.124971,0.0522201,0.177191
0,0.19 ,0.816146, 0.126708,0.0571456,0.183854
0,0.2 ,0.809136, 0.128469,0.0623953,0.190864
0,0.21 ,0.801762, 0.130252,0.0679862,0.198238
0,0.22 ,0.794008, 0.132057,0.0739346,0.205992
0,0.23 ,0.78586, 0.133883,0.0802566,0.21414
0,0.24 ,0.777305, 0.135728,0.086967,0.222695
0,0.25 ,0.76833, 0.13759,0.0940794,0.23167
0,0.26 ,0.758926, 0.139469,0.101605,0.241074
0,0.27 ,0.749084, 0.141362,0.109554,0.250916
0,0.28 ,0.7388, 0.143267,0.117933,0.2612
0,0.29 ,0.728074, 0.145183,0.126743,0.271926
0,0.3 ,0.716907, 0.147108,0.135985,0.283093
0,0.31 ,0.705308, 0.14904,0.145652,0.294692
0,0.32 ,0.693289, 0.150976,0.155735,0.306711
0,0.33 ,0.680867, 0.152915,0.166218,0.319133
0,0.34 ,0.668065, 0.154854,0.177081,0.331935
0,0.35 ,0.654911, 0.156792,0.188298,0.345089
0,0.36 ,0.641436, 0.158726,0.199839,0.358564
0,0.37 ,0.627677, 0.160655,0.211668,0.372323
0,0.38 ,0.613676, 0.162576,0.223748,0.386324
0,0.39 ,0.599475, 0.164489,0.236036,0.400525
0,0.4 ,0.58512, 0.166391,0.248489,0.41488
0,0.41 ,0.570658, 0.168281,0.261061,0.429342
0,0.42 ,0.556135, 0.170157,0.273709,0.443865
0,0.43 ,0.541597, 0.172018,0.286386,0.458403
0,0.44 ,0.527088, 0.173862,0.29905,0.472912
0,0.45 ,0.512651, 0.17569,0.311659,0.487349
0,0.46 ,0.498324, 0.1775,0.324177,0.501676
0,0.47 ,0.484143, 0.179291,0.336566,0.515857
0,0.48 ,0.470141, 0.181062,0.348797,0.529859
0,0.49 ,0.456346, 0.182813,0.360841,0.543654
0,0.5 ,0.442783, 0.184544,0.372673,0.557217
0,0.51 ,0.429473, 0.186254,0.384272,0.570527
0,0.52 ,0.416435, 0.187944,0.395621,0.583565
0,0.53 ,0.403682, 0.189612,0.406707,0.596318
0,0.54 ,0.391226, 0.191258,0.417516,0.608774
0,0.55 ,0.379075, 0.192884,0.428042,0.620925
0,0.56 ,0.367235, 0.194488,0.438277,0.632765
0,0.57 ,0.355711, 0.196071,0.448218,0.644289
0,0.58 ,0.344504, 0.197633,0.457863,0.655496
0,0.59 ,0.333614, 0.199174,0.467212,0.666386
0,0.6 ,0.32304, 0.200695,0.476265,0.67696
0,0.61 ,0.312779, 0.202195,0.485026,0.687221
0,0.62 ,0.302827, 0.203675,0.493498,0.697173
0,0.63 ,0.29318, 0.205135,0.501684,0.70682
