Betapv,Betamv,V,Rs,Rv,P
0,0 ,0.994883, 0.00311678,0.002,0.00511678
0,0.01 ,0.99483, 0.00311802,0.00205182,0.00516984
0,0.02 ,0.994775, 0.00311926,0.00210621,0.00522548
0,0.03 ,0.994716, 0.00312052,0.00216337,0.00528389
0,0.04 ,0.994655, 0.00312179,0.00222351,0.0053453
0,0.05 ,0.99459, 0.00312307,0.00228687,0.00540994
0,0.06 ,0.994522, 0.00312435,0.00235371,0.00547807
0,0.07 ,0.99445, 0.00312565,0.00242434,0.00554999
0,0.08 ,0.994374, 0.00312695,0.00249907,0.00562602
0,0.09 ,0.994293, 0.00312827,0.00257827,0.00570654
0,0.1 ,0.994208, 0.00312959,0.00266236,0.00579196
0,0.11 ,0.994117, 0.00313093,0.00275181,0.00588274
0,0.12 ,0.994021, 0.00313228,0.00284713,0.00597941
0,0.13 ,0.993917, 0.00313363,0.00294892,0.00608256
0,0.14 ,0.993807, 0.003135,0.00305787,0.00619287
0,0.15 ,0.993689, 0.00313638,0.00317475,0.00631113
0,0.16 ,0.993562, 0.00313776,0.00330046,0.00643822
0,0.17 ,0.993425, 0.00313916,0.00343602,0.00657518
0,0.18 ,0.993277, 0.00314057,0.00358265,0.00672322
0,0.19 ,0.993116, 0.00314199,0.00374174,0.00688373
0,0.2 ,0.992942, 0.00314343,0.00391494,0.00705837
0,0.21 ,0.992751, 0.00314487,0.00410422,0.00724909
0,0.22 ,0.992542, 0.00314633,0.0043119,0.00745823
0,0.23 ,0.992311, 0.00314779,0.00454079,0.00768858
0,0.24 ,0.992056, 0.00314927,0.00479428,0.00794355
0,0.25 ,0.991773, 0.00315076,0.00507653,0.0082273
0,0.26 ,0.991455, 0.00315227,0.0053927,0.00854497
0,0.27 ,0.991097, 0.00315378,0.00574923,0.00890301
0,0.28 ,0.99069, 0.00315531,0.00615429,0.0093096
0,0.29 ,0.990225, 0.00315685,0.00661838,0.00977523
0,0.3 ,0.989686, 0.00315841,0.00715525,0.0103137
0,0.31 ,0.989057, 0.00315997,0.00778318,0.0109431
0,0.32 ,0.988311, 0.00316155,0.00852702,0.0116886
0,0.33 ,0.987416, 0.00316315,0.00942135,0.0125845
0,0.34 ,0.98632, 0.00316475,0.0105156,0.0136804
