Betapv,Betamv,V,Rs,Rv,P
0,0 ,0.992254, 0.00574639,0.002,0.00774639
0,0.01 ,0.992178, 0.00574928,0.00207292,0.0078222
0,0.02 ,0.992098, 0.00575219,0.0021495,0.00790169
0,0.03 ,0.992015, 0.00575513,0.00223003,0.00798516
0,0.04 ,0.991927, 0.00575809,0.00231481,0.0080729
0,0.05 ,0.991835, 0.00576107,0.00240419,0.00816526
0,0.06 ,0.991737, 0.00576407,0.00249854,0.00826261
0,0.07 ,0.991635, 0.0057671,0.00259827,0.00836537
0,0.08 ,0.991526, 0.00577014,0.00270386,0.008474
0,0.09 ,0.991411, 0.00577321,0.00281582,0.00858904
0,0.1 ,0.991289, 0.00577631,0.00293475,0.00871106
0,0.11 ,0.991159, 0.00577943,0.0030613,0.00884073
0,0.12 ,0.991021, 0.00578257,0.00319622,0.00897879
0,0.13 ,0.990874, 0.00578573,0.00334035,0.00912609
0,0.14 ,0.990716, 0.00578892,0.00349466,0.00928358
0,0.15 ,0.990548, 0.00579214,0.00366023,0.00945237
0,0.16 ,0.990366, 0.00579538,0.00383835,0.00963373
0,0.17 ,0.990171, 0.00579864,0.00403046,0.00982911
0,0.18 ,0.98996, 0.00580194,0.00423826,0.0100402
0,0.19 ,0.989731, 0.00580525,0.00446373,0.010269
0,0.2 ,0.989482, 0.0058086,0.00470918,0.0105178
0,0.21 ,0.989211, 0.00581197,0.00497735,0.0107893
0,0.22 ,0.988913, 0.00581536,0.00527151,0.0110869
0,0.23 ,0.988586, 0.00581879,0.00559557,0.0114144
0,0.24 ,0.988223, 0.00582224,0.00595427,0.0117765
0,0.25 ,0.987821, 0.00582572,0.00635337,0.0121791
0,0.26 ,0.987371, 0.00582923,0.0068,0.0126292
0,0.27 ,0.986864, 0.00583277,0.00730305,0.0131358
0,0.28 ,0.98629, 0.00583634,0.0078737,0.01371
0,0.29 ,0.985634, 0.00583993,0.00852628,0.0143662
0,0.3 ,0.984877, 0.00584356,0.0092794,0.015123
0,0.31 ,0.983995, 0.00584722,0.0101576,0.0160048
0,0.32 ,0.982955, 0.00585091,0.011194,0.0170449
0,0.33 ,0.981712, 0.00585462,0.0124338,0.0182884
0,0.34 ,0.980201, 0.00585837,0.013941,0.0197994
0,0.35 ,0.97833, 0.00586216,0.0158077,0.0216698
0,0.36 ,0.975963, 0.00586597,0.0181707,0.0240366
0,0.37 ,0.972891, 0.00586982,0.0212393,0.0271091
0,0.38 ,0.968783, 0.0058737,0.0253429,0.0312166
0,0.39 ,0.963114, 0.00587762,0.0310084,0.0368861
0,0.4 ,0.955048, 0.00588156,0.0390701,0.0449517
0,0.41 ,0.943374, 0.00588555,0.0507402,0.0566258
0,0.42 ,0.926731, 0.00588957,0.0673789,0.0732685
0,0.43 ,0.904446, 0.00589362,0.0896606,0.0955542
0,0.44 ,0.87732, 0.00589771,0.116782,0.12268
0,0.45 ,0.847167, 0.00590184,0.146931,0.152833
0,0.46 ,0.815717, 0.005906,0.178377,0.184283
0,0.47 ,0.78414, 0.0059102,0.20995,0.21586
0,0.48 ,0.753113, 0.00591444,0.240972,0.246887
0,0.49 ,0.722999, 0.00591872,0.271082,0.277001
0,0.5 ,0.693977, 0.00592303,0.3001,0.306023
0,0.51 ,0.666123, 0.00592739,0.32795,0.333877
0,0.52 ,0.639457, 0.00593178,0.354612,0.360543
0,0.53 ,0.613964, 0.00593622,0.380099,0.386036
0,0.54 ,0.589614, 0.0059407,0.404445,0.410386
0,0.55 ,0.566365, 0.00594522,0.42769,0.433635
0,0.56 ,0.54417, 0.00594978,0.449881,0.45583
