Betapv,Betamv,V,Rs,Rv,P
0,0 ,0.982311, 0.0156891,0.002,0.0176891
0,0.01 ,0.981949, 0.0158366,0.00221426,0.0180509
0,0.02 ,0.981569, 0.0159884,0.00244277,0.0184312
0,0.03 ,0.981169, 0.0161447,0.00268676,0.0188314
0,0.04 ,0.980747, 0.0163056,0.00294758,0.0192532
0,0.05 ,0.980302, 0.0164714,0.00322674,0.0196981
0,0.06 ,0.979832, 0.0166423,0.00352593,0.0201682
0,0.07 ,0.979334, 0.0168185,0.00384701,0.0206655
0,0.08 ,0.978808, 0.0170003,0.00419208,0.0211924
0,0.09 ,0.978248, 0.017188,0.00456349,0.0217515
0,0.1 ,0.977654, 0.0173819,0.00496389,0.0223458
0,0.11 ,0.977022, 0.0175822,0.00539626,0.0229784
0,0.12 ,0.976347, 0.0177893,0.00586396,0.0236532
0,0.13 ,0.975626, 0.0180035,0.00637082,0.0243743
0,0.14 ,0.974854, 0.0182252,0.00692119,0.0251464
0,0.15 ,0.974025, 0.0184549,0.00752004,0.0259749
0,0.16 ,0.973134, 0.0186928,0.00817305,0.0268659
0,0.17 ,0.972174, 0.0189396,0.00888676,0.0278263
0,0.18 ,0.971136, 0.0191956,0.00966872,0.0288643
0,0.19 ,0.970011, 0.0194614,0.0105277,0.0299891
0,0.2 ,0.968789, 0.0197375,0.0114738,0.0312113
0,0.21 ,0.967456, 0.0200246,0.012519,0.0325436
0,0.22 ,0.966, 0.0203232,0.0136773,0.0340004
0,0.23 ,0.964401, 0.020634,0.014965,0.035599
0,0.24 ,0.96264, 0.0209579,0.0164017,0.0373596
0,0.25 ,0.960694, 0.0212954,0.0180108,0.0393062
0,0.26 ,0.958533, 0.0216476,0.0198198,0.0414674
0,0.27 ,0.956122, 0.0220152,0.0218625,0.0438776
0,0.28 ,0.953422, 0.0223992,0.024179,0.0465782
0,0.29 ,0.950381, 0.0228006,0.0268186,0.0496192
0,0.3 ,0.946939, 0.0232206,0.0298409,0.0530614
0,0.31 ,0.943021, 0.0236601,0.0333188,0.0569789
0,0.32 ,0.938538, 0.0241204,0.0373413,0.0614618
0,0.33 ,0.93338, 0.0246028,0.042017,0.0666199
0,0.34 ,0.927414, 0.0251086,0.0474771,0.0725857
0,0.35 ,0.920482, 0.0256391,0.0538784,0.0795175
0,0.36 ,0.9124, 0.0261957,0.0614039,0.0875997
0,0.37 ,0.902961, 0.0267798,0.0702595,0.0970393
0,0.38 ,0.891945, 0.0273928,0.0806625,0.108055
0,0.39 ,0.879144, 0.028036,0.09282,0.120856
0,0.4 ,0.864394, 0.0287106,0.106895,0.135606
0,0.41 ,0.847617, 0.0294179,0.122965,0.152383
0,0.42 ,0.828855, 0.0301589,0.140986,0.171145
0,0.43 ,0.808287, 0.0309343,0.160778,0.191713
0,0.44 ,0.786211, 0.0317447,0.182044,0.213789
0,0.45 ,0.762999, 0.0325905,0.204411,0.237001
0,0.46 ,0.739043, 0.0334716,0.227486,0.260957
0,0.47 ,0.71471, 0.0343877,0.250902,0.28529
0,0.48 ,0.690319, 0.0353384,0.274342,0.309681
0,0.49 ,0.666124, 0.0363228,0.297553,0.333876
0,0.5 ,0.64232, 0.0373398,0.320341,0.35768
0,0.51 ,0.619048, 0.038388,0.342564,0.380952
0,0.52 ,0.596408, 0.0394661,0.364125,0.403592
0,0.53 ,0.574466, 0.0405724,0.384962,0.425534
0,0.54 ,0.553258, 0.0417051,0.405037,0.446742
0,0.55 ,0.532806, 0.0428624,0.424331,0.467194
0,0.56 ,0.513115, 0.0440425,0.442843,0.486885
0,0.57 ,0.494179, 0.0452435,0.460578,0.505821
0,0.58 ,0.475986, 0.0464636,0.477551,0.524014
0,0.59 ,0.458518, 0.0477009,0.493781,0.541482
0,0.6 ,0.441755, 0.0489537,0.509291,0.558245
0,0.61 ,0.425673, 0.0502202,0.524107,0.574327
0,0.62 ,0.410248, 0.0514988,0.538253,0.589752
0,0.63 ,0.395454, 0.052788,0.551758,0.604546
0,0.64 ,0.381266, 0.0540862,0.564648,0.618734
0,0.65 ,0.367659, 0.055392,0.576949,0.632341
0,0.66 ,0.354607, 0.0567042,0.588688,0.645393
0,0.67 ,0.342088, 0.0580213,0.599891,0.657912
0,0.68 ,0.330077, 0.0593424,0.610581,0.669923
0,0.69 ,0.318552, 0.0606663,0.620782,0.681448
0,0.7 ,0.30749, 0.0619919,0.630518,0.69251
0,0.71 ,0.296872, 0.0633184,0.639809,0.703128
0,0.72 ,0.286678, 0.0646449,0.648677,0.713322
0,0.73 ,0.276888, 0.0659706,0.657142,0.723112
0,0.74 ,0.267484, 0.0672948,0.665222,0.732516
0,0.75 ,0.258448, 0.0686167,0.672935,0.741552
0,0.76 ,0.249765, 0.0699357,0.680299,0.750235
0,0.77 ,0.241419, 0.0712514,0.687329,0.758581
0,0.78 ,0.233395, 0.0725631,0.694042,0.766605
0,0.79 ,0.225678, 0.0738703,0.700452,0.774322
0,0.8 ,0.218255, 0.0751727,0.706572,0.781745
0,0.81 ,0.211114, 0.0764699,0.712417,0.788886
0,0.82 ,0.204241, 0.0777614,0.717998,0.795759
0,0.83 ,0.197626, 0.079047,0.723327,0.802374
0,0.84 ,0.191257, 0.0803264,0.728417,0.808743
0,0.85 ,0.185124, 0.0815993,0.733277,0.814876
0,0.86 ,0.179217, 0.0828654,0.737917,0.820783
0,0.87 ,0.173527, 0.0841246,0.742349,0.826473
0,0.88 ,0.168043, 0.0853767,0.74658,0.831957
0,0.89 ,0.162759, 0.0866215,0.75062,0.837241
0,0.9 ,0.157665, 0.0878588,0.754476,0.842335
0,0.91 ,0.152754, 0.0890886,0.758158,0.847246
0,0.92 ,0.148018, 0.0903107,0.761672,0.851982
0,0.93 ,0.14345, 0.091525,0.765025,0.85655
0,0.94 ,0.139044, 0.0927314,0.768225,0.860956
0,0.95 ,0.134792, 0.0939299,0.771278,0.865208
0,0.96 ,0.13069, 0.0951205,0.77419,0.86931
0,0.97 ,0.126731, 0.096303,0.776966,0.873269
0,0.98 ,0.122909, 0.0974774,0.779614,0.877091
0,0.99 ,0.119219, 0.0986438,0.782138,0.880781
0,1 ,0.115656, 0.0998021,0.784542,0.884344
0.01,0 ,0.982299, 0.0156906,0.00201083,0.0177014
0.01,0.01 ,0.981937, 0.0158381,0.00222508,0.0180632
0.01,0.02 ,0.981557, 0.0159899,0.00245359,0.0184435
0.01,0.03 ,0.981156, 0.0161462,0.00269757,0.0188437
0.01,0.04 ,0.980735, 0.0163071,0.00295839,0.0192655
0.01,0.05 ,0.98029, 0.0164729,0.00323755,0.0197104
0.01,0.06 ,0.97982, 0.0166437,0.00353672,0.0201805
0.01,0.07 ,0.979322, 0.01682,0.0038578,0.0206778
0.01,0.08 ,0.978795, 0.0170018,0.00420286,0.0212047
0.01,0.09 ,0.978236, 0.0171895,0.00457426,0.0217637
0.01,0.1 ,0.977642, 0.0173833,0.00497465,0.022358
0.01,0.11 ,0.977009, 0.0175836,0.005407,0.0229906
0.01,0.12 ,0.976335, 0.0177907,0.00587469,0.0236654
0.01,0.13 ,0.975614, 0.0180049,0.00638154,0.0243865
0.01,0.14 ,0.974841, 0.0182266,0.00693189,0.0251585
0.01,0.15 ,0.974013, 0.0184563,0.00753071,0.025987
0.01,0.16 ,0.973122, 0.0186942,0.0081837,0.0268779
0.01,0.17 ,0.972162, 0.018941,0.00889738,0.0278384
0.01,0.18 ,0.971124, 0.019197,0.00967931,0.0288763
0.01,0.19 ,0.969999, 0.0194628,0.0105382,0.030001
0.01,0.2 ,0.968777, 0.0197389,0.0114843,0.0312232
0.01,0.21 ,0.967445, 0.0200259,0.0125295,0.0325554
0.01,0.22 ,0.965988, 0.0203246,0.0136877,0.0340122
0.01,0.23 ,0.964389, 0.0206354,0.0149753,0.0356107
0.01,0.24 ,0.962629, 0.0209592,0.016412,0.0373712
0.01,0.25 ,0.960682, 0.0212968,0.0180209,0.0393177
0.01,0.26 ,0.958521, 0.0216489,0.0198299,0.0414788
0.01,0.27 ,0.956111, 0.0220165,0.0218724,0.0438889
0.01,0.28 ,0.953411, 0.0224005,0.0241888,0.0465893
