Betapv,Betamv,V,Rs,Rv,P
0,0 ,0.994936, 0.00306355,0.002,0.00506355
0,0.01 ,0.994901, 0.00306373,0.00203502,0.00509876
0,0.02 ,0.994864, 0.00306391,0.00207175,0.00513567
0,0.03 ,0.994826, 0.0030641,0.00211031,0.00517441
0,0.04 ,0.994785, 0.00306428,0.00215084,0.00521513
0,0.05 ,0.994742, 0.00306447,0.00219351,0.00525798
0,0.06 ,0.994697, 0.00306466,0.00223848,0.00530314
0,0.07 ,0.994649, 0.00306485,0.00228596,0.0053508
0,0.08 ,0.994599, 0.00306504,0.00233615,0.00540118
0,0.09 ,0.994545, 0.00306523,0.0023893,0.00545453
0,0.1 ,0.994489, 0.00306542,0.00244569,0.00551111
0,0.11 ,0.994429, 0.00306562,0.00250562,0.00557123
0,0.12 ,0.994365, 0.00306582,0.00256943,0.00563525
0,0.13 ,0.994296, 0.00306601,0.00263754,0.00570355
0,0.14 ,0.994223, 0.00306621,0.00271037,0.00577659
0,0.15 ,0.994145, 0.00306641,0.00278846,0.00585487
0,0.16 ,0.994061, 0.00306662,0.00287239,0.00593901
0,0.17 ,0.99397, 0.00306682,0.00296285,0.00602967
0,0.18 ,0.993872, 0.00306703,0.00306063,0.00612765
0,0.19 ,0.993766, 0.00306723,0.00316667,0.0062339
0,0.2 ,0.99365, 0.00306744,0.00328206,0.0063495
0,0.21 ,0.993524, 0.00306765,0.0034081,0.00647576
0,0.22 ,0.993386, 0.00306787,0.00354635,0.00661422
0,0.23 ,0.993233, 0.00306808,0.00369867,0.00676676
0,0.24 ,0.993064, 0.0030683,0.00386733,0.00693563
0,0.25 ,0.992876, 0.00306851,0.00405511,0.00712363
0,0.26 ,0.992666, 0.00306873,0.00426545,0.00733419
0,0.27 ,0.992428, 0.00306895,0.00450268,0.00757164
0,0.28 ,0.992159, 0.00306918,0.00477229,0.00784146
0,0.29 ,0.991849, 0.0030694,0.00508136,0.00815076
0,0.3 ,0.991491, 0.00306963,0.00543919,0.00850882
0,0.31 ,0.991072, 0.00306986,0.00585823,0.00892809
0,0.32 ,0.990574, 0.00307009,0.00635549,0.00942558
0,0.33 ,0.989975, 0.00307032,0.00695483,0.0100251
0,0.34 ,0.989239, 0.00307056,0.00769071,0.0107613
0,0.35 ,0.988315, 0.00307079,0.00861467,0.0116855
0,0.36 ,0.987122, 0.00307103,0.009807,0.012878
0,0.37 ,0.98553, 0.00307127,0.011399,0.0144703
0,0.38 ,0.98331, 0.00307151,0.0136182,0.0166897
0,0.39 ,0.980044, 0.00307176,0.0168841,0.0199559
0,0.4 ,0.974908, 0.003072,0.0220204,0.0250924
0,0.41 ,0.966258, 0.00307225,0.03067,0.0337423
0,0.42 ,0.951305, 0.0030725,0.0456226,0.0486951
0,0.43 ,0.927753, 0.00307276,0.069174,0.0722468
0,0.44 ,0.897151, 0.00307301,0.0997761,0.102849
0,0.45 ,0.863263, 0.00307327,0.133664,0.136737
0,0.46 ,0.828711, 0.00307353,0.168216,0.171289
0,0.47 ,0.794744, 0.00307379,0.202182,0.205256
0,0.48 ,0.761897, 0.00307406,0.235029,0.238103
0,0.49 ,0.730381, 0.00307433,0.266545,0.269619
0,0.5 ,0.700261, 0.0030746,0.296664,0.299739
0,0.51 ,0.671533, 0.00307487,0.325392,0.328467
0,0.52 ,0.644158, 0.00307514,0.352767,0.355842
0,0.53 ,0.618084, 0.00307542,0.378841,0.381916
0,0.54 ,0.593249, 0.0030757,0.403675,0.406751
0,0.55 ,0.569591, 0.00307599,0.427333,0.430409
0,0.56 ,0.547048, 0.00307627,0.449876,0.452952
0,0.57 ,0.52556, 0.00307656,0.471363,0.47444
0,0.58 ,0.505069, 0.00307685,0.491854,0.494931
0,0.59 ,0.485521, 0.00307714,0.511402,0.514479
0,0.6 ,0.466863, 0.00307744,0.53006,0.533137
0,0.61 ,0.449047, 0.00307774,0.547875,0.550953
0,0.62 ,0.432028, 0.00307804,0.564894,0.567972
0,0.63 ,0.415762, 0.00307835,0.581159,0.584238
0,0.64 ,0.40021, 0.00307866,0.596712,0.59979
0,0.65 ,0.385332, 0.00307897,0.611589,0.614668
0,0.66 ,0.371095, 0.00307928,0.625826,0.628905
0,0.67 ,0.357464, 0.0030796,0.639457,0.642536
0,0.68 ,0.344408, 0.00307992,0.652512,0.655592
0,0.69 ,0.331899, 0.00308025,0.665021,0.668101
0,0.7 ,0.319908, 0.00308058,0.677011,0.680092
0,0.71 ,0.30841, 0.00308091,0.688509,0.69159
0,0.72 ,0.297381, 0.00308124,0.699538,0.702619
0,0.73 ,0.286797, 0.00308158,0.710122,0.713203
0,0.74 ,0.276637, 0.00308192,0.720281,0.723363
0,0.75 ,0.266881, 0.00308227,0.730036,0.733119
0,0.76 ,0.25751, 0.00308262,0.739407,0.74249
0,0.77 ,0.248506, 0.00308297,0.748411,0.751494
0,0.78 ,0.239851, 0.00308333,0.757066,0.760149
0,0.79 ,0.23153, 0.00308369,0.765386,0.76847
0,0.8 ,0.223528, 0.00308405,0.773388,0.776472
0,0.81 ,0.21583, 0.00308442,0.781086,0.78417
0,0.82 ,0.208422, 0.00308479,0.788493,0.791578
0,0.83 ,0.201292, 0.00308517,0.795623,0.798708
0,0.84 ,0.194428, 0.00308555,0.802487,0.805572
0,0.85 ,0.187818, 0.00308594,0.809096,0.812182
0,0.86 ,0.181451, 0.00308633,0.815463,0.818549
0,0.87 ,0.175316, 0.00308672,0.821597,0.824684
0,0.88 ,0.169405, 0.00308712,0.827508,0.830595
0,0.89 ,0.163708, 0.00308752,0.833205,0.836292
0,0.9 ,0.158215, 0.00308793,0.838697,0.841785
0,0.91 ,0.152919, 0.00308834,0.843993,0.847081
0,0.92 ,0.14781, 0.00308876,0.849101,0.85219
0,0.93 ,0.142883, 0.00308918,0.854028,0.857117
0,0.94 ,0.138129, 0.00308961,0.858781,0.861871
0,0.95 ,0.133541, 0.00309004,0.863368,0.866459
0,0.96 ,0.129114, 0.00309048,0.867796,0.870886
0,0.97 ,0.12484, 0.00309092,0.872069,0.87516
0,0.98 ,0.120714, 0.00309137,0.876195,0.879286
0,0.99 ,0.116729, 0.00309182,0.880179,0.883271
0,1 ,0.112881, 0.00309228,0.884026,0.887119
0.01,0 ,0.994904, 0.00306453,0.00203176,0.00509628
0.01,0.01 ,0.994869, 0.00306471,0.00206678,0.00513149
0.01,0.02 ,0.994832, 0.00306489,0.00210351,0.0051684
0.01,0.03 ,0.994793, 0.00306507,0.00214207,0.00520714
0.01,0.04 ,0.994752, 0.00306526,0.0021826,0.00524786
