Betapv,Betamv,V,Rs,Rv,P
0,0 ,0.931636, 0.066364,0.002,0.068364
0,0.01 ,0.93107, 0.066574,0.00235556,0.0689295
0,0.02 ,0.930453, 0.0667945,0.00275201,0.0695465
0,0.03 ,0.929778, 0.0670265,0.00319557,0.070222
0,0.04 ,0.929036, 0.0672707,0.0036937,0.0709644
0,0.05 ,0.928216, 0.0675283,0.00425539,0.0717836
0,0.06 ,0.927308, 0.0678002,0.00489154,0.0726918
0,0.07 ,0.926297, 0.0680879,0.0056155,0.0737034
0,0.08 ,0.925164, 0.0683926,0.00644374,0.0748363
0,0.09 ,0.923887, 0.0687159,0.0073968,0.0761127
0,0.1 ,0.92244, 0.0690595,0.00850048,0.07756
0,0.11 ,0.920787, 0.0694255,0.00978764,0.0792131
0,0.12 ,0.918884, 0.0698159,0.0113005,0.0811164
0,0.13 ,0.916672, 0.0702332,0.0130943,0.0833275
0,0.14 ,0.914078, 0.0706802,0.0152419,0.085922
0,0.15 ,0.910999, 0.07116,0.0178409,0.0890009
0,0.16 ,0.907299, 0.071676,0.0210246,0.0927006
0,0.17 ,0.902791, 0.0722323,0.0249768,0.0972091
0,0.18 ,0.897211, 0.0728331,0.0299557,0.102789
0,0.19 ,0.890191, 0.0734833,0.0363262,0.109809
0,0.2 ,0.881207, 0.0741882,0.0446045,0.118793
0,0.21 ,0.869539, 0.0749536,0.0555072,0.130461
0,0.22 ,0.854245, 0.0757853,0.0699701,0.145755
0,0.23 ,0.834257, 0.0766895,0.0890533,0.165743
0,0.24 ,0.808722, 0.077672,0.113606,0.191278
0,0.25 ,0.777542, 0.0787376,0.143721,0.222458
0,0.26 ,0.741709, 0.0798901,0.1784,0.258291
0,0.27 ,0.70299, 0.0811316,0.215878,0.29701
0,0.28 ,0.663219, 0.0824621,0.254319,0.336781
0,0.29 ,0.62382, 0.0838793,0.292301,0.37618
0,0.3 ,0.585713, 0.0853792,0.328908,0.414287
0,0.31 ,0.549413, 0.0869562,0.363631,0.450587
0,0.32 ,0.515163, 0.0886036,0.396233,0.484837
0,0.33 ,0.483037, 0.0903137,0.42665,0.516963
0,0.34 ,0.453011, 0.0920788,0.454911,0.546989
0,0.35 ,0.425007, 0.0938911,0.481102,0.574993
0,0.36 ,0.39892, 0.0957431,0.505337,0.60108
0,0.37 ,0.374631, 0.0976277,0.527741,0.625369
0,0.38 ,0.352019, 0.0995381,0.548443,0.647981
0,0.39 ,0.330963, 0.101468,0.567569,0.669037
0,0.4 ,0.311349, 0.103413,0.585238,0.688651
0,0.41 ,0.293069, 0.105367,0.601564,0.706931
0,0.42 ,0.276023, 0.107327,0.616651,0.723977
