Betapv,Betamv,V,Rs,Rv,P
0,0 ,0.986862, 0.0111383,0.002,0.0131383
0,0.01 ,0.986836, 0.0111416,0.00202243,0.013164
0,0.02 ,0.986809, 0.0111449,0.00204574,0.0131906
0,0.03 ,0.986782, 0.0111483,0.00206999,0.0132183
0,0.04 ,0.986753, 0.0111517,0.00209523,0.013247
0,0.05 ,0.986723, 0.0111553,0.00212155,0.0132768
0,0.06 ,0.986692, 0.0111589,0.00214901,0.0133079
0,0.07 ,0.98666, 0.0111626,0.00217771,0.0133403
0,0.08 ,0.986626, 0.0111663,0.00220774,0.0133741
0,0.09 ,0.986591, 0.0111702,0.00223921,0.0134094
0,0.1 ,0.986554, 0.0111741,0.00227223,0.0134464
0,0.11 ,0.986515, 0.0111782,0.00230695,0.0134851
0,0.12 ,0.986474, 0.0111823,0.00234351,0.0135258
0,0.13 ,0.986431, 0.0111866,0.00238207,0.0135686
0,0.14 ,0.986386, 0.0111909,0.00242284,0.0136137
0,0.15 ,0.986339, 0.0111954,0.00246602,0.0136614
0,0.16 ,0.986288, 0.0111999,0.00251187,0.0137118
0,0.17 ,0.986235, 0.0112046,0.00256068,0.0137653
0,0.18 ,0.986178, 0.0112095,0.00261276,0.0138222
0,0.19 ,0.986117, 0.0112144,0.00266851,0.0138829
0,0.2 ,0.986052, 0.0112195,0.00272837,0.0139479
0,0.21 ,0.985982, 0.0112248,0.00279286,0.0140177
0,0.22 ,0.985907, 0.0112302,0.00286262,0.0140928
0,0.23 ,0.985826, 0.0112358,0.00293839,0.0141742
0,0.24 ,0.985737, 0.0112416,0.00302107,0.0142626
0,0.25 ,0.985641, 0.0112475,0.00311176,0.0143593
0,0.26 ,0.985535, 0.0112537,0.0032118,0.0144655
0,0.27 ,0.985417, 0.01126,0.00332288,0.0145829
0,0.28 ,0.985286, 0.0112666,0.00344712,0.0147138
0,0.29 ,0.985139, 0.0112735,0.00358725,0.0148607
0,0.3 ,0.984973, 0.0112806,0.00374682,0.0150274
0,0.31 ,0.984781, 0.011288,0.00393057,0.0152185
0,0.32 ,0.984559, 0.0112956,0.0041449,0.0154405
0,0.33 ,0.984298, 0.0113036,0.00439881,0.0157025
0,0.34 ,0.983983, 0.011312,0.0047052,0.0160172
0,0.35 ,0.983596, 0.0113207,0.00508337,0.0164041
0,0.36 ,0.983107, 0.0113299,0.00556342,0.0168933
0,0.37 ,0.982466, 0.0113395,0.00619502,0.0175345
0,0.38 ,0.981585, 0.0113495,0.00706592,0.0184155
0,0.39 ,0.980294, 0.0113602,0.00834568,0.0197058
0,0.4 ,0.978226, 0.0113714,0.0104022,0.0217736
0,0.41 ,0.974457, 0.0113832,0.0141598,0.025543
0,0.42 ,0.966358, 0.0113958,0.0222455,0.0336413
0,0.43 ,0.948002, 0.0114092,0.0405861,0.0519953
0,0.44 ,0.917281, 0.0114235,0.0712934,0.0827169
0,0.45 ,0.881357, 0.0114387,0.107204,0.118643
0,0.46 ,0.84494, 0.0114552,0.143604,0.15506
0,0.47 ,0.809526, 0.0114729,0.179002,0.190474
0,0.48 ,0.775565, 0.011492,0.212942,0.224435
0,0.49 ,0.743178, 0.0115129,0.245309,0.256822
0,0.5 ,0.712359, 0.0115356,0.276105,0.287641
0,0.51 ,0.683059, 0.0115604,0.305381,0.316941
0,0.52 ,0.655209, 0.0115877,0.333203,0.344791
0,0.53 ,0.628735, 0.0116176,0.359647,0.371265
0,0.54 ,0.603562, 0.0116505,0.384788,0.396438
0,0.55 ,0.579616, 0.0116868,0.408697,0.420384
0,0.56 ,0.556828, 0.0117268,0.431445,0.443172
0,0.57 ,0.535132, 0.0117707,0.453097,0.464868
0,0.58 ,0.514466, 0.011819,0.473715,0.485534
0,0.59 ,0.494773, 0.0118718,0.493355,0.505227
0,0.6 ,0.475997, 0.0119296,0.512074,0.524003
0,0.61 ,0.458088, 0.0119925,0.52992,0.541912
0,0.62 ,0.440998, 0.0120608,0.546941,0.559002
0,0.63 ,0.424683, 0.0121348,0.563183,0.575317
0,0.64 ,0.409101, 0.0122146,0.578685,0.590899
0,0.65 ,0.394213, 0.0123004,0.593487,0.605787
0,0.66 ,0.379983, 0.0123923,0.607625,0.620017
0,0.67 ,0.366376, 0.0124904,0.621134,0.633624
0,0.68 ,0.353361, 0.0125948,0.634044,0.646639
0,0.69 ,0.340907, 0.0127056,0.646388,0.659093
0,0.7 ,0.328986, 0.0128227,0.658192,0.671014
0,0.71 ,0.317571, 0.0129463,0.669483,0.682429
0,0.72 ,0.306637, 0.0130761,0.680286,0.693363
0,0.73 ,0.296162, 0.0132123,0.690626,0.703838
0,0.74 ,0.286122, 0.0133547,0.700523,0.713878
0,0.75 ,0.276497, 0.0135033,0.71,0.723503
0,0.76 ,0.267266, 0.013658,0.719075,0.732734
0,0.77 ,0.258413, 0.0138187,0.727769,0.741587
0,0.78 ,0.249918, 0.0139853,0.736097,0.750082
0,0.79 ,0.241765, 0.0141576,0.744077,0.758235
0,0.8 ,0.233939, 0.0143355,0.751726,0.766061
0,0.81 ,0.226424, 0.0145189,0.759057,0.773576
0,0.82 ,0.219208, 0.0147076,0.766085,0.780792
0,0.83 ,0.212275, 0.0149014,0.772823,0.787725
0,0.84 ,0.205615, 0.0151003,0.779285,0.794385
0,0.85 ,0.199214, 0.015304,0.785482,0.800786
0,0.86 ,0.193061, 0.0155125,0.791426,0.806939
0,0.87 ,0.187147, 0.0157254,0.797128,0.812853
0,0.88 ,0.18146, 0.0159427,0.802598,0.81854
0,0.89 ,0.175991, 0.0161643,0.807845,0.824009
