Betapv,Betamv,V,Rs,Rv,P
0,0 ,0.994936, 0.00306355,0.002,0.00506355
0,0.01 ,0.994872, 0.00306388,0.00206426,0.00512814
0,0.02 ,0.994801, 0.00306421,0.00213438,0.00519859
0,0.03 ,0.994724, 0.00306455,0.00221121,0.00527576
0,0.04 ,0.994639, 0.00306489,0.00229577,0.00536065
0,0.05 ,0.994545, 0.00306523,0.0023893,0.00545453
0,0.06 ,0.994441, 0.00306558,0.00249333,0.00555891
0,0.07 ,0.994324, 0.00306593,0.00260975,0.00567569
0,0.08 ,0.994193, 0.00306629,0.00274095,0.00580724
0,0.09 ,0.994043, 0.00306666,0.00288993,0.00595659
0,0.1 ,0.993872, 0.00306703,0.00306063,0.00612765
0,0.11 ,0.993674, 0.0030674,0.00325817,0.00632557
0,0.12 ,0.993443, 0.00306778,0.00348948,0.00655726
0,0.13 ,0.993168, 0.00306817,0.00376403,0.0068322
0,0.14 ,0.992836, 0.00306856,0.00409525,0.00716381
0,0.15 ,0.992428, 0.00306895,0.00450268,0.00757164
0,0.16 ,0.991915, 0.00306936,0.00501598,0.00808533
0,0.17 ,0.991248, 0.00306977,0.00568231,0.00875207
0,0.18 ,0.990348, 0.00307018,0.00658134,0.00965152
0,0.19 ,0.989071, 0.0030706,0.0078584,0.010929
0,0.2 ,0.987122, 0.00307103,0.009807,0.012878
0,0.21 ,0.983821, 0.00307146,0.013108,0.0161795
0,0.22 ,0.977267, 0.00307191,0.019661,0.0227329
0,0.23 ,0.961213, 0.00307235,0.0357143,0.0387866
0,0.24 ,0.922077, 0.00307281,0.0748497,0.0779225
0,0.25 ,0.863263, 0.00307327,0.133664,0.136737
0,0.26 ,0.801458, 0.00307374,0.195468,0.198542
0,0.27 ,0.742821, 0.00307422,0.254105,0.257179
0,0.28 ,0.688604, 0.00307471,0.308321,0.311396
0,0.29 ,0.638841, 0.0030752,0.358084,0.361159
0,0.3 ,0.593249, 0.0030757,0.403675,0.406751
0,0.31 ,0.55147, 0.00307621,0.445453,0.44853
