i,S,V,Ip(e1 = e2 = 0.10),Im(e1 = e2 = 0.10),R,x,I(e1 = e2 = 0.10)
0,0.996,0,0.002,0.002,0,0.1,0.004
1,0.893514,0.0996,0.00286736,0.00301045,0.0010086,0.10018,0.00587781
2,0.800198,0.188689,0.00411012,0.00451774,0.0024848,0.0982003,0.00862786
3,0.716608,0.266095,0.00589141,0.00676236,0.00464354,0.0944049,0.0126538
4,0.64235,0.331319,0.00843942,0.0100938,0.00779835,0.0892585,0.0185332
5,0.576292,0.384231,0.0120645,0.0150087,0.0124034,0.0832785,0.0270731
6,0.516795,0.424737,0.0171703,0.0221891,0.0191088,0.0769786,0.0393594
7,0.461914,0.452495,0.0242441,0.0325209,0.0288267,0.0708322,0.056765
8,0.409604,0.466751,0.0337966,0.0470489,0.0427994,0.0652549,0.0808454
9,0.357988,0.466376,0.0462045,0.0667923,0.0626392,0.060603,0.112997
10,0.305744,0.450245,0.0614093,0.0923173,0.0902842,0.0571817,0.153727
11,0.252643,0.418082,0.0784828,0.123018,0.127774,0.0552572,0.201501
12,0.20003,0.371662,0.0952552,0.156303,0.17675,0.0550604,0.251558
13,0.150809,0.31572,0.10846,0.187343,0.237668,0.0567702,0.295803
14,0.108443,0.25746,0.114833,0.210255,0.309009,0.0604635,0.325088
15,0.075281,0.204192,0.112806,0.220667,0.387053,0.0660408,0.333473
16,0.0514807,0.160548,0.103421,0.21785,0.4667,0.0731764,0.321271
17,0.0354064,0.127535,0.0895375,0.204521,0.543,0.0813488,0.294059
18,0.0248491,0.103708,0.074199,0.184829,0.612415,0.0899537,0.259028
19,0.0179135,0.0868388,0.0595662,0.162505,0.673177,0.0984336,0.222071
20,0.013273,0.0749066,0.0467535,0.140131,0.724936,0.106361,0.186884
21,0.0100835,0.0663902,0.036116,0.119194,0.768216,0.113462,0.15531
22,0.00782622,0.0602314,0.0275826,0.100401,0.803959,0.119604,0.127983
23,0.00618331,0.0557149,0.0208923,0.0839759,0.833234,0.124757,0.104868
24,0.00495709,0.0523587,0.0157289,0.0698751,0.85708,0.128961,0.085604
25,0.00402167,0.0498353,0.0117881,0.0579177,0.876437,0.132299,0.0697059
26,0.00329476,0.0479189,0.00880446,0.0478666,0.892115,0.134869,0.0566711
27,0.00272103,0.0464512,0.00655876,0.0394715,0.904797,0.136778,0.0460303
28,0.00226228,0.0453194,0.00487597,0.0324927,0.91505,0.138124,0.0373686
29,0.00189148,0.0444418,0.00361923,0.0267118,0.923336,0.139,0.030331
30,0.00158902,0.0437582,0.00268307,0.0219362,0.930033,0.139485,0.0246193
31,0.00134044,0.043224,0.00198712,0.0179995,0.935449,0.139649,0.0199866
32,0.0011348,0.0428056,0.00147055,0.0147594,0.93983,0.139552,0.01623
33,0.000963759,0.0424772,0.0010876,0.0120962,0.943375,0.139241,0.0131838
34,0.000820815,0.0422193,0.00080397,0.0099094,0.946246,0.138759,0.0107134
35,0.000700862,0.0420167,0.000594074,0.00811517,0.948573,0.138137,0.00870925
36,0.000599839,0.0418576,0.000438836,0.006644,0.95046,0.137405,0.00708284
37,0.000514487,0.0417328,0.000324081,0.00543834,0.95199,0.136585,0.00576242
38,0.000442169,0.041635,0.000239284,0.00445067,0.953233,0.135694,0.00468996
39,0.000380736,0.0415586,0.000176645,0.00364186,0.954242,0.134748,0.0038185
40,0.000328427,0.0414991,0.000130386,0.00297968,0.955062,0.13376,0.00311006
41,0.000283789,0.041453,9.62E-05,0.00243767,0.955729,0.132738,0.0025339
42,0.000245621,0.0414174,7.10E-05,0.0019941,0.956272,0.13169,0.00206512
43,0.000212923,0.04139,5.24E-05,0.00163114,0.956713,0.130625,0.00168355
44,0.000184861,0.0413693,3.87E-05,0.00133418,0.957073,0.129545,0.00137285
45,0.000160737,0.0413536,2.85E-05,0.00109124,0.957366,0.128456,0.00111977
46,0.000139964,0.041342,2.11E-05,0.000892505,0.957605,0.127361,0.000913556
47,0.000122048,0.0413335,1.55E-05,0.000729943,0.957799,0.126264,0.000745474
48,0.000106575,0.0413274,1.15E-05,0.000596978,0.957958,0.125165,0.000608436
49,9.32E-05,0.0413232,8.45E-06,0.000488224,0.958087,0.124067,0.000496677
50,8.16E-05,0.0413205,6.24E-06,0.000399276,0.958192,0.122971,0.000405513
51,7.15E-05,0.0413189,4.60E-06,0.00032653,0.958278,0.121879,0.000331131
52,6.28E-05,0.0413181,3.39E-06,0.000267034,0.958349,0.120791,0.000270429
53,5.52E-05,0.0413179,2.50E-06,0.000218378,0.958406,0.119708,0.000220882
54,4.86E-05,0.0413181,1.85E-06,0.000178586,0.958453,0.118631,0.000180433
55,4.28E-05,0.0413187,1.36E-06,0.000146044,0.958491,0.117561,0.000147407
56,3.78E-05,0.0413195,1.01E-06,0.000119431,0.958522,0.116497,0.000120436
57,3.34E-05,0.0413204,7.42E-07,9.77E-05,0.958548,0.11544,9.84E-05
58,2.95E-05,0.0413214,5.47E-07,7.99E-05,0.958569,0.11439,8.04E-05
59,2.61E-05,0.0413225,4.04E-07,6.53E-05,0.958586,0.113348,6.57E-05
60,2.32E-05,0.0413236,2.98E-07,5.34E-05,0.9586,0.112313,5.37E-05
61,2.06E-05,0.0413246,2.20E-07,4.37E-05,0.958611,0.111285,4.39E-05
62,1.83E-05,0.0413257,1.62E-07,3.57E-05,0.95862,0.110266,3.59E-05
63,1.63E-05,0.0413266,1.20E-07,2.92E-05,0.958628,0.109254,2.93E-05
64,1.45E-05,0.0413276,8.82E-08,2.39E-05,0.958634,0.10825,2.40E-05
65,1.29E-05,0.0413285,6.50E-08,1.95E-05,0.958639,0.107254,1.96E-05
66,1.15E-05,0.0413293,4.80E-08,1.60E-05,0.958643,0.106265,1.60E-05
67,1.03E-05,0.04133,3.54E-08,1.31E-05,0.958647,0.105285,1.31E-05
68,9.22E-06,0.0413308,2.61E-08,1.07E-05,0.958649,0.104312,1.07E-05
69,8.26E-06,0.0413314,1.93E-08,8.74E-06,0.958652,0.103347,8.75E-06
70,7.41E-06,0.041332,1.42E-08,7.14E-06,0.958653,0.10239,7.16E-06
71,6.65E-06,0.0413326,1.05E-08,5.84E-06,0.958655,0.101441,5.85E-06
72,5.97E-06,0.0413331,7.73E-09,4.78E-06,0.958656,0.100499,4.78E-06
73,5.37E-06,0.0413335,5.70E-09,3.91E-06,0.958657,0.0995653,3.91E-06
74,4.84E-06,0.041334,4.21E-09,3.19E-06,0.958658,0.0986391,3.20E-06
75,4.36E-06,0.0413343,3.10E-09,2.61E-06,0.958659,0.0977204,2.62E-06
76,3.94E-06,0.0413347,2.29E-09,2.14E-06,0.958659,0.0968094,2.14E-06
77,3.55E-06,0.041335,1.69E-09,1.75E-06,0.95866,0.095906,1.75E-06
78,3.21E-06,0.0413353,1.25E-09,1.43E-06,0.95866,0.09501,1.43E-06
79,2.91E-06,0.0413356,9.19E-10,1.17E-06,0.95866,0.0941216,1.17E-06
80,2.63E-06,0.0413358,6.78E-10,9.55E-07,0.958661,0.0932405,9.56E-07
