i,S,V,Ip(e1 = e2 = 0.10),Im(e1 = e2 = 0.10),R,x,I(e1 = e2 = 0.10)
0,0.996,0,0.002,0.002,0,0.1,0.004
1,0.893514,0.0996,0.00286736,0.00301045,0.0010086,0.10018,0.00587781
2,0.800198,0.188689,0.00411012,0.00451774,0.0024848,0.099996,0.00862786
3,0.715181,0.267532,0.00588663,0.00675717,0.00464354,0.0995352,0.0126438
4,0.637444,0.336279,0.00841522,0.010066,0.00779585,0.0989029,0.0184812
5,0.565859,0.394848,0.0119887,0.0149167,0.012388,0.0982279,0.0269054
6,0.499233,0.442784,0.0169826,0.0219486,0.0190517,0.0976708,0.0389312
7,0.436368,0.479146,0.0238434,0.0319784,0.0286638,0.0974352,0.0558218
8,0.376172,0.502439,0.0330309,0.0459539,0.0424045,0.0977829,0.0789849
9,0.317835,0.510717,0.0448766,0.0647821,0.0617888,0.0990506,0.109659
10,0.26111,0.501999,0.0593186,0.0889525,0.0886201,0.101665,0.148271
11,0.206609,0.475154,0.0755292,0.11792,0.124787,0.106143,0.19345
12,0.155966,0.431199,0.0915941,0.14942,0.171821,0.113066,0.241014
13,0.111541,0.3744,0.104615,0.179231,0.230213,0.122989,0.283846
14,0.0755145,0.31207,0.111595,0.202106,0.298715,0.136278,0.313701
15,0.0487881,0.252374,0.110876,0.213873,0.37409,0.152903,0.324749
16,0.0305497,0.201304,0.10305,0.213359,0.451737,0.1723,0.316409
17,0.0188621,0.161135,0.090491,0.202531,0.52698,0.193427,0.293022
18,0.0116353,0.131148,0.0759981,0.184963,0.596255,0.215027,0.260961
19,0.00722065,0.109302,0.0617431,0.164162,0.657573,0.235944,0.225905
20,0.00451709,0.0934629,0.0489695,0.14273,0.71032,0.255322,0.1917
21,0.00284658,0.0819044,0.0381716,0.122278,0.754799,0.272657,0.16045
22,0.00180406,0.0733691,0.0293838,0.103648,0.791795,0.287755,0.133031
23,0.0011479,0.0669815,0.0224124,0.0871748,0.822283,0.300636,0.109587
24,0.000732291,0.0621389,0.0169789,0.0728991,0.847251,0.311452,0.089878
25,0.000467906,0.0584245,0.0127969,0.0606982,0.867612,0.320423,0.0734951
26,0.000299257,0.0555468,0.0096074,0.0503734,0.884173,0.327789,0.0599808
27,0.0001915,0.0532982,0.0071912,0.0416993,0.89762,0.333785,0.0488905
28,0.000122585,0.0515286,0.00537011,0.0344512,0.908527,0.338628,0.0398213
29,7.85E-05,0.0501276,0.00400286,0.0284193,0.917372,0.342511,0.0324221
30,5.03E-05,0.049013,0.00297942,0.0234151,0.924542,0.345597,0.0263945
31,3.22E-05,0.0481225,0.00221512,0.0192735,0.930357,0.348027,0.0214886
32,2.06E-05,0.0474085,0.00164538,0.0158524,0.935073,0.349919,0.0174978
33,1.32E-05,0.0468344,0.00122128,0.0130305,0.938901,0.35137,0.0142518
34,8.48E-06,0.0463716,0.000905972,0.0107058,0.942008,0.352461,0.0116117
35,5.44E-06,0.0459977,0.00067175,0.00879227,0.944533,0.353256,0.00946402
36,3.49E-06,0.0456951,0.000497893,0.00721848,0.946585,0.353812,0.00771637
37,2.24E-06,0.0454498,0.000368918,0.00592487,0.948254,0.354172,0.00629379
38,1.44E-06,0.0452507,0.000273285,0.00486207,0.949613,0.354372,0.00513536
39,9.27E-07,0.0450889,0.000202402,0.00398924,0.950719,0.354442,0.00419164
40,5.96E-07,0.0449572,0.000149879,0.00327265,0.95162,0.354405,0.00342253
41,3.84E-07,0.04485,0.000110971,0.00268448,0.952354,0.354283,0.00279545
42,2.47E-07,0.0447627,8.22E-05,0.00220181,0.952953,0.354089,0.00228397
43,1.59E-07,0.0446914,6.08E-05,0.0018058,0.953442,0.353839,0.00186662
44,1.03E-07,0.0446333,4.50E-05,0.00148092,0.953841,0.353541,0.00152594
45,6.64E-08,0.0445858,3.33E-05,0.00121443,0.954166,0.353205,0.00124775
46,4.29E-08,0.0445471,2.47E-05,0.000995857,0.954432,0.352839,0.00102052
47,2.77E-08,0.0445154,1.83E-05,0.000816594,0.95465,0.352447,0.000834845
48,1.80E-08,0.0444895,1.35E-05,0.000669582,0.954827,0.352034,0.000683089
49,1.16E-08,0.0444684,1.00E-05,0.000549025,0.954973,0.351604,0.000559021
50,7.54E-09,0.044451,7.40E-06,0.000450165,0.955091,0.351161,0.000457563
51,4.89E-09,0.0444369,5.47E-06,0.000369102,0.955189,0.350707,0.000374576
52,3.17E-09,0.0444253,4.05E-06,0.000302632,0.955268,0.350244,0.000306683
53,2.06E-09,0.0444158,3.00E-06,0.00024813,0.955333,0.349773,0.000251128
54,1.34E-09,0.044408,2.22E-06,0.000203442,0.955386,0.349297,0.00020566
55,8.72E-10,0.0444017,1.64E-06,0.000166801,0.95543,0.348815,0.000168442
56,5.68E-10,0.0443965,1.21E-06,0.000136758,0.955466,0.34833,0.000137973
57,3.70E-10,0.0443922,8.99E-07,0.000112126,0.955495,0.347842,0.000113025
58,2.41E-10,0.0443887,6.65E-07,9.19E-05,0.955519,0.347351,9.26E-05
59,1.57E-10,0.0443858,4.92E-07,7.54E-05,0.955538,0.346859,7.59E-05
60,1.03E-10,0.0443835,3.64E-07,6.18E-05,0.955554,0.346364,6.22E-05
61,6.72E-11,0.0443816,2.70E-07,5.07E-05,0.955567,0.345869,5.09E-05
62,4.39E-11,0.04438,1.99E-07,4.15E-05,0.955578,0.345373,4.17E-05
63,2.88E-11,0.0443787,1.48E-07,3.41E-05,0.955587,0.344876,3.42E-05
64,1.88E-11,0.0443777,1.09E-07,2.79E-05,0.955594,0.344378,2.80E-05
65,1.24E-11,0.0443768,8.08E-08,2.29E-05,0.9556,0.34388,2.30E-05
66,8.11E-12,0.0443761,5.98E-08,1.88E-05,0.955605,0.343382,1.88E-05
67,5.32E-12,0.0443755,4.42E-08,1.54E-05,0.955609,0.342884,1.54E-05
68,3.50E-12,0.044375,3.27E-08,1.26E-05,0.955612,0.342386,1.26E-05
69,2.30E-12,0.0443746,2.42E-08,1.03E-05,0.955615,0.341888,1.04E-05
70,1.51E-12,0.0443743,1.79E-08,8.48E-06,0.955617,0.34139,8.50E-06
71,9.97E-13,0.0443741,1.33E-08,6.95E-06,0.955619,0.340892,6.97E-06
72,6.57E-13,0.0443738,9.82E-09,5.70E-06,0.95562,0.340394,5.71E-06
73,4.33E-13,0.0443737,7.26E-09,4.67E-06,0.955622,0.339897,4.68E-06
74,2.86E-13,0.0443735,5.37E-09,3.83E-06,0.955623,0.339399,3.84E-06
75,1.89E-13,0.0443734,3.98E-09,3.14E-06,0.955623,0.338902,3.15E-06
76,1.25E-13,0.0443733,2.94E-09,2.58E-06,0.955624,0.338406,2.58E-06
77,8.27E-14,0.0443732,2.18E-09,2.11E-06,0.955625,0.337909,2.11E-06
78,5.47E-14,0.0443732,1.61E-09,1.73E-06,0.955625,0.337413,1.73E-06
79,3.63E-14,0.0443731,1.19E-09,1.42E-06,0.955625,0.336917,1.42E-06
80,2.40E-14,0.0443731,8.82E-10,1.16E-06,0.955626,0.336422,1.16E-06
