i,S,V,Ip(e1 = e2 = 0.90),Im(e1 = e2 = 0.90),R,x,I(e1 = e2 = 0.90)
0,0.996,0,0.002,0.002,0,0.1,0.004
1,0.893514,0.0996,0.00286736,0.00301045,0.0010086,0.10468,0.00587781
2,0.796196,0.193086,0.00391045,0.00432265,0.0024848,0.105441,0.0082331
3,0.707526,0.27691,0.00508521,0.00593504,0.00454382,0.10235,0.0110202
4,0.62948,0.349081,0.00633028,0.00782154,0.0072876,0.0960013,0.0141518
5,0.562571,0.409117,0.00757909,0.00993847,0.0107946,0.0873219,0.0175176
6,0.506213,0.457669,0.00877041,0.012233,0.0151146,0.0773324,0.0210034
7,0.459179,0.496048,0.00985456,0.0146497,0.0202681,0.0669543,0.0245043
8,0.419996,0.525823,0.0107955,0.0171353,0.0262495,0.0568983,0.0279308
9,0.387208,0.548551,0.0115699,0.0196392,0.0330314,0.0476334,0.0312092
10,0.359517,0.565634,0.0121653,0.0221147,0.0405687,0.0394114,0.03428
11,0.335839,0.578263,0.0125777,0.0245176,0.048803,0.032317,0.0370953
12,0.315304,0.587414,0.0128095,0.0268066,0.0576653,0.0263229,0.0396162
13,0.29724,0.59387,0.0128686,0.0289432,0.0670785,0.0213372,0.0418118
14,0.281134,0.598247,0.0127668,0.0308921,0.0769599,0.0172373,0.0436588
15,0.266608,0.601028,0.0125192,0.032622,0.0872226,0.0138936,0.0451411
16,0.253382,0.60259,0.0121433,0.0341069,0.0977777,0.0111824,0.0462503
17,0.241253,0.603225,0.0116587,0.0353269,0.108536,0.00899259,0.0469856
18,0.230075,0.603162,0.0110856,0.0362686,0.119409,0.00722844,0.0473542
19,0.219739,0.602577,0.0104447,0.036926,0.130313,0.00580938,0.0473707
20,0.210167,0.601609,0.00975607,0.0373001,0.141168,0.00466884,0.0470561
21,0.201296,0.600367,0.00903865,0.0373987,0.1519,0.00375246,0.0464373
22,0.193078,0.598934,0.00830967,0.0372356,0.162442,0.0030162,0.0455453
23,0.185472,0.597378,0.00758428,0.0368298,0.172736,0.00242456,0.0444141
24,0.178439,0.59575,0.00687526,0.0362041,0.182732,0.00194902,0.0430793
25,0.171947,0.594089,0.00619294,0.0353839,0.192387,0.00156669,0.0415769
26,0.165961,0.592427,0.00554527,0.0343965,0.20167,0.00125924,0.0399417
27,0.160452,0.590787,0.00493792,0.0332693,0.210554,0.00101195,0.0382073
28,0.155387,0.589187,0.00437454,0.0320297,0.219022,0.000813054,0.0364042
29,0.150736,0.58764,0.00385701,0.0307036,0.227063,0.000653067,0.0345606
30,0.146471,0.586155,0.00338575,0.0293153,0.234673,0.000524394,0.032701
31,0.142563,0.584738,0.00296,0.027887,0.241852,0.000420923,0.030847
32,0.138986,0.583394,0.0025781,0.0264385,0.248604,0.000337738,0.0290166
33,0.135713,0.582123,0.00223773,0.0249873,0.254939,0.000270882,0.027225
34,0.132722,0.580927,0.00193614,0.0235481,0.260867,0.000217169,0.0254843
35,0.129988,0.579805,0.00167032,0.0221335,0.266404,0.000174032,0.0238038
36,0.127491,0.578755,0.00143714,0.0207537,0.271564,0.000139404,0.0221909
37,0.125211,0.577775,0.00123348,0.019417,0.276364,0.000111619,0.0206505
38,0.123129,0.576862,0.00105631,0.0181295,0.280823,8.93E-05,0.0191858
39,0.121229,0.576014,0.000902724,0.016896,0.284958,7.15E-05,0.0177988
40,0.119495,0.575227,0.000770016,0.0157197,0.288788,5.72E-05,0.0164898
41,0.117913,0.574498,0.000655685,0.0146026,0.292331,4.57E-05,0.0152583
42,0.116469,0.573823,0.00055745,0.0135457,0.295604,3.65E-05,0.0141031
43,0.115152,0.5732,0.000473249,0.0125489,0.298626,2.92E-05,0.0130221
44,0.11395,0.572625,0.000401236,0.0116116,0.301413,2.33E-05,0.0120129
45,0.112853,0.572094,0.000339771,0.0107327,0.30398,1.86E-05,0.0110725
46,0.111852,0.571606,0.000287404,0.00991048,0.306344,1.48E-05,0.0101979
47,0.110939,0.571156,0.000242864,0.00914295,0.30852,1.18E-05,0.00938581
48,0.110105,0.570742,0.000205037,0.00842787,0.31052,9.45E-06,0.00863291
49,0.109344,0.570361,0.000172957,0.00776284,0.312359,7.53E-06,0.0079358
50,0.10865,0.570012,0.000145783,0.00714534,0.314047,6.01E-06,0.00729112
51,0.108016,0.569691,0.000122793,0.0065728,0.315598,4.79E-06,0.0066956
52,0.107438,0.569396,0.000103361,0.00604265,0.317021,3.82E-06,0.00614601
53,0.106909,0.569125,8.70E-05,0.00555233,0.318326,3.04E-06,0.00563928
54,0.106427,0.568877,7.31E-05,0.00509934,0.319523,2.42E-06,0.00517245
55,0.105987,0.56865,6.14E-05,0.00468124,0.32062,1.93E-06,0.00474268
56,0.105585,0.568441,5.16E-05,0.00429569,0.321626,1.54E-06,0.00434731
57,0.105218,0.56825,4.33E-05,0.00394045,0.322548,1.22E-06,0.00398379
58,0.104883,0.568075,3.64E-05,0.00361337,0.323392,9.75E-07,0.00364975
59,0.104577,0.567915,3.05E-05,0.00331243,0.324165,7.76E-07,0.00334295
60,0.104298,0.567768,2.56E-05,0.0030357,0.324873,6.18E-07,0.0030613
61,0.104042,0.567634,2.15E-05,0.00278137,0.325521,4.92E-07,0.00280284
62,0.103809,0.567511,1.80E-05,0.00254776,0.326114,3.91E-07,0.00256576
63,0.103596,0.567398,1.51E-05,0.00233327,0.326657,3.12E-07,0.00234836
64,0.103402,0.567295,1.26E-05,0.00213642,0.327154,2.48E-07,0.00214906
65,0.103224,0.567201,1.06E-05,0.00195583,0.327608,1.97E-07,0.00196642
66,0.103062,0.567115,8.87E-06,0.00179021,0.328024,1.57E-07,0.00179908
67,0.102914,0.567036,7.43E-06,0.00163837,0.328404,1.25E-07,0.00164581
68,0.102779,0.566964,6.22E-06,0.00149921,0.328752,9.94E-08,0.00150543
69,0.102655,0.566898,5.21E-06,0.0013717,0.32907,7.91E-08,0.00137691
70,0.102542,0.566837,4.36E-06,0.00125489,0.329361,6.29E-08,0.00125925
71,0.102439,0.566782,3.65E-06,0.00114791,0.329627,5.01E-08,0.00115156
72,0.102345,0.566732,3.06E-06,0.00104994,0.329871,3.98E-08,0.001053
73,0.102259,0.566686,2.56E-06,0.00096026,0.330093,3.17E-08,0.000962818
74,0.10218,0.566643,2.14E-06,0.000878167,0.330296,2.52E-08,0.000880307
75,0.102108,0.566605,1.79E-06,0.000803034,0.330482,2.00E-08,0.000804825
76,0.102042,0.56657,1.50E-06,0.00073428,0.330652,1.59E-08,0.000735779
77,0.101982,0.566537,1.25E-06,0.000671373,0.330808,1.27E-08,0.000672626
