i,S,V,Ip(e1 = e2 = 0.90),Im(e1 = e2 = 0.90),R,x,I(e1 = e2 = 0.90)
0,0.996,0,0.002,0.002,0,0.1,0.004
1,0.893514,0.0996,0.00286736,0.00301045,0.0010086,0.12268,0.00587781
2,0.780189,0.209169,0.00387305,0.00428397,0.0024848,0.147224,0.00815702
3,0.660959,0.323895,0.00489439,0.00572665,0.00452468,0.172558,0.010621
4,0.542232,0.437673,0.00576178,0.00716413,0.00716853,0.19745,0.0129259
5,0.430644,0.544284,0.00631537,0.00838584,0.0103701,0.220751,0.0147012
6,0.331612,0.63871,0.00646816,0.00921773,0.0139918,0.241614,0.0156859
7,0.248319,0.718033,0.00623442,0.0095801,0.0178339,0.259601,0.0158145
8,0.181518,0.781592,0.00570835,0.00949775,0.0216838,0.27467,0.0152061
9,0.130052,0.830504,0.00501526,0.00906668,0.0253621,0.287063,0.0140819
10,0.0916699,0.866908,0.00426837,0.00840735,0.0287461,0.297176,0.0126757
11,0.063772,0.893279,0.00354771,0.00762959,0.031772,0.305449,0.0111773
12,0.0438954,0.911967,0.0028986,0.00681658,0.0344224,0.312295,0.00971518
13,0.0299517,0.924975,0.0023396,0.00602323,0.0367108,0.318065,0.00836283
14,0.0202881,0.93389,0.00187241,0.00528129,0.038668,0.32304,0.00715371
15,0.0136554,0.939917,0.00148975,0.00460615,0.0403315,0.327437,0.0060959
16,0.00913923,0.943937,0.00118054,0.00400271,0.0417403,0.331416,0.00518326
17,0.00608495,0.946581,0.000932967,0.00346975,0.0429312,0.335096,0.00440271
18,0.00403163,0.948293,0.000735954,0.00300273,0.0439369,0.338562,0.00373868
19,0.00265869,0.949379,0.000579825,0.00259566,0.0447863,0.341875,0.00317549
20,0.0017453,0.950052,0.00045644,0.00224209,0.0455041,0.34508,0.00269853
21,0.00114056,0.950454,0.000359111,0.00193572,0.046111,0.348207,0.00229483
22,0.000742043,0.95068,0.000282432,0.00167065,0.0466248,0.351278,0.00195308
23,0.000480627,0.950796,0.000222072,0.00144156,0.0470602,0.354311,0.00166363
24,0.000309922,0.950842,0.000174582,0.00124369,0.0474295,0.357315,0.00141828
25,0.000198956,0.950848,0.000137233,0.00107288,0.0477431,0.3603,0.00121012
26,0.000127149,0.95083,0.000107867,0.000925472,0.0480097,0.363272,0.00103334
27,8.09E-05,0.950799,8.48E-05,0.000798279,0.0482366,0.366235,0.000883059
28,5.12E-05,0.950764,6.66E-05,0.000688546,0.0484299,0.369192,0.000755178
29,3.23E-05,0.950727,5.24E-05,0.000593884,0.0485947,0.372147,0.000646252
30,2.03E-05,0.950691,4.12E-05,0.00051223,0.0487354,0.3751,0.000553386
31,1.27E-05,0.950658,3.23E-05,0.000441797,0.0488556,0.378055,0.000474142
32,7.87E-06,0.950627,2.54E-05,0.000381047,0.0489583,0.381011,0.000406466
33,4.87E-06,0.9506,2.00E-05,0.000328648,0.0490461,0.38397,0.000348625
34,3.00E-06,0.950577,1.57E-05,0.000283454,0.0491213,0.386932,0.000299153
35,1.84E-06,0.950556,1.23E-05,0.000244473,0.0491857,0.389899,0.000256812
36,1.12E-06,0.950537,9.70E-06,0.000210853,0.049241,0.39287,0.000220549
37,6.81E-07,0.950522,7.62E-06,0.000181856,0.0492883,0.395846,0.000189476
38,4.11E-07,0.950508,5.99E-06,0.000156846,0.0493289,0.398826,0.000162835
39,2.47E-07,0.950496,4.71E-06,0.000135276,0.0493637,0.401813,0.000139982
40,1.48E-07,0.950486,3.70E-06,0.000116672,0.0493937,0.404804,0.00012037
41,8.80E-08,0.950477,2.91E-06,0.000100626,0.0494194,0.407801,0.000103533
42,5.21E-08,0.950469,2.28E-06,8.68E-05,0.0494415,0.410803,8.91E-05
43,3.07E-08,0.950463,1.80E-06,7.49E-05,0.0494604,0.413811,7.66E-05
44,1.80E-08,0.950457,1.41E-06,6.46E-05,0.0494768,0.416825,6.60E-05
45,1.05E-08,0.950452,1.11E-06,5.57E-05,0.0494908,0.419843,5.68E-05
46,6.09E-09,0.950448,8.71E-07,4.80E-05,0.0495029,0.422868,4.89E-05
47,3.51E-09,0.950445,6.85E-07,4.14E-05,0.0495133,0.425897,4.21E-05
48,2.02E-09,0.950442,5.38E-07,3.57E-05,0.0495222,0.428931,3.63E-05
49,1.15E-09,0.950439,4.23E-07,3.08E-05,0.0495299,0.43197,3.12E-05
50,6.54E-10,0.950437,3.32E-07,2.66E-05,0.0495365,0.435014,2.69E-05
51,3.70E-10,0.950435,2.61E-07,2.29E-05,0.0495422,0.438063,2.32E-05
52,2.08E-10,0.950433,2.05E-07,1.98E-05,0.0495471,0.441116,2.00E-05
53,1.16E-10,0.950431,1.61E-07,1.70E-05,0.0495514,0.444174,1.72E-05
54,6.45E-11,0.95043,1.27E-07,1.47E-05,0.049555,0.447235,1.48E-05
55,3.57E-11,0.950429,9.96E-08,1.27E-05,0.0495581,0.450301,1.28E-05
56,1.96E-11,0.950428,7.83E-08,1.09E-05,0.0495608,0.45337,1.10E-05
57,1.07E-11,0.950427,6.15E-08,9.43E-06,0.0495632,0.456443,9.49E-06
58,5.82E-12,0.950427,4.83E-08,8.13E-06,0.0495652,0.459518,8.18E-06
59,3.15E-12,0.950426,3.80E-08,7.02E-06,0.0495669,0.462598,7.05E-06
60,1.69E-12,0.950426,2.99E-08,6.05E-06,0.0495684,0.465679,6.08E-06
61,9.04E-13,0.950425,2.35E-08,5.22E-06,0.0495697,0.468764,5.24E-06
62,4.80E-13,0.950425,1.84E-08,4.50E-06,0.0495708,0.471851,4.52E-06
63,2.54E-13,0.950424,1.45E-08,3.88E-06,0.0495718,0.47494,3.90E-06
64,1.33E-13,0.950424,1.14E-08,3.35E-06,0.0495726,0.478031,3.36E-06
65,6.95E-14,0.950424,8.95E-09,2.89E-06,0.0495733,0.481124,2.90E-06
66,3.61E-14,0.950424,7.03E-09,2.49E-06,0.0495739,0.484219,2.50E-06
67,1.86E-14,0.950423,5.53E-09,2.15E-06,0.0495744,0.487315,2.15E-06
68,9.53E-15,0.950423,4.34E-09,1.85E-06,0.0495749,0.490411,1.86E-06
69,4.86E-15,0.950423,3.41E-09,1.60E-06,0.0495753,0.493509,1.60E-06
70,2.46E-15,0.950423,2.68E-09,1.38E-06,0.0495756,0.496607,1.38E-06
